NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
121722000002;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Subasta;Suministro y distribución de papel con logo, impresos y sobres, de bajo impacto medioambiental con destino a las diferentes áreas municipales.;GRUPO TOMPLA SOBRE EXPRÉS S.L.;300.000,00€;300.000,00€;validado;36 meses;--;En ejecución de prorroga prevista en el contrato;
064000000132;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Negociado;Suministro de 450 buzos ignífugos de intervención con destino a la Policía Municipal;SAGRES, S.L. - PARTENON;108.000,00€;102.847,50€;--;3  meses;2007;Finalizado;
075221000014;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Suministro;Negociado;Suministro en régimen de alquiler de cinco aseos portátiles (cuatro para el mercadillo de Bolueta y uno para el de Txurdinaga – Otxarkoaga).;CARPAS IBARRA;18.000,00€;17.497,44€;--;9 meses;2007;Finalizado;
073130000006;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Suministro;Concurso;Suministro e instalación de plataformas modulares prefabricadas para paradas de autobús;ASUA B.G. 96, S.L. (GITMA);70.000,00€;70.000,00€;validado;2 meses;2007;Finalizado;
070130000001;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Concurso;Suministro de material de oficina para las Áreas y Servicios Municipales.;LIBRERIA BASCONIA, S.L., FUNDACION ERAGINTZA, PAPYNDUX, S.A.;205.000,00€;205.000,00€;validado;7 meses;2007;Finalizado;
071187000026;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro e instalación de sistemas de detección deincendios en CEP Txurdinaga, Ikastola Intxixu y Centro Municipal de Begoña, así como la centralización de las instalaciones de detección del Centro Municipal de Zorroza.;INSEKOR, S.A.-BIZKOR;64.000,00€;57.930,78€;--;6 meses;2007;Finalizado;
060628000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Suministro;Negociado;Suministro de instrumento topográfico para la Subárea de Proyectos y Obras Públicas del Area de Obras y Servicios.;NARVÁEZ TOPOGRAFÍA S.L.;29.000,00€;27.876,00€;--;1 meses;2007;Finalizado;
070647000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Suministro;Concurso;Suministro de equipos de juegos y equipamiento urbano con destino a los parques y zonas ajardinadas.;EULEN, S.A.;900.000,00€;900.000,00€;--;36 meses;2007;Finalizado;
072507000215;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Suministro;Concurso;Suministro en régimen de alquiler, instalación y mantenimiento de elementos sanitarios para Aste Nagusia 2007.;ARLAN, S.A.;110.000,00€;105.176,60€;--;1 meses;2007;Finalizado;
072507000234;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Suministro;Concurso;Suministro en régimen de arrendamiento, así como el montaje, desmontaje e instalación de los elementos auxiliares a ubicar en los recintos festivos durante la Aste Nagusia 2007.;ARLAN, S.A., BIZKAN ANDAMIOS S.L., ETXEKIT, S.L.;198.500,00€;106.823,84€;--;1 meses;2007;Finalizado;
