NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
2015060179;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Suministro;Negociado;Renovación de la licencia GSA (Googles Search Aplication) para el portal municipal www.bilbao.eus.;GRUPO CORPORATIVO GFI NORTE S.L.;72.600,00€;71.995,00€;--;2 meses;2016;En Ejecución;
2015035890;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Análisis, diseño y programación derivados de la implantación de nuevos desarrollos o de la modificación de desarrollos actuales en el portal web municipal.;SERVICIOS INTEGRALES DE ATENCION AL CLIENTE Y VENTAS, XUPERA, S.A.;200.000,00€;200.000,00€;validado;12 meses;2016;En Ejecución;
2015040267;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Suministro;Concurso;Publicaciones periódicas (prensa y revistas) españolas y extranjeras para la red de bibliotecas municipales.;SECTOR MD S.L.U.;145.200,00€;145.200,00€;validado;24 meses;2016;En Ejecución;
2015029935;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Suministro material bibliográfico, audiovisual y multimedia, en cualquier lengua, y para todas las edades, con destino a formar parte de la colección de las bibliotecas de la Red de Bibliotecas Municipales de Bilbao.;EUSKAL KULTURGINTZA S.A.;400.000,00€;400.000,00€;validado;24 meses;2016;En Ejecución;
2015052715;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE EUSKERA Y EDUCACION;Servicios;Concurso;Gestión y asistencia técnica del desarrollo del plan de impulso y normalización del euskera en el sector del comercio en el municipio de Bilbao “BIRIBILKO” . ;SIADECO S. COOP. L.;72.600,00€;65.340,00€;--;12 meses;2016;En Ejecución;
2015050985;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de comunicación para las actividades culturales del Área de Cultura del Ayuntamiento de Bilbao, año 2016.;MBN COMUNICACIÓN S.L.;50.000,00€;47.190,00€;--;12 meses;2016;En Ejecución;
2015049019;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Servicio para la gestión del equipamiento BILBOROCK;PEOPLEING ESTUDIO BILBAO, SLL – AISILAN KULTUR ELKARTEA (UTE PEOPLEING – AISILAN) UNIÓN TEMPORAL DE EMPRESAS, LEY 18/1982;410.000,00€;402.680,00€;--;24 meses;2016;En Ejecución;
2015026275;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Desarrollo e implantación de la estrategia sonora del Municipio de Bilbao.;FUNDACIÓN TECNALIA RESEARCH y INNOVATION;118.314,00€;76.904,40€;--;12 meses;2016;En Ejecución;
2015062382;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Negociado;Asistencia tecnica al Plan de Municipal de Movilidad Segura;INTRA, INGENIERIA DE TRÁFICO, S.L.;50.000,00€;50.000,00€;validado;12 meses;2016;En Ejecución;
2015050043;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Concurso;Gestión del servicio municipal denominado ZAINTZEA de apoyo a las personas cuidadoras no profesionales. ;SUSPERGINTZA ELKARTEA;532.400,00€;484.000,00€;--;24 meses;2016;En Ejecución;
