NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
2014135398;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio publicidad actividades culturales 2015. ;PRINTHAUS S.L.;150.000,00€;150.000,00€;validado;12 meses;2015;Finalizado;
2014135391;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Iluminación y sonido para programas de artes escénicas 2015.;ALBOKA S.COOP;47.600,00€;47.600,00€;validado;11 meses;2015;En ejecución con modificado;
2014135395;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de captación de público, puntos de información, gestión de taquillas y regidurías para programas y festivales del Área de Cultura y Educación en el año 2015.;TXAMUSKINA TEATRO S.L.;34.700,00€;34.700,00€;validado;11 meses;2015;En ejecución de prorroga prevista en el contrato;
152407000002;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Suministro;Negociado;Suministro de papeletas de votación para las elecciones locales de 2015.;IMPRENTA UNIVERSAL S.A.;45.980,00€;45.980,00€;validado;3 meses;2015;En Ejecución;
2014137185;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Recuperación integral de Sabino Arana tramo Avda. del Ferrocarril-Autonomia.;CONSTRUCCIONES SOBRINO S.A.;3.999.999,75€;2.860.799,75€;--;6 meses;2015;En Ejecución;
2014144559;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Servicio de mantenimiento, pintado, colocación y retirada de las placas de rótulación de las vias públicas de Bilbao.;UTE ROTULOS BILBAO 2015 (etra norte s.a. - lacroix s.a.);340.400,00€;340.400,00€;validado;48 meses;2015;En Ejecución;
2014135404;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio para la puesta en marcha y gestión del programa de visitas guiadas a edificios emblemáticos bilbainos, año 2015.;PACAY MEDIA S.L.;26.936,00€;22.264,00€;--;12 meses;2015;En ejecución de prorroga prevista en el contrato;
2014143877;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Concurso;Suministro de bienes declarados de adquisición centralizada consistente en material consumible de impresión para las diferentes impresoras que componen el parque municipal del Ayuntamiento de Bilbao y de las entidades del sector público dependientes del mismo.;OFFICE DEPOT, S.L.;260.000,00€;260.000,00€;validado;12 meses;2015;En ejecución con modificado;
2014152456;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro de una  autoescalera automática con el último tramo articulado de 30 metros de alcance útil, con destino a la unidad de Intervención de Bomberos.;ITURRI, S.A.;800.000,00€;799.810,00€;--;14 meses;2015;En Ejecución;
2015009459;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Negociado;Análisis, diseño, desarrollo e implantación de nuevos desarrollos o de modificación de desarrollos actuales en el sitio web del Ayuntamiento de Bilbao (www.bilbao.net). ;SERVICIOS INTEGRALES DE ATENCION AL CLIENTE Y VENTAS, XUPERA, S.A.;72.600,00€;72.600,00€;validado;8 meses;2015;En Ejecución;
