NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
122518000059;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Plan de impulso y normalización del euskera en el sector del comercio en Bilbao para el año 2013 “Biribilko”.;SIADECO S. COOP. L.;90.000,00€;76.496,20€;--;11 meses;2013;En ejecución de prorroga prevista en el contrato;
124000000081;--;--;Suministro;Negociado;Suministro de furgón de unidad de atestados para seguridad ciudadana.;CARROCERIAS TARAMONA, S.L.;60.000,00€;59.978,65€;--;3 meses;2013;Finalizado;
122507000173;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio para la puesta en marcha y gestión del programa de visitas guiadas a edificios emblemáticos bilbainos, año 2013.;SUSPERGINTZA ELKARTEA;24.200,00€;19.358,40€;--;6 meses;2013;Finalizado;
122023000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Planificación, gestión y dinamización del programa Gaztegunes.;GOZALDI GAZTE ELKARTEA, ASOCIACIÓN EDUCATIVA ALDAIKA, SUSPERGINTZA ELKARTEA , ASOCIACIÓN TENDEL, ERAGINTZA KULTUR ERAKUNDEA, ASOCIACIÓN D.C. GURE LURRA;254.001,33€;230.910,30€;validado;10 meses;2013;Finalizado;
121220000049;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Servicio de mantenimiento y gestión integral de todos los elementos que componen el Servicio Municipal de Préstamo Automático de Bicicletas de Bilbao “Bilbon Bizi”;UTE BILBAO BICIS INICIATIVAS INDRA;927.500,00€;862.575,12€;--;24 meses;2013;En ejecución de prorroga prevista en el contrato;
122507000175;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Iluminacion y sonido de la programación de artes escénicas del Área de Cultura y Educación del año 2013.;--;43.359,10€;43.359,10€;validado;--;2013;Finalizado;
122507000174;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Captación de público, puntos de información, gestión de taquillas y regidurías para programas de artes escénicas 2013.;TXAMUSKINA TEATRO S.L.;34.144,99€;34.144,99€;--;10 meses;2013;Finalizado;
122000000003;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Elaboración y ejecución del proyecto de animación de los programas Haurgune/Kidegune,Guneberri, Kideberri, Udako Jolastokia, Gabongune y Gabonkide del Area  de Juventud y Deporte;ASOCIACIÓN EDUCATIVA ALDAIKA, GOZALDI GAZTE ELKARTEA, ASOCIACIÓN TENDEL, EUSKAL KULTURGINTZA S.A., ASOCIACIÓN UMEAK KALEAN, ERAGINTZA KULTUR ERAKUNDEA, ASOCIACIÓN D.C. GURE LURRA;339.722,50€;315.664,84€;validado;14 meses;2013;En ejecución de prorroga prevista en el contrato;
130639000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Servicio de mudanza de mobiliario, enseres y documentación por traslado de las sociedades municipales BILBAO EKINTZA, BILBAO KIROLAK y VIVIENDAS MUNICIPALES a la nueva sede sita en Plaza Circular nº 1.;MUDANZAS PUERTAS, S.L.U.;72.479,00€;45.980,00€;--;6 meses;2013;En Ejecución;
122507000170;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Diseño, confección y distribución de elementos de publicidad y comunicación para la programación cultural en el año 2013.;IMPACTO ESTRATEGIAS DE COMUNICACIÓN S.L.;175.000,00€;175.000,00€;validado;9 meses;2013;Finalizado;
131554000022;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Negociado;Servicio consistente en la edición y publicación de la revista INFOBLV (INFO Bilbao La Vieja), durante los años 2013 y 2014.;MBN COMUNICACIÓN S.L.;21.000,00€;15.000,00€;--;24 meses;2013;En Ejecución;
131508000001;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Obras;Negociado;Obras de reparación del aparcamiento de Altamira.;CONSTRUCCIONES LEGASKO S.L.;72.600,00€;63.074,66€;--;3 meses;2013;En Ejecución;
121505000002;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Concesión de obra pública;Negociado;Concesión de obra pública para la ejecución y explotación del aparcamiento municipal para residentes entre las manzanas SZ-R28 y SZ-R29 del Area de reparto 541 de Miribilla.;JAUREGUIZAR PROMOCIÓN Y GESTIÓN INMOBILIARIA, S.L.;10,00€;10,00€;--;6 años;2013;En Ejecución;
134017000043;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Negociado;Servicio de implantación del integrador de comunicaciones para el Centrto de Mando y Contro del Ayto. Bilbao. ;IDOM INGENIERIA Y CONSULTORIA S.A;71.995,00€;71.390,00€;--;9 meses;2013;Finalizado;
