NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
131714000001;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Servicios;Concurso;Servicio vigilancia sin armas, servicios auxiliares y sistemas de seguridad para el Ayuntamiento de Bilbao y entidades del sector público dependientes del Ayuntamiento de Bilbao.;UTE PROSEGUR ESPAÑA S.L. / SERVIMAX SERVICIOS GENERALES S.A.. (UTE PROSEGUR – SERVIMAX, AYTO.BILBAO);2.096.750,25€;2.039.638,25€;--;24 meses;2014;En ejecución de prorroga prevista en el contrato;
134017000070;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Servicio de mantenimiento de la red de comunicaciones TETRA del Área de Seguridad del Ayuntamiento de Bilbao ;RADIOTRANS, SA;200.000,00€;183.011,59€;--;24 meses;2014;En ejecución de prorroga prevista en el contrato;
131408000012;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Servicios para la coordinación entre distintas Áreas, agentes sociales y ciudadanía en general, para el desarrollo de las actuaciones que corresponden a la nueva fase del Plan Comunitario Imagina Otxarkoaga.;FUNDACION GIZAGUNE;70.000,00€;68.184,98€;--;12 meses;2014;Finalizado;
132507000105;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio de captación de público, puntos de información, gestión de taquillas y regidurías para programas y festivales de artes escénicas del Área de Cultura y Educación en el año 2014;PORTAL 71 PRODUCCIONES CULTURALES S.L.;34.700,00€;34.700,00€;validado;11 meses;2014;Finalizado;
132507000106;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio de sonido e iluminación de artes escénicas del año 2014.;OZENKI SOINU ARGIA S.L.L.;47.600,00€;47.600,00€;validado;11 meses;2014;Finalizado;
132507000107;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio consistente en el mantenimiento y /o creación de las páginas web del Área de Cultura y Educción y redes sociales vinculadas (actividades culturales).;IBON BELANDIA JUARISTI (PLATANOBOLIGRAFO);41.500,00€;25.207,94€;--;11 meses;2014;Finalizado;
132026000014;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Gestión del proyecto Bilborock.;PEOPLEING ESTUDIO BILBAO, SLL – AISILAN KULTUR ELKARTEA (UTE PEOPLEING – AISILAN) UNIÓN TEMPORAL DE EMPRESAS, LEY 18/1982;205.000,00€;202.580,02€;--;10 meses;2014;En Ejecución;
132507000112;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Puesta en marcha y gestión de un programa de visitas guiadas a edificios emblemáticos bilbaínos, a desarrollar en año 2014;SUSPERGINTZA ELKARTEA;26.936,00€;25.153,22€;--;6 meses;2014;Finalizado;
130618000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de apertura del canal de Deusto y Puente de acceso a la Isla de Zorrotzaurre.;UTE CANAL DE DEUSTO (EXBASA OBRAS Y CONSTR., S.L. , EXCAVACIONES VDA. DE SAINZ, S.A. , CONSTR. Y PROM. BALZOLA, S.A., URSSA, S. COOP.);28.675.540,00€;20.503.012,00€;--;18 meses;2014;En Ejecución;
130638000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Dirección de obra, dirección medioambiental y dirección coordinación de seguridad y salud para la ejecución de las obras de la apertura del Canal de Deusto y del puente de acceso a la isla de Zorrotzaurre.;TECNICAS Y PROYECTOS S.A. – DINAM INGENIERÍA S.L., UTE LEY 18/1982 DE 26 DE MAYO (UTE TYPSA- DINAM CANAL DE DEUSTO);636.069,19€;477.050,50€;--;18 meses;2014;En Ejecución;
