DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,SEXE,POBLACIO
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       ,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       ,Home,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ITÀLIA                        ,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"MARROC, EL                    ",Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"PARAGUAI, EL                  ",Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,ARMÈNIA                       ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,BOLÍVIA                       ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"BRASIL, EL                    ",Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,COLÒMBIA                      ,Dona,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,COLÒMBIA                      ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,EL SALVADOR                   ,Dona,3
2011,DISTRICTE 1,CEMENTIRI VELL                ,"EQUADOR, L                    ",Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"EQUADOR, L                    ",Home,5
2011,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,Dona,93
2011,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,Home,88
2011,DISTRICTE 1,CEMENTIRI VELL                ,"ESTATS UNITS D AMÈRICA, ELS   ",Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,FRANÇA                        ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,ITÀLIA                        ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"MARROC, EL                    ",Dona,7
2011,DISTRICTE 1,CEMENTIRI VELL                ,"MARROC, EL                    ",Home,3
2011,DISTRICTE 1,CEMENTIRI VELL                ,MÈXIC                         ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,NORUEGA                       ,Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"PARAGUAI, EL                  ",Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"PERÚ, EL                      ",Home,4
2011,DISTRICTE 1,CEMENTIRI VELL                ,POLÒNIA                       ,Dona,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,POLÒNIA                       ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"REPÚBLICA DOMINICANA, LA      ",Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,ROMANIA                       ,Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,RÚSSIA                        ,Dona,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,RÚSSIA                        ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"SENEGAL, EL                   ",Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"URUGUAI, L                    ",Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,XILE                          ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",Dona,3
2011,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",Home,5
2011,DISTRICTE 1,CENTRE                        ,ALEMANYA                      ,Home,2
2011,DISTRICTE 1,CENTRE                        ,ANDORRA                       ,Dona,1
2011,DISTRICTE 1,CENTRE                        ,"ARGENTINA, L                  ",Dona,10
2011,DISTRICTE 1,CENTRE                        ,"ARGENTINA, L                  ",Home,6
2011,DISTRICTE 1,CENTRE                        ,BOLÍVIA                       ,Dona,3
2011,DISTRICTE 1,CENTRE                        ,BOLÍVIA                       ,Home,1
2011,DISTRICTE 1,CENTRE                        ,"BRASIL, EL                    ",Dona,6
2011,DISTRICTE 1,CENTRE                        ,"BRASIL, EL                    ",Home,1
2011,DISTRICTE 1,CENTRE                        ,BULGÀRIA                      ,Dona,1
2011,DISTRICTE 1,CENTRE                        ,COLÒMBIA                      ,Dona,8
2011,DISTRICTE 1,CENTRE                        ,COLÒMBIA                      ,Home,6
2011,DISTRICTE 1,CENTRE                        ,CROÀCIA                       ,Dona,1
2011,DISTRICTE 1,CENTRE                        ,CUBA                          ,Dona,2
2011,DISTRICTE 1,CENTRE                        ,CUBA                          ,Home,2
2011,DISTRICTE 1,CENTRE                        ,"EQUADOR, L                    ",Dona,3
2011,DISTRICTE 1,CENTRE                        ,"EQUADOR, L                    ",Home,1
2011,DISTRICTE 1,CENTRE                        ,ESLOVÀQUIA                    ,Dona,1
2011,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,Dona,193
2011,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,Home,210
2011,DISTRICTE 1,CENTRE                        ,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,"FILIPINES, LES                ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,FRANÇA                        ,Dona,5
2011,DISTRICTE 1,CENTRE                        ,FRANÇA                        ,Home,4
2011,DISTRICTE 1,CENTRE                        ,"GUINEA EQUATORIAL, LA         ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,HONDURES                      ,Dona,4
2011,DISTRICTE 1,CENTRE                        ,HONDURES                      ,Home,1
2011,DISTRICTE 1,CENTRE                        ,ITÀLIA                        ,Dona,2
2011,DISTRICTE 1,CENTRE                        ,ITÀLIA                        ,Home,4
2011,DISTRICTE 1,CENTRE                        ,"MARROC, EL                    ",Dona,7
2011,DISTRICTE 1,CENTRE                        ,"MARROC, EL                    ",Home,17
2011,DISTRICTE 1,CENTRE                        ,MÈXIC                         ,Dona,3
2011,DISTRICTE 1,CENTRE                        ,MÈXIC                         ,Home,1
2011,DISTRICTE 1,CENTRE                        ,NICARAGUA                     ,Home,1
2011,DISTRICTE 1,CENTRE                        ,"PAÏSOS BAIXOS, ELS            ",Home,1
2011,DISTRICTE 1,CENTRE                        ,"PAKISTAN, EL                  ",Home,1
2011,DISTRICTE 1,CENTRE                        ,"PARAGUAI, EL                  ",Dona,4
2011,DISTRICTE 1,CENTRE                        ,"PARAGUAI, EL                  ",Home,1
2011,DISTRICTE 1,CENTRE                        ,"PERÚ, EL                      ",Dona,2
2011,DISTRICTE 1,CENTRE                        ,"PERÚ, EL                      ",Home,2
2011,DISTRICTE 1,CENTRE                        ,POLÒNIA                       ,Dona,5
2011,DISTRICTE 1,CENTRE                        ,POLÒNIA                       ,Home,2
2011,DISTRICTE 1,CENTRE                        ,PORTUGAL                      ,Dona,1
2011,DISTRICTE 1,CENTRE                        ,PORTUGAL                      ,Home,1
2011,DISTRICTE 1,CENTRE                        ,"REPÚBLICA DOMINICANA, LA      ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,"REPÚBLICA DOMINICANA, LA      ",Home,1
2011,DISTRICTE 1,CENTRE                        ,ROMANIA                       ,Dona,5
2011,DISTRICTE 1,CENTRE                        ,ROMANIA                       ,Home,2
2011,DISTRICTE 1,CENTRE                        ,"SENEGAL, EL                   ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,"URUGUAI, L                    ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,VENEÇUELA                     ,Dona,4
2011,DISTRICTE 1,CENTRE                        ,VENEÇUELA                     ,Home,1
2011,DISTRICTE 1,CENTRE                        ,XILE                          ,Dona,2
2011,DISTRICTE 1,CENTRE                        ,XILE                          ,Home,1
2011,DISTRICTE 1,CENTRE                        ,"XINA, LA                      ",Dona,3
2011,DISTRICTE 1,CENTRE                        ,"XINA, LA                      ",Home,2
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"ARGENTINA, L                  ",Dona,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ARMÈNIA                       ,Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,BANGLA DESH                   ,Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,BOLÍVIA                       ,Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"BRASIL, EL                    ",Dona,6
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,COLÒMBIA                      ,Dona,7
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,COLÒMBIA                      ,Home,2
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,Dona,45
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,Home,57
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"ESTATS UNITS D AMÈRICA, ELS   ",Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,FRANÇA                        ,Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,GEÒRGIA                       ,Dona,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,GHANA                         ,Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"ÍNDIA, L                      ",Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ITÀLIA                        ,Dona,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ITÀLIA                        ,Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"MARROC, EL                    ",Dona,11
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"MARROC, EL                    ",Home,11
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,MÈXIC                         ,Dona,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"PARAGUAI, EL                  ",Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"PERÚ, EL                      ",Home,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"REPÚBLICA DOMINICANA, LA      ",Dona,2
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,RÚSSIA                        ,Dona,2
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"SENEGAL, EL                   ",Dona,1
