DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,SEXE,POBLACIO
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       ,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       ,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,Dona,20
2011,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,Home,21
2011,DISTRICTE 1,CEMENTIRI VELL                ,"MARROC, EL                    ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,"ARGENTINA, L                  ",Dona,1
2011,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,Dona,90
2011,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,Home,65
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,Dona,17
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,Home,16
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"GUINEA EQUATORIAL, LA         ",Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,Dona,15
2011,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,Home,14
2011,DISTRICTE 2,CA N ANGLADA                  ,COLÒMBIA                      ,Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,Dona,48
2011,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,Home,60
2011,DISTRICTE 2,CA N ANGLADA                  ,"MARROC, EL                    ",Home,3
2011,DISTRICTE 2,CA N ANGLADA                  ,"REPÚBLICA DOMINICANA, LA      ",Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,Dona,11
2011,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,Home,1
2011,DISTRICTE 2,MONTSERRAT                    ,"MARROC, EL                    ",Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,"MARROC, EL                    ",Home,2
2011,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,Dona,4
2011,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,Home,9
2011,DISTRICTE 2,TORRE-SANA                    ,"MARROC, EL                    ",Dona,1
2011,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,Dona,3
2011,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,Home,4
2011,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,Dona,6
2011,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,Home,9
2011,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,Dona,36
