id,TITOL,DESCRIPCIO,DATAINICI,DATAFI,HORAINICI,HORAFI,HORARI,EQUIPAMENT,DIRECCIO,PREU,PREUDESCRIPCIO,INSCRIPCIO,OBSERVACIONS,PROGRAMA,TIPUS,TIPUS2,SECCIO,SECCIO2,ADREÇAT,ADREÇAT2,LATITUD,LONGITUD,LOCALITZACIO,ENLLAÇ A LA FITXA
5262,Niu d'Art de l?Associació de Gent Gran,,04/11/2017,04/11/2017,17:00,19:00,De 17.00 a 19.00,Casal Municipal de Cultura American Lake,,,"1? socis, 2 ? no socis",,,,Música,,L'Oci i la Cultura,,Gent gran,,41.30161,2.00425,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5262
5222,Càpsula taller: Et sents escoltada?,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <p style=""line-height:150%"" class=""MsoNormal""><strong style=""mso-bidi-font-weight:
normal""><span lang=""CA"" style=""mso-bidi-font-size:14.0pt;font-family:Calibri;
mso-bidi-font-family:Calibri;color:purple"">Càpsula taller: Et sents escoltada?</span></strong><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;font-weight:
normal""></span></strong></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:10.0pt;
margin-left:0cm;line-height:150%;mso-hyphenate:auto"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;font-weight:normal"">En aquest taller s’oferirà un</span></strong><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri""> </span></strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri"">espai per aprendre a ser escoltada i la importància de practicar l'escolta activa. També s’aprendran tècniques per generar canvis en una mateixa i en l'interlocutor/a. Activitat dinàmica i participativa.<span style=""mso-bidi-font-weight:bold""></span></span></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:10.0pt;
margin-left:0cm;line-height:150%;mso-hyphenate:auto"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;mso-bidi-font-weight:
bold"">Durada: 1 sessió</span></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:10.0pt;
margin-left:0cm;line-height:150%;mso-hyphenate:auto"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;mso-bidi-font-weight:
bold"">Dies: </span><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:
Calibri;font-weight:normal"">dimecres, 15 de novembre</span></strong></p>  <p class=""MsoBodyText2""><span lang=""CA"">Horari: de 17 a 19 h<br /> Lloc: SIAD<br /> Adreçat a dones.<span style=""background:white""></span></span></p>  <span lang=""CA"" style=""font-size:12.0pt;font-family:""Times New Roman"";mso-fareast-font-family:
SimSun;background:white;mso-font-kerning:.5pt;mso-ansi-language:CA;mso-fareast-language:
AR-SA;mso-bidi-language:AR-SA"">Impartit per Elena Trilla, <em style=""mso-bidi-font-style:
normal"">executive & personal coach,</em> i Alba Martínez, psicòloga (Generando Cambio).</span>",15/11/2017,15/11/2017,17:00,19:00,De 17.00 a 19.00,Servei d'Informació i Atenció a les Dones (SIAD) ,,0,0,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <div style=""border:solid black .5pt;padding:1.0pt 4.0pt 1.0pt 4.0pt"">  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black;
mso-bidi-font-weight:bold"">Més informació i inscripcions</span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">: </span><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black""></span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Del 4 al 14 de setembre.</span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Ajuntament de Gavà. Departament d'Educació, Igualtat i Ciutadania.</span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Telèfon: 93 263 91 00 ext. 9440 (matins) / 9222 (tardes)<span style=""mso-spacerun:
yes"">  </span></span></strong><span lang=""CA""><a href=""mailto:igualtat@gava.cat""><strong><span style=""font-family:Calibri;mso-bidi-font-family:Arial"">igualtat@gava.cat</span></strong></a></span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black""></span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Cada persona es podrà inscriure un màxim de dos tallers. Els tallers són gratuïts.</span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">La programació dels cursos s'adreça a persones més grans de 16 anys. Les persones menors de 18 anys hauran de fer la inscripció signada pel pare, mare o representant legal. </span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Places limitades per ordre d'inscripció. El centre es reserva el dret de suspendre les activitats que no tinguin un nombre mínim de participants.</span></p>  </div>",,,Cursos i tallers,,Igualtat i Ciutadania,,Dones,,41.30339,2.00455,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5222
5223,Càpsula taller: el riu de la vida. Biografies de dones,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <p style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
150%"" class=""MsoList""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;
color:purple"">Càpsula taller: El riu de la vida. Biografies de dones.</span></strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri""></span></p>  <p style=""margin-bottom:0cm;margin-bottom:.0001pt;text-align:
justify;line-height:150%"" class=""MsoList""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:
Calibri"">Aquesta activitat creativa i vivencial s'adreça a dones que vulguin mirar-se i descobrir-se revisant la pròpia vida per explicar qui són ara. Farem breus biografies de les dones participants a través del dibuix i el color, amb un punt de vista positiu i optimista.<span style=""mso-bidi-font-weight:bold""></span></span></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:10.0pt;
margin-left:0cm;line-height:150%;mso-hyphenate:auto"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;mso-bidi-font-weight:
bold"">Durada: 1 sessió</span></p>  <p style=""line-height:150%"" class=""MsoNormal""><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri;mso-bidi-font-weight:bold"">Dies: </span><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;font-weight:
normal"">divendres, 1 de desembre</span></strong><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri""></span></p>  <p style=""line-height:150%"" class=""MsoNormal""><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri"">Horari: de 10 a 13 h<br /> Lloc: SIAD<br /> Adreçat a dones.</span></p>  <span lang=""CA"" style=""font-size:12.0pt;font-family:Calibri;mso-fareast-font-family:
SimSun;mso-bidi-font-family:Calibri;mso-font-kerning:.5pt;mso-ansi-language:
CA;mso-fareast-language:AR-SA;mso-bidi-language:AR-SA"">A càrrec de l’Associació Candela. </span>",01/12/2017,01/12/2017,10:00,13:00,De 10.00 a 13.00,Servei d'Informació i Atenció a les Dones (SIAD) ,,0,0,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <div style=""border:solid black .5pt;padding:1.0pt 4.0pt 1.0pt 4.0pt"">  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black;
mso-bidi-font-weight:bold"">Més informació i inscripcions</span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">: </span><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black""></span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Del 4 al 14 de setembre.</span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Ajuntament de Gavà. Departament d'Educació, Igualtat i Ciutadania.</span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Telèfon: 93 263 91 00 ext. 9440 (matins) / 9222 (tardes)<span style=""mso-spacerun:
yes"">  </span></span></strong><span lang=""CA""><a href=""mailto:igualtat@gava.cat""><strong><span style=""font-family:Calibri;mso-bidi-font-family:Arial"">igualtat@gava.cat</span></strong></a></span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black""></span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Cada persona es podrà inscriure un màxim de dos tallers. Els tallers són gratuïts.</span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">La programació dels cursos s'adreça a persones més grans de 16 anys. Les persones menors de 18 anys hauran de fer la inscripció signada pel pare, mare o representant legal. </span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Places limitades per ordre d'inscripció. El centre es reserva el dret de suspendre les activitats que no tinguin un nombre mínim de participants.</span></p>  </div>",,,Cursos i tallers,,Igualtat i Ciutadania,,Dones,,41.30339,2.00455,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5223
5224,Taller: activa't en les noves tecnologies!,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <p class=""MsoHeading8""><font color=""#993366"" size=""4""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:
Calibri"">Taller d’informàtica</span></font><span lang=""CA"" style=""font-family:Calibri;
mso-fareast-font-family:""Arial Unicode MS"";mso-bidi-font-family:Calibri""></span></p>  <p style=""margin-right:-1.15pt;text-align:justify;line-height:
150%;tab-stops:50.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-fareast-font-family:
""Arial Unicode MS"";mso-bidi-font-family:Calibri"">Taller adreçat a dones actives en les noves tecnologies que puguin descobrir noves maneres<span style=""mso-spacerun: yes"">  </span>d'enviar missatges, publicar, comentar i compartir. Es treballaran les competències digitals,<span style=""mso-spacerun:
yes"">  </span>imatges, sons, etc.</span><span lang=""CA"" style=""font-family:Calibri;
mso-bidi-font-family:Calibri;background:white""></span></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:150%"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;
mso-bidi-font-family:Calibri;background:white"">Durada: 4 sessions</span></p>  <span lang=""CA"" style=""font-size:12.0pt;font-family:Calibri;mso-fareast-font-family:
SimSun;mso-bidi-font-family:Calibri;background:white;mso-font-kerning:.5pt;
mso-ansi-language:CA;mso-fareast-language:AR-SA;mso-bidi-language:AR-SA"">Dies: divendres, 27 d'octubre, i 3, 10 i <span class=""object"">17 de novembre</span></span>",27/10/2017,27/10/2017,10:00,12:00,"De 10.00 a 12.00, 4 sessions (Divendres 27/10 i 3, 10 i 17/11)",Servei d'Informació i Atenció a les Dones (SIAD) ,,0,0,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <div style=""border:solid black .5pt;padding:1.0pt 4.0pt 1.0pt 4.0pt"">  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><font size=""3""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black;
mso-bidi-font-weight:bold"">Més informació i inscripcions</span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">: </span><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black""></span></strong></font></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><font size=""3""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Del 4 al 14 de setembre.</span></strong></font></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><font size=""3""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Ajuntament de Gavà. Departament d'Educació, Igualtat i Ciutadania.</span></strong></font></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><font size=""3""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Telèfon: 93 263 91 00 ext. 9440 (matins) / 9222 (tardes)<span style=""mso-spacerun:
yes"">  </span></span></strong><span lang=""CA""><a href=""mailto:igualtat@gava.cat""><strong><span style=""font-family:Calibri;mso-bidi-font-family:Arial"">igualtat@gava.cat</span></strong></a></span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black""></span></font></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><font size=""3""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Cada persona es podrà inscriure un màxim de dos tallers. Els tallers són gratuïts.</span></font></p>  <p style=""margin-right: -1.15pt; line-height: 150%; border: medium none; padding: 0cm;"" class=""MsoNormal""><font size=""3""><span lang=""CA"" style=""font-family: Calibri; color: black;"">La programació dels cursos s'adreça a persones més grans de 16 anys. Les persones menors de 18 anys hauran de fer la inscripció signada pel pare, mare o representant legal. <br /></span></font></p><p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><font size=""3""><span lang=""CA"" style=""font-size:12.0pt;font-family:Calibri;mso-fareast-font-family:
SimSun;mso-bidi-font-family:Calibri;color:black;mso-font-kerning:.5pt;
mso-ansi-language:CA;mso-fareast-language:AR-SA;mso-bidi-language:AR-SA"">Places limitades per ordre d'inscripció. El centre es reserva el dret de suspendre les activitats que no tinguin un nombre mínim de participants.</span></font></p>  </div>  <span lang=""CA"" style=""font-size:12.0pt;font-family:Calibri;mso-fareast-font-family:
SimSun;mso-bidi-font-family:Calibri;color:black;mso-font-kerning:.5pt;
mso-ansi-language:CA;mso-fareast-language:AR-SA;mso-bidi-language:AR-SA""></span>",,,Cursos i tallers,,Igualtat i Ciutadania,,Dones,,41.30339,2.00455,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5224
5225,"Càpsula IOT (Internet Of Things, internet de les coses)","<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <p style=""line-height:150%"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri;color:purple"">Càpsula Iot (Internet of things, internet de les coses)</span></strong><span lang=""CA"" style=""font-family:Calibri;
mso-bidi-font-family:Calibri""></span></p>  <p style=""line-height:150%"" class=""MsoNormal""><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri"">Com es pot controlar la casa amb un clic des del mòbil? Amb aquesta xerrada descobriràs el món de les llars intel·ligents: com veure casa teva des del mòbil o la tauleta, encendre els llums, la calefacció, apagar algun electrodomèstic, etc.<span style=""mso-spacerun: yes"">  </span></span></p>  <p style=""line-height:150%"" class=""MsoNormal""><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri"">Data: dimecres, 13 de desembre</span></p>  <p style=""line-height:150%"" class=""MsoNormal""><span lang=""CA"" style=""font-family:
Calibri;mso-bidi-font-family:Calibri"">Horari: de 17 a 19.30 h<span style=""mso-bidi-font-weight:bold""></span></span></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:150%;mso-pagination:widow-orphan;mso-hyphenate:
auto"" class=""MsoList""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;
mso-bidi-font-weight:bold"">Lloc: SIAD</span><span lang=""CA"" style=""font-family:
Calibri;mso-fareast-font-family:""Arial Unicode MS"";mso-bidi-font-family:Calibri""></span></p>  <p style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:150%;mso-pagination:widow-orphan;mso-hyphenate:
auto"" class=""MsoList""><span lang=""CA"" style=""font-family:Calibri;mso-fareast-font-family:""Arial Unicode MS"";
mso-bidi-font-family:Calibri"">A càrrec de Vilma Bianchi, enginyera informàtica i formadora de persones adultes.</span><span lang=""CA"" style=""font-family:Calibri;
mso-bidi-font-family:Calibri;mso-bidi-font-weight:bold""></span></p>",13/12/2017,13/12/2017,17:00,19:30,De 17.00 a 19.30,Servei d'Informació i Atenció a les Dones (SIAD) ,,0,0,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser />
 </w:WordDocument>
</xml><![endif]-->  <div style=""border:solid black .5pt;padding:1.0pt 4.0pt 1.0pt 4.0pt"">  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black;
mso-bidi-font-weight:bold"">Més informació i inscripcions</span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">: </span><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black""></span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Del 4 al 14 de setembre.</span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Ajuntament de Gavà. Departament d'Educació, Igualtat i Ciutadania.</span></strong></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><strong><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Arial;color:black"">Telèfon: 93 263 91 00 ext. 9440 (matins) / 9222 (tardes)<span style=""mso-spacerun:
yes"">  </span></span></strong><span lang=""CA""><a href=""mailto:igualtat@gava.cat""><strong><span style=""font-family:Calibri;mso-bidi-font-family:Arial"">igualtat@gava.cat</span></strong></a></span><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black""></span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Cada persona es podrà inscriure un màxim de dos tallers. Els tallers són gratuïts.</span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">La programació dels cursos s'adreça a persones més grans de 16 anys. Les persones menors de 18 anys hauran de fer la inscripció signada pel pare, mare o representant legal. </span></p>  <p style=""margin-right:-1.15pt;line-height:150%;tab-stops:50.0pt;
border:none;mso-border-alt:solid black .5pt;padding:0cm;mso-padding-alt:1.0pt 4.0pt 1.0pt 4.0pt"" class=""MsoNormal""><span lang=""CA"" style=""font-family:Calibri;mso-bidi-font-family:Calibri;color:black"">Places limitades per ordre d'inscripció. El centre es reserva el dret de suspendre les activitats que no tinguin un nombre mínim de participants.</span></p>  </div>",,,Conferències i xerrades,,Igualtat i Ciutadania,,Dones,,41.30339,2.00455,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5225
5278,Agns dei. Grup Teatral la Igualtat,,26/11/2017,26/11/2017,19:00,20:30,De 19.00 a 20.30,Espai Maragall. Centre cívic per a les arts escèniques,,,,,,,Teatre,,Agenda de destacats,,Adults,,41.3027,2.00189,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5278
5277,El llop i les set cabretes,,12/11/2017,12/11/2017,12:00,13:00,De 12.00 a 13.00,Espai Maragall. Centre cívic per a les arts escèniques,,,,,,,Teatre,,Agenda de destacats,,Families,,41.3027,2.00189,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5277
5276,Hansel i Gretel,,26/11/2017,26/11/2017,12:00,13:00,De 12.00 a 13.00,Espai Maragall. Centre cívic per a les arts escèniques,,,,,,,Teatre,,Agenda de destacats,,Families,,41.3027,2.00189,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5276
4972,Ball amb música en directe,,08/11/2017,08/11/2017,16:30,19:30,De 16.30 a 19.30,Casal Municipal de la Gent Gran Torre Lluch,,2.5,2'50?,,,,Balls,,L'Oci i la Cultura,,Gent gran,,0,0,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=4972
5265,Ball amb música en directe,,26/11/2017,26/11/2017,17:00,19:00,De 17.00 a 19.00,Casal Municipal de la Gent Gran de Can Tintorer,,,"2? socis, 3? no socis",,,,Balls,,L'Oci i la Cultura,,Gent gran,,41.31078,1.9938,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5265
