ID;TIPUS_EQUIPAMENT;DESCRIPCIO_TIPUS_EQUIPAMENT;NOM;NOM_CONTACTE;COGNOM1_CONTACTE;COGNOM2_CONTACTE;TELEFON;EMAIL;URL;SIGLA;NOM_CARRER;CODI_CARRER_INE;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;CIUTAT;CODI_CIUTAT;PROVINCIA;CODI_PROPVINCIA;PAIS;CODI_PAIS;UTMX;UTMY;LONGITUD;LATITUD;TIPO_UTM;ADREÇA_COMPLETA
262;COMERÇ I PROMOCIÓ ECONÒMICA;Mercats municipals;Mercat Centre;;;;93 377 03 63;mcentre@aj-cornella.cat;http://www.mercatcentre.com;Pl;de LLuís Companys;0807301368;s/n;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.07117;41.353016;;Pl de LLuís Companys s/n  
263;COMERÇ I PROMOCIÓ ECONÒMICA;Mercats municipals;Mercat Marsans;;;;93 376 65 57;mmarsans@aj-cornella.cat;http://www.mercatmarsans.com;Pl;de Marsans;0807301450;s/n;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.075271;41.361228;;Pl de Marsans s/n  
264;COMERÇ I PROMOCIÓ ECONÒMICA;Mercats municipals;Mercat Sant Ildefons;;;;93 376 36 98;msildefons@aj-cornella.cat;http://www.mercatsantildefons.com;Pl;de Sant Ildefons;0807301985;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.083331;41.362585;;Pl de Sant Ildefons s/n  
265;MEDI AMBIENT;Parcs i jardins;Parc de Can Mercader;;;;93 377 02 12;museumercader@aj-cornella.cat;http://www.cornella.cat/ca/ParcDeCanMercader.asp;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.085584;41.356711;;Ctra de l Hospitalet s/n  
267;MEDI AMBIENT;Parcs i jardins;Parc del Canal de la Infanta;;;;;;;Ctra;de Sant Joan Despí;0807300790;s/n;;;;;;B-03;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.062935;41.360721;;Ctra. de Sant Joan Despí s/n  
285;CULTURA, JOVENTUT I SOLIDARITAT;Centres cívics i culturals;Centre Social Almeda;;;;93 474 20 50;;;Av;de Sant Ferran;0807301960;37;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.08626;41.351887;;Av de Sant Ferran 37  
285;MITJANS DE COMUNICACIÓ;Punts públics de connexió a internet;Centre Social Almeda;;;;93 474 20 50;;;Av;de Sant Ferran;0807301960;37;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.08626;41.351887;;Av de Sant Ferran 37  
365;MITJANS DE COMUNICACIÓ;Punts públics de connexió a internet;Creu Roja Cornellà;;;;93 474 19 12;crcornella@creuroja.suport.org;http://www.cornella.cat/ca/AulesDestudi.asp;C;de Rubió i Ors;0807301900;27;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.068505;41.353809;;C/ de Rubió i Ors 27  
366;CULTURA, JOVENTUT I SOLIDARITAT;Aules Estudi Municipals;Aules d Estudi Municipals Centre Cultural Joan N. García-Nieto;;;;93 376 35 61;trailer@aj-cornella.cat;http://www.cornella.cat/ca/AulesDestudi.asp;C;de Mossèn Andreu;0807301520;13-19;;;3;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0783472061157227;41.36091456240479;;C/ de Mossèn Andreu 13-19 3 
367;CULTURA, JOVENTUT I SOLIDARITAT;Biblioteques;Biblioteca Central de Cornellà (BCC);;;;93 376 01 11;b.cornella.c@diba.cat;http://www.cornella.cat/biblioteques/ca/index.asp;C;de Mossèn Andreu;0807301520;15;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0783472061157227;41.36091456240479;;C/ de Mossèn Andreu 15  
367;MITJANS DE COMUNICACIÓ;Punts públics de connexió a internet;Biblioteca Central de Cornellà (BCC);;;;93 376 01 11;b.cornella.c@diba.cat;http://www.cornella.cat/biblioteques/ca/index.asp;C;de Mossèn Andreu;0807301520;15;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0783472061157227;41.36091456240479;;C/ de Mossèn Andreu 15  
368;CULTURA, JOVENTUT I SOLIDARITAT;Biblioteques;Biblioteca Marta Mata (BMM);;;;93 480 06 02;b.cornella.mmg@diba.cat;http://www.cornella.cat/biblioteques/ca/index.asp;C;de Rubió i Ors;0807301900;184;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0709228515625;41.35255536777497;;C/ de Rubió i Ors 184  
368;MITJANS DE COMUNICACIÓ;Punts públics de connexió a internet;Biblioteca Marta Mata (BMM);;;;93 480 06 02;b.cornella.mmg@diba.cat;http://www.cornella.cat/biblioteques/ca/index.asp;C;de Rubió i Ors;0807301900;184;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0709228515625;41.35255536777497;;C/ de Rubió i Ors 184  
370;INSTAL·LACIONS ESPORTIVES;Camps de futbol i estadi;Camp de futbol Almeda;;;;93 597 14 45;cdalmedaef@gmail.com;http://www.cdalmeda.com;C;del Silici;0807302055;s/n;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.090755;41.356087;;C/ del Silici s/n  
371;INSTAL·LACIONS ESPORTIVES;Camps de futbol i estadi;Camp de futbol Fontsanta-Fatjó;;;;93 475 11 45;;http://www.cdfontsantafatjo.com;Ctra;de Sant Joan Despí;0807300790;s/n;;;;;;B-04;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.062034;41.360713;;Ctra de Sant Joan Despí s/n  
372;INSTAL·LACIONS ESPORTIVES;Camps de futbol i estadi;Camp de futbol Sant Ildefons;;;;93 597 14 04;infosani@uesantildefons.com;http://www.uesantildefons.com;Av;de Salvador Allende;0807302190;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.087461;41.363664;;Av de Salvador Allende s/n  
373;INSTAL·LACIONS ESPORTIVES;Camps de futbol i estadi;Camp de futbol Municipal de Cornellà;;;;93 474 10 63;;http://www.uecornella.cat;C;del Sorral del Riu;0807302080;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.072988;41.348238;;C/ del Sorral del Riu s/n  
374;CULTURA, JOVENTUT I SOLIDARITAT;Centres cívics i culturals;Centre Cultural Joan N. García-Nieto;;;;93 376 20 11;ccgavarra@aj-cornella.cat;http://www.cornella.cat/ca/directoricultura.asp#civics;C;de Mossèn Andreu;0807301520;13-19;;;4;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0783472061157227;41.36091456240479;;C/ de Mossèn Andreu 13-19 4 
375;CULTURA, JOVENTUT I SOLIDARITAT;Centres cívics i culturals;Centre Cívic Sant Ildefons;;;;93 375 63 29;ccsildefons@aj-cornella.cat;http://www.cornella.cat/ca/directoricultura.asp#civics;C;de la Gerdera;0807300870;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.084451913833618;41.36216875162916;;C/ de la Gerdera s/n  
375;MITJANS DE COMUNICACIÓ;Punts públics de connexió a internet;Centre Cívic Sant Ildefons;;;;93 375 63 29;ccsildefons@aj-cornella.cat;http://www.cornella.cat/ca/directoricultura.asp#civics;C;de la Gerdera;0807300870;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.084451913833618;41.36216875162916;;C/ de la Gerdera s/n  
378;CULTURA, JOVENTUT I SOLIDARITAT;Equipaments juvenils;Centre CRAJ, Centre de Recursos Juvenils i Associatius;;;;93 376 36 93;craj@aj-cornella.cat;http://www.cornella.cat/ca/Craj.asp;C;de Mossèn Andreu;0807301520;17;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.078449;41.36109;;C/ de Mossèn Andreu 17  
379;CULTURA, JOVENTUT I SOLIDARITAT;Equipaments juvenils;Trailer, Servei d Informació Jove;;;;93 376 35 61;trailer@aj-cornella.cat;http://www.cornella.cat/ca/Trailer.asp;C;de Mossèn Andreu;0807301520;17;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.078449;41.36109;;C/ de Mossèn Andreu 17  
380;INSTAL·LACIONS ESPORTIVES;Pavellons i complexos esportius;Complex Parc Esportiu Llobregat (PELL);;;;93 475 35 77;info@parcesportiullobregat.com;http://www.parcesportiullobregat.com/ ;Av;del Baix Llobregat;0807300248;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.072242;41.349028;;Av del Baix Llobregat s/n  
381;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Caní Ensinistrament Camp de les Aigües;;;;;apropteuonline@aj-cornella.cat;;Av;del Baix Llobregat;0807300248;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.063568;41.35355;;Av. del Baix Llobregat s/n  
382;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Caní Ensinistrament Parc de Can Mercader;;;;;apropteuonline@aj-cornella.cat;;C;de Mossèn Andreu;0807301520;100;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.084844;41.358495;;Ctra. de l Hospitalet 100  
383;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Esportiu Camp de les Aigües;;;;;apropteuonline@aj-cornella.cat;;C;de Mossèn Andreu;0807301520;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.064786;41.353506;;Av. del Baix Llobregat s/n  
384;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Esportiu Almeda la Vella;;;;;apropteuonline@aj-cornella.cat;;Av;de Sant Ferran;0807301960;s/n;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.08626;41.351887;;Av de Sant Ferran s/n  
385;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Esportiu Passeig dels Ferrocarrils - c/Dolors Almeda;;;;;apropteuonline@aj-cornella.cat;;Pg;dels Ferrocarrils Catalans;0807300840;;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.085359;41.353312;;Pg dels Ferrocarrils Catalans   
