ID;NOM_CURT_ACTE;NOM_ACTE;ID_EQUIPAMENT;NOM_LLOC;ADREÇA_COMPLETA;SIGLA;CARRER;CODI_CARRER_INE;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;CIUTAT;UTMX;UTMY;LONGITUD;LATITUD;TELEFON;EMAIL;URL;DATA_HORA_INICI_ACTE;DATA_HORA_FINAL_ACTE;DATA_HORA_PROPER_ACTE;TIPUS_ACTE_1;TIPUS_ACTE_2;TIPUS_ACTE_3;TIPUS_ACTE_4;TIPUS_ACTE_5;TIPUS_ACTE_6;TIPUS_ACTE_NORMALITZAT;ESTAT;RESPONSABLE;GRATUIT;PREU;OBSERVACIONS;CICLE
30084;Contes de Castanyada;Contes de Castanyada;443;Orfeó Catalònia;C de Torras i Bages 62  ;C;de Torras i Bages;0807302130;62;;;;;;B-07;08940;CORNELLA DE LLOBREGAT;;;2.074369;41.365305;933765258;secretariaorfeo@gmail.com;;20171031220000;20171031235900;;Cultural;;;;;;;Confirmat;ORFEÓ CATALONIA;;; Las travesuras de eros , contes eròtics per a adults amb l actriu argentina Sandra Rossi. Contes com La gelosia de Quim Monzó, El discreto encanto del liguero de Daniel Samper Pizano, El fantasma galante de Pedro Zarraluki o Atravesada por Eros, escrit per la mateixa Rossi seran el punt de partida d una sessió elegant i sorprenent dirigida als adults.   Preu d entrada: 5 euros Socis de l Orfeó: 3 euros Més informació i venda d entrades al T.93 376 52 58 o al mail secretariaorfeo@gmail.com;
30095;Sunny Trio en concert;Sunny Trio en concert;443;Orfeó Catalònia;C de Torras i Bages 62  ;C;de Torras i Bages;0807302130;62;;;;;;B-07;08940;CORNELLA DE LLOBREGAT;;;2.074369;41.365305;933765258;secretariaorfeo@gmail.com;;20171117220000;20171117233000;;Cultural;;;;;;;Confirmat;ORFEÓ CATALONIA;;;El trio format per Àlvar Monfort (trompeta), Carles Gutiérrez (guitarra) i  Jordi Mestres (contrabaix) compleix deu anys combinant composicions originals amb temes d influència llatina i brasilera des del format de trio jazzístic i amb la senzillesa com a bandera. Preu d entrada: 5 euros Socis de l Orfeó: 3 euros Més informació i venda d entrades al T.93 376 52 58 o al mail secretariaorfeo@gmail.com;
30097;Los Solistas de Volgogrado;Los Solistas de Volgogrado;443;Orfeó Catalònia;C de Torras i Bages 62  ;C;de Torras i Bages;0807302130;62;;;;;;B-07;08940;CORNELLA DE LLOBREGAT;;;2.074369;41.365305;933765258;secretariaorfeo@gmail.com;;20171222220000;20171222233000;;Cultural;;;;;;;Confirmat;ORFEÓ CATALONIA;;;Los Solistas de Volgogrado oferiran un concert únic seguint la tradició vienesa del Concert de Nadal, aquests virtuosos dignes hereus de l escola russa han passejat el seu art pels escenaris més importants del món. Tocaran clàssics populars del nadal com Strauss, Vivaldi, Pachelbel, Albinoni, Bach, etc...  Preu d entrada: 5 euros Socis de l Orfeó: 3 euros Més informació i venda d entrades al T.93 376 52 58 o al mail secretariaorfeo@gmail.com;
30660;XXI Trobada de Cors Nadalencs  Memorial Francisco Guzmán  Cornellà 2017;XXI Trobada de Cors Nadalencs  Memorial Francisco Guzmán  Cornellà 2017;442;Auditori de Cornellà;C d Albert Einstein 51  ;C;d Albert Einstein;0807300065;51;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.081533;41.349190;933752716;jaruiz@draft.cat;;20171223210000;20171223233000;;Cultural;Juvenil;Gent gran;Familiar;;;;Confirmat;COORD. DE ENTIDADES FLAMENCAS Y ANDALUZAS DE CORNELLA;;Gratuït (aforament limitat);;
31971;LA GRAN XXVII DIADA CASTELLERA- FESTA VIKINGA. Del 27 d Octubre al 25 de Novembre;LA GRAN XXVII DIADA CASTELLERA- FESTA VIKINGA. Del 27 d Octubre al 25 de Novembre;0;PTGE de la Plàsmica;Ptge de la Plàsmica   ;Ptge;de la Plàsmica;0807301670;;;;;;;B-07;08940;CORNELLA DE LLOBREGAT;;;2.071245;41.361047;635885712;colla@castellerscornella.org;;20171027000000;20171125000000;;Cultural;Familiar;;;;;;Confirmat;CASTELLERS DE CORNELLA;;;Diferents activitats preparades per a la gran XXVII Diada Castellera. Gran festa Vikinga!;
32002;XXVII Vigília de Diada Castellera;XXVII Vigília de Diada Castellera;0;PL de l Església;Pl de l Església   ;Pl;de l Església;0807300530;;;;;;;B-02;08940;CORNELLA DE LLOBREGAT;;;2.070523;41.355747;635885712;colla@castellerscornella.org;http://www.castellersdecornella.com/;20171104180000;20171104200000;;Cultural;Familiar;;;;;;Confirmat;CASTELLERS DE CORNELLA;;;Escalfem motors per a la Diada Castellera de diumenge. ;
32003;XXVVII Diada Castellera;XXVVII Diada Castellera;0;PL de l Església;Pl de l Església   ;Pl;de l Església;0807300530;;;;;;;B-02;08940;CORNELLA DE LLOBREGAT;;;2.070523;41.355747;635885712;colla@castellerscornella.org;http://www.castellersdecornella.com/;20171105113000;20171105133000;;Familiar;Cultural;;;;;;Confirmat;CASTELLERS DE CORNELLA;;;Prepara t per passar una jornada castellera a la plaça de l Església a les 11.30 h, on caldrà que tots i totes hi doneu un cop de mà per fer una gran pinya i donar suport als Castellers de Cornellà. Prèviament actuaran dues colles convidades: els Xics de Granollers i els Castellers de Sant Feliu.;
28727;XXII Concurs de Narrativa Dones Àrtemis;XXII Concurs de Narrativa Dones Àrtemis;0;Espai ciutat;Espai ciutat   ;;Espai ciutat;;;;;;;;;08940;CORNELLA DE LLOBREGAT;;;;;666901892;clarabgl@gmail.com;;20170619000000;20171106000000;;La Dona;Cultural;;;;;;Confirmat;ASSOCIACIÓ DE DONES ÀRTEMIS;;;Aquest concurs és adreçat a DONES. El tema és LLIURE i els relats poden estar escrits en català o en castellà. Es valorarà la creació literària, imaginativa i innovadora. Els treballs es trametran a : ‘Dones Àrtemis’ XXII Concurs de Narrativa 2017. Apartat de correus 160 - 08940 Cornellà de Llobregat.;
28349;Auxiliar d hoteleria: cuina i serveis de restauració;Auxiliar d hoteleria: cuina i serveis de restauració;0;C/ d Ignasi Iglesias;C d Ignasi Iglesias 7  ;C;d Ignasi Iglesias;0807300990;7;;;;;;B-07;08940;CORNELLA DE LLOBREGAT;;;2.0715545;41.3617817;933773307;fundacio@lacarena.org;http://lacarena.org/ ;20170925000000;20180629000000;;Mapa capacitació;;;;;;;Confirmat;FUNDACIÓ PER A JOVES LA CARENA DE CORNELLÀ;;;Taller d hostaleria situat a la Ctra. d Esplugues 240, baixos;
28350;Auxiliar en comerç i atenció al públic;Auxiliar en comerç i atenció al públic;0;C/ d Ignasi Iglesias;C d Ignasi Iglesias 7  ;C;d Ignasi Iglesias;0807300990;7;;;;;;B-07;08940;CORNELLA DE LLOBREGAT;;;2.0715545;41.3617817;933773307;fundacio@lacarena.org;http://lacarena.org/;20170925000000;20180629000000;;Mapa capacitació;;;;;;;Confirmat;FUNDACIÓ PER A JOVES LA CARENA DE CORNELLÀ;;;;
31930;5a edició del QuintoTapa Cornellà;5a edició del QuintoTapa Cornellà;0;AV del Parc;Av del Parc   ;Av;del Parc;0807301640;;;;;;;B-05;08940;CORNELLA DE LLOBREGAT;;;2.075483;41.35961;933770212;;http://www.agtbaix.cat/;20171026090000;20171112200000;;Social;;;;;;;Confirmat;AJUNTAMENT DE CORNELLÀ;;;Torna el QuintoTapa del 26 d’octubre al 12 de novembre, que arriba a la 5a edició. Enguany participaran 20 bars i restaurants de Cornellà, amb una aposta pel producte fresc i de proximitat del Parc Agrari del Baix Llobregat. Els bars i restaurants que enguany hi participaran, tornaran a oferir la tapa Km0 (de 3 €) amb producte local i de temporada, i la tapa especialitat de la casa (de 2,5 €) amb un Quinto Moritz. La ruta torna a dividir Cornellà en dues zones i utilitzant el Tapaport hi podreu optar a diferents premis.;
28615;Curs formació DEA - Creu Roja Cornellà;Curs formació DEA - Creu Roja Cornellà;365;Creu Roja Cornellà;C de Rubió i Ors 27  ;C;de Rubió i Ors;0807301900;27;;;;;;B-02;08940;CORNELLA DE LLOBREGAT;;;2.068505;41.353809;933770212;;;20171111090000;20171111150000;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Per fer les inscripcions enviar email a arojo@aj-cornella.cat;
28898;UE Cornellà A vs Sabadell FC C.E. A / Segona divisió nacional B;UE Cornellà A vs Sabadell FC C.E. A / Segona divisió nacional B;373;Camp de futbol Municipal de Cornellà;C del Sorral del Riu s/n  ;C;del Sorral del Riu;0807302080;s/n;;;;;;B-08;08940;CORNELLA DE LLOBREGAT;;;2.072988;41.348238;933770212;;;20171105180000;20171105200000;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
28915;UE Sant Ildefons A vs Viladecans UD A / Primera catalana;UE Sant Ildefons A vs Viladecans UD A / Primera catalana;372;Camp de futbol Sant Ildefons;Av de Salvador Allende s/n  ;Av;de Salvador Allende;0807302190;s/n;;;;;;B-09;08940;CORNELLA DE LLOBREGAT;;;2.087461;41.363664;933770212;;;20171105170000;20171105190000;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
28933;UE Cornellà A vs CD Manacor A / Juvenil divisió d honor;UE Cornellà A vs CD Manacor A / Juvenil divisió d honor;373;Camp de futbol Municipal de Cornellà;C del Sorral del Riu s/n  ;C;del Sorral del Riu;0807302080;s/n;;;;;;B-08;08940;CORNELLA DE LLOBREGAT;;;2.072988;41.348238;933770212;;;20171104161500;20171104174500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29023;UE Cornellà C vs Escola F. Gavà C. B / Infantil Preferent/ Futbol Federat;UE Cornellà C vs Escola F. Gavà C. B / Infantil Preferent/ Futbol Federat;373;Camp de futbol Municipal de Cornellà;C del Sorral del Riu s/n  ;C;del Sorral del Riu;0807302080;s/n;;;;;;B-08;08940;CORNELLA DE LLOBREGAT;;;2.072988;41.348238;933770212;;;20171104131500;20171104151500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29083;UE Sant Ildefons A vs AE Piera A / Infantil Preferent;UE Sant Ildefons A vs AE Piera A / Infantil Preferent;372;Camp de futbol Sant Ildefons;Av de Salvador Allende s/n  ;Av;de Salvador Allende;0807302190;s/n;;;;;;B-09;08940;CORNELLA DE LLOBREGAT;;;2.087461;41.363664;933770212;;;20171104151500;20171104170000;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29147;CD Fontsanta Fatjó A vs UE Sant Andreu A / Preferent Femení;CD Fontsanta Fatjó A vs UE Sant Andreu A / Preferent Femení;371;Camp de futbol Fontsanta-Fatjó;Ctra de Sant Joan Despí s/n  ;Ctra;de Sant Joan Despí;0807300790;s/n;;;;;;B-04;08940;CORNELLA DE LLOBREGAT;;;2.062034;41.360713;933770212;;;20171105173000;20171105193000;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29422;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;538;CAP Doctor Martí i Julià;Av del Baix Llobregat 13  ;Av;del Baix Llobregat;0807300248;13;;;;;;B-08;08940;CORNELLA DE LLOBREGAT;;;2.065477;41.353208;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171031090000;20171031101500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Rutes amb monitor amb l  objectiu de quantes més passes es facin millor! Es facilitaran podòmetres als participants.  Lloc: Asoc. Cult. Recreativa Peña Dominó San Ildefonso: Avda. Sant Ildefonso 1-5( part posterior);
29423;Nordik Walking/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Nordik Walking/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;434;Complex Aquàtic i Esportiu Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.086587;41.359207;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171031113000;20171031124500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29424;Dinamització Circuit Esportiu Parc Infanta/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Dinamització Circuit Esportiu Parc Infanta/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;267;Parc del Canal de la Infanta;Ctra de Sant Joan Despí s/n  ;Ctra;de Sant Joan Despí;0807300790;s/n;;;;;;B-03;08940;CORNELLA DE LLOBREGAT;;;2.062935;41.360721;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171102090000;20171102101500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29425;Nordik Walking/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Nordik Walking/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;434;Complex Aquàtic i Esportiu Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.086587;41.359207;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171102113000;20171102124500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29426;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;857;Parc de la Ribera;Av del Baix Llobregat 111  ;Av;del Baix Llobregat;0807300248;111;;;;;;B-08;08940;CORNELLA DE LLOBREGAT;;;2.077538;41.349093;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171102163000;20171102174500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Activitat Física per a la millora i prevenció d  estats d  ànims com estrès / Intensitat: Mitja- baixa. Sortida: Parc de Can Mercader( edifici del treball);
29427;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;537;CAP Sant Ildefons (Centre d atenció continuada);Av de la República Argentina 58  ;Av;de la República Argentina;0807301810;58;;;;;;B-09;08940;CORNELLA DE LLOBREGAT;;;2.084156;41.363053;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171103090000;20171103101500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Rutes amb monitor amb l  objectiu de quantes més passes es facin millor! Es facilitaran podòmetres als participants.  Lloc: Asoc. Cult. Recreativa Peña Dominó San Ildefonso: Avda. Sant Ildefonso 1-5( part posterior);
29428;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;267;Parc del Canal de la Infanta;Ctra de Sant Joan Despí s/n  ;Ctra;de Sant Joan Despí;0807300790;s/n;;;;;;B-03;08940;CORNELLA DE LLOBREGAT;;;2.062935;41.360721;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171103093000;20171103104500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Activitat Física per a la millora i prevenció d  estats d  ànims com estrès / Intensitat: Mitja- baixa. Sortida: Parc de Can Mercader( edifici del treball);
29429;Domina el Cos/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;Domina el Cos/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;0;AV de Sant Ildefons;Av de Sant Ildefons   ;Av;de Sant Ildefons;0807301980;;;;;;;B-09;08940;CORNELLA DE LLOBREGAT;;;2.082746;41.362678;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171103190000;20171103201500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Activitat física mitjançant moviments corporals seguint el ritme de la música adaptada a l  edat dels participants./ Intensitat: Mija- baixa. Lloc: Asoc. Cult. Recreativa Peña Dominó San Ildefonso: Avda. Sant Ildefonso 1-5( part posterior);
29430;Running Femení/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;Running Femení/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;0;C/ de Marcelino Menéndez Pelayo;C de Marcelino Menéndez Pelayo   ;C;de Marcelino Menéndez Pelayo;0807301490;;;;;;;B-02;08940;CORNELLA DE LLOBREGAT;;;2.072296;41.353924;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171103190000;20171103201500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Iniciació al món de la carrera per a grups de dones. Intentitat Mitja- baixa. Punt de trobada: Botiga J  Arribu;
29431;Masterclas Saludable Can Mercader/ Vine a Fer Esport Salut!/ Activitat gratuïta i sense inscripció;Masterclas Saludable Can Mercader/ Vine a Fer Esport Salut!/ Activitat gratuïta i sense inscripció;265;Parc de Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.085584;41.356711;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171104110000;20171104121500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
29432;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;265;Parc de Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.085584;41.356711;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171106093000;20171106104500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Activitat Física per a la millora i prevenció d  estats d  ànims com estrès / Intensitat: Mitja- baixa. Sortida: Parc de Can Mercader( edifici del treball);
29433;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Ànim 10 Can Mercader / Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;265;Parc de Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.085584;41.356711;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171106110000;20171106121500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Activitat Física per a la millora i prevenció d  estats d  ànims com estrès / Intensitat: Mitja- baixa. Sortida: Parc de Can Mercader( edifici del treball);
29434;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;265;Parc de Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.085584;41.356711;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171106163000;20171106174500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Rutes amb monitor amb l  objectiu de quantes més passes es facin millor! Es facilitaran podòmetres als participants.  Lloc: Asoc. Cult. Recreativa Peña Dominó San Ildefonso: Avda. Sant Ildefonso 1-5( part posterior);
29435;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;Passos a Mils  Can Mercader Colesterol/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia;538;CAP Doctor Martí i Julià;Av del Baix Llobregat 13  ;Av;del Baix Llobregat;0807300248;13;;;;;;B-08;08940;CORNELLA DE LLOBREGAT;;;2.065477;41.353208;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171107090000;20171107101500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;Rutes amb monitor amb l  objectiu de quantes més passes es facin millor! Es facilitaran podòmetres als participants.  Lloc: Asoc. Cult. Recreativa Peña Dominó San Ildefonso: Avda. Sant Ildefonso 1-5( part posterior);
29436;Nordik Walking/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;Nordik Walking/ Vine a fer Esport Salut/ Activitat gratuïta i sense inscripció prèvia ;434;Complex Aquàtic i Esportiu Can Mercader;Ctra de l Hospitalet s/n  ;Ctra;de l Hospitalet;0807300930;s/n;;;;;;B-01;08940;CORNELLA DE LLOBREGAT;;;2.086587;41.359207;933770212;;http://www.cornella.cat/ca/PAFES.asp;20171107113000;20171107124500;;Esportiva;;;;;;;Confirmat;DEPARTAMENT D ESPORTS;;;;
