CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUETAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;MARCA;NRE_VEHICLES
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;31;0;Iveco;2
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;31;0;M.a.n.;1
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;33;0;Iveco;1
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;57;0;Iveco;4
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;61;0;M.a.n.;1
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;63;0;;1
DESCONEGUT;Autobús;AUTOBUS                 ;;0;;65;0;;1
DESCONEGUT;Autobús;AUTOBUS                 ;   0;0;;61;0;;1
DESCONEGUT;Autobús;AUTOBUS                 ;   2;0;;33;0;M.a.n.;1
DESCONEGUT;Autobús;AUTOBUS                 ;   5;0;;57;0;;1
DESCONEGUT;Autobús;AUTOBUS                 ;   5;0;;73;0;Scania;1
DESCONEGUT;Autobús;AUTOBUS                 ;   6;0;;27;0;Iveco;1
DESCONEGUT;Autobús;AUTOBUS                 ;   7;0;;61;0;;1
DESCONEGUT;Autobús;AUTOBUS                 ;   7;0;;61;0;M.a.n.;1
DESCONEGUT;Autobús;AUTOBUS                 ;   8;0;;33;0;Iveco;1
DESCONEGUT;Autobús;AUTOBUS                 ;   8;0;;57;0;;4
DESCONEGUT;Autobús;AUTOBUS                 ;  -1;0;;61;0;;2
DESCONEGUT;Autobús;AUTOBUS                 ;  10;0;;54;0;Mercedes benz;1
DESCONEGUT;Autobús;AUTOBUS                 ;  16;0;;56;0;Volvo;1
DESCONEGUT;Autobús;AUTOBUS                 ;  31;0;;57;0;M.a.n.;1
DESCONEGUT;Camió;                        ;;0;;0;1675;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;321;Citroen;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;415;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;450;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;541;Iveco;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;689;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;790;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;800;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;920;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;950;Volkswagen;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;965;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1000;Ford;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1040;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1060;Ebro;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1065;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1110;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1320;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1355;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1585;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;1742;Ford;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;2080;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;2800;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;3370;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;3425;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;4005;Iveco;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;4450;Nissan;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;4455;;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;4880;Renault;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;7000;Ebro;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;7255;Ebro;1
DESCONEGUT;Camió;CAMION                  ;;0;;0;11000;Pegaso;1
DESCONEGUT;Camió;CAMION                  ;   0;0;;0;635;Renault;2
DESCONEGUT;Camió;CAMION                  ;   0;0;;0;644;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   0;0;;0;969;Renault;1
DESCONEGUT;Camió;CAMION                  ;   0;0;;0;978;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   1;0;;0;1573;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   2;0;;0;655;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   2;0;;0;810;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   2;0;;0;857;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   2;0;;0;3085;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   3;0;;0;610;Peugeot;3
DESCONEGUT;Camió;CAMION                  ;   3;0;;0;633;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   3;0;;0;660;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   3;0;;0;667;Renault;1
DESCONEGUT;Camió;CAMION                  ;   3;0;;0;710;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   3;0;;0;800;Peugeot;2
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;180;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;398;Ford;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;600;Fiat;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;610;Peugeot;4
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;625;Renault;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;667;Renault;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;725;Opel;3
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;785;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;816;Volkswagen;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;890;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;5640;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   4;0;;0;9120;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;405;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;450;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;525;Citroen;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;530;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;730;Fiat;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;780;Opel;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;985;Renault;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;1010;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;1450;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;2785;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;13205;Renault;1
DESCONEGUT;Camió;CAMION                  ;   5;0;;0;14825;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;439;Seat;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;493;Ford;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;545;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;625;Renault;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;743;;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;848;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;900;Renault;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;920;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;950;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;953;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;990;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;999;Renault;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;1075;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;1080;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;1525;Citroen;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;6700;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;8230;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   6;0;;0;13015;Renault;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;190;Renault;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;475;Citroen;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;480;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;535;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;565;Citroen;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;620;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;670;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;689;Nissan;2
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;905;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;1075;Volkswagen;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;1284;Ford;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;1403;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;1450;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;1890;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;2020;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;3800;M.a.n.;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;7070;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;11220;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;11950;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;12725;Renault;1
DESCONEGUT;Camió;CAMION                  ;   7;0;;0;15910;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;315;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;595;Opel;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;620;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;699;;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;830;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;880;Mitsubishi;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1040;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1115;Piaggio;2
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1330;Iveco;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1480;Peugeot;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1513;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1579;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;1621;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;2470;Renault;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;3500;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;4875;M.a.n.;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;7720;Renault;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;9350;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   8;0;;0;15645;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;550;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;592;Citroen;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;620;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;1065;Mitsubishi;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;1125;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;1225;Nissan;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;3500;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;3500;Volvo;1
DESCONEGUT;Camió;CAMION                  ;   9;0;;0;8430;Renault;1
DESCONEGUT;Camió;CAMION                  ;  -1;0;;0;510;;1
DESCONEGUT;Camió;CAMION                  ;  -1;0;;0;612;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  -1;0;;0;1420;;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;350;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;580;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;615;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;700;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;830;Renault;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;835;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;915;Piaggio;2
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;1023;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;1023;Renault;2
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;1160;Mitsubishi;1
DESCONEGUT;Camió;CAMION                  ;  10;0;;0;3410;Renault;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;730;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;925;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1105;Fiat;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1145;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1330;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1360;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1450;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1596;Renault;1
DESCONEGUT;Camió;CAMION                  ;  11;0;;0;1660;Renault;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;615;Citroen;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;645;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;695;Fiat;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;709;Opel;2
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;755;Piaggio;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;770;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;825;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;875;Volkswagen;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;880;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;1060;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;1225;Mitsubishi;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;1890;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;2090;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;3890;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;8475;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  12;0;;0;11460;M.a.n.;1
DESCONEGUT;Camió;CAMION                  ;  13;0;;0;1430;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  13;0;;0;4095;Renault;1
DESCONEGUT;Camió;CAMION                  ;  13;0;;0;8975;M.a.n.;1
DESCONEGUT;Camió;CAMION                  ;  13;0;;0;12045;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;  13;0;;0;14420;Daf;1
DESCONEGUT;Camió;CAMION                  ;  14;0;;0;850;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  14;0;;0;11270;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;  14;0;;0;25110;Mercedes benz;1
DESCONEGUT;Camió;CAMION                  ;  15;0;;0;855;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  16;0;;0;800;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  19;0;;0;995;Iveco;1
DESCONEGUT;Camió;CAMION                  ;  20;0;;0;395;Nissan;1
DESCONEGUT;Camió;CAMION                  ;  21;0;;0;945;Iveco;1
DESCONEGUT;Camió;CAMION ARTIC.FRIGORIFICO;  12;0;;0;4065;Iveco;1
DESCONEGUT;Camió;CAMION ARTICUL.CISTERNA ;   7;0;;0;8425;Iveco;1
DESCONEGUT;Camió;CAMION ARTICULADO GRUA  ;;0;;0;290;Iveco;1
DESCONEGUT;Camió;CAMION BASURERO         ;   7;0;;0;10510;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;520;Mercedes benz;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;630;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;680;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;900;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;950;Mercedes benz;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;1165;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;1295;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;1700;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;;0;;0;6900;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;   3;0;;0;325;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;   5;0;;0;1080;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;   5;0;;0;1410;Kia;1
DESCONEGUT;Camió;CAMION CAJA             ;   5;0;;0;1657;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;   6;0;;0;710;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;   6;0;;0;3500;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;   7;0;;0;755;Piaggio;4
DESCONEGUT;Camió;CAMION CAJA             ;   7;0;;0;850;Ford;1
DESCONEGUT;Camió;CAMION CAJA             ;   7;0;;0;1509;Kia;1
DESCONEGUT;Camió;CAMION CAJA             ;   9;0;;0;810;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;   9;0;;0;1135;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;   9;0;;0;6765;Volvo;1
DESCONEGUT;Camió;CAMION CAJA             ;  11;0;;0;840;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;  12;0;;0;720;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  12;0;;0;1120;Ford;1
DESCONEGUT;Camió;CAMION CAJA             ;  13;0;;0;1225;Mitsubishi;1
DESCONEGUT;Camió;CAMION CAJA             ;  13;0;;0;1375;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  13;0;;0;10260;M.a.n.;1
DESCONEGUT;Camió;CAMION CAJA             ;  14;0;;0;10915;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  15;0;;0;815;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;  15;0;;0;1215;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;  16;0;;0;9790;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  17;0;;0;535;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  17;0;;0;875;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  17;0;;0;7345;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  18;0;;0;885;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  18;0;;0;1030;Toyota;1
DESCONEGUT;Camió;CAMION CAJA             ;  18;0;;0;9315;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  19;0;;0;500;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;  20;0;;0;24931;Renault;1
DESCONEGUT;Camió;CAMION CAJA             ;  21;0;;0;965;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;  21;0;;0;1150;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  21;0;;0;7080;Mercedes benz;1
DESCONEGUT;Camió;CAMION CAJA             ;  24;0;;0;790;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  24;0;;0;1295;Iveco;1
DESCONEGUT;Camió;CAMION CAJA             ;  24;0;;0;1470;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  25;0;;0;3430;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  26;0;;0;1160;Nissan;1
DESCONEGUT;Camió;CAMION CAJA             ;  28;0;;0;965;Ebro;1
DESCONEGUT;Camió;CAMION CISTERNA         ;;0;;0;15080;Volvo;1
DESCONEGUT;Camió;CAMION CISTERNA         ;   6;0;;0;11162;Renault;1
DESCONEGUT;Camió;CAMION CISTERNA         ;  14;0;;0;10250;Mercedes benz;1
DESCONEGUT;Camió;CAMION FRIGORIFICO      ;;0;;0;800;Renault;1
DESCONEGUT;Camió;CAMION FRIGORIFICO      ;;0;;0;810;Mercedes benz;1
DESCONEGUT;Camió;CAMION FRIGORIFICO      ;;0;;0;935;Ford;1
DESCONEGUT;Camió;CAMION FRIGORIFICO      ;  11;0;;0;3095;Mercedes benz;1
DESCONEGUT;Camió;CAMION FURGON           ;;0;;0;592;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;;0;;0;610;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;;0;;0;760;Fiat;1
DESCONEGUT;Camió;CAMION FURGON           ;;0;;0;1657;Ford;1
DESCONEGUT;Camió;CAMION FURGON           ;   3;0;;0;600;Citroen;6
DESCONEGUT;Camió;CAMION FURGON           ;   3;0;;0;800;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;321;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;610;Citroen;7
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;610;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;730;Fiat;1
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;800;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;1200;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   4;0;;0;1265;Mercedes benz;1
DESCONEGUT;Camió;CAMION FURGON           ;   5;0;;0;470;Mercedes benz;1
DESCONEGUT;Camió;CAMION FURGON           ;   5;0;;0;525;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;   6;0;;0;545;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;   6;0;;0;599;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   6;0;;0;725;Opel;1
DESCONEGUT;Camió;CAMION FURGON           ;   7;0;;0;455;Nissan;1
DESCONEGUT;Camió;CAMION FURGON           ;   7;0;;0;780;Mercedes benz;1
DESCONEGUT;Camió;CAMION FURGON           ;   7;0;;0;1435;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   7;0;;0;1480;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;   7;0;;0;1495;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;   7;0;;0;1660;Mercedes benz;1
DESCONEGUT;Camió;CAMION FURGON           ;   8;0;;0;1110;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;   8;0;;0;1145;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;  10;0;;0;1023;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;  10;0;;0;1480;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;  11;0;;0;992;Mercedes benz;1
DESCONEGUT;Camió;CAMION FURGON           ;  11;0;;0;1636;Ford;1
DESCONEGUT;Camió;CAMION FURGON           ;  12;0;;0;800;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;  13;0;;0;575;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;  13;0;;0;600;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;  13;0;;0;625;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;  13;0;;0;907;Ford;1
DESCONEGUT;Camió;CAMION FURGON           ;  13;0;;0;1440;Iveco;1
DESCONEGUT;Camió;CAMION FURGON           ;  14;0;;0;490;Nissan;1
DESCONEGUT;Camió;CAMION FURGON           ;  14;0;;0;580;Fiat;1
DESCONEGUT;Camió;CAMION FURGON           ;  14;0;;0;1630;Peugeot;1
DESCONEGUT;Camió;CAMION FURGON           ;  15;0;;0;625;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;  16;0;;0;575;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;  17;0;;0;575;Renault;1
DESCONEGUT;Camió;CAMION FURGON           ;  21;0;;0;1500;Nissan;1
DESCONEGUT;Camió;CAMION FURGON           ;  21;0;;0;1680;Nissan;1
DESCONEGUT;Camió;CAMION FURGON           ;  22;0;;0;745;Nissan;2
DESCONEGUT;Camió;CAMION FURGON           ;  23;0;;0;1600;Nissan;1
DESCONEGUT;Camió;CAMION FURGON           ;  26;0;;0;1530;Citroen;1
DESCONEGUT;Camió;CAMION FURGON           ;  39;0;;0;4890;Ebro;1
DESCONEGUT;Camió;CAMION FURGON           ;  40;0;;0;990;Alfa romeo;1
DESCONEGUT;Camió;CAMION FURGON           ;  43;0;;0;950;Ebro;1
DESCONEGUT;Camió;CAMION ISOTERMO         ;;0;;0;875;Nissan;1
DESCONEGUT;Camió;CAMION ISOTERMO         ;   6;0;;0;400;Nissan;1
DESCONEGUT;Camió;CAMION ISOTERMO         ;  17;0;;0;1290;Mercedes benz;1
DESCONEGUT;Camió;CAMION ISOTERMO         ;  21;0;;0;1345;Mercedes benz;1
DESCONEGUT;Camió;CAMION MIXTO            ;  10;0;;0;9180;Mercedes benz;1
DESCONEGUT;Camió;CAMION MIXTO            ;  14;0;;0;750;Nissan;1
DESCONEGUT;Camió;CAMION PARA CANTERA     ;   7;0;;0;13545;M.a.n.;1
DESCONEGUT;Camió;CAMION PARA CANTERA     ;  13;0;;0;940;Mercedes benz;1
DESCONEGUT;Camió;CAMION PLATAFORMA       ;  23;0;;0;3350;Renault;1
DESCONEGUT;Camió;CAMION PLATAFORMA       ;  48;0;;0;4750;Ebro;1
DESCONEGUT;Camió;CAMION PORTACONTENEDORES;   4;0;;0;14260;Iveco;1
DESCONEGUT;Camió;CAMION PORTACONTENEDORES;  15;0;;0;14025;Iveco;1
DESCONEGUT;Camió;CAMION PORTACONTENEDORES;  18;0;;0;10850;Mercedes benz;1
DESCONEGUT;Camió;CAMION PORTAVEHICULOS   ;   2;0;;0;3494;M.a.n.;1
DESCONEGUT;Camió;CAMION PORTAVEHICULOS   ;   6;0;;0;1450;Nissan;1
DESCONEGUT;Camió;CAMION PORTAVEHICULOS   ;  16;0;;0;13330;Scania;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;553;Ford;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;554;Citroen;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;560;Suzuki;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;571;Ford;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;585;Citroen;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;592;Renault;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;600;Peugeot;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;620;Fiat;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;623;Citroen;2
DESCONEGUT;Camió;FURGONETA               ;;0;;0;624;Peugeot;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;625;Seat;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;641;Fiat;1
DESCONEGUT;Camió;FURGONETA               ;;0;;0;690;Renault;1
