url,identificador,locale,send,nombre,telefono,fax,correo-electronico,web,horario,descripcion,direccion,localizacion,categorias
"http://www.gijon.es/directorios/show/10338-direccion-del-area-de-gestion-clinica-de-salud-mental-de-gijon","10338","es","fecha-actualizacion2015-07-13 10:24:39 +0200","Dirección del Área de Gestión Clínica de salud mental de Gijón","985 389 288 Extensión 88466","985 399 501","mariajose.delacruz@sespa.es","Ambulatorio Dr Avelino Glez/ Pumarín - C/Orán, 18 - 3ª planta","43.528693 -5.677864","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/10337-utt-unidad-de-tratamiento-de-toxicomanias","10337","es","fecha-actualizacion2015-07-13 10:15:27 +0200","UTT - Unidad de Tratamiento de Toxicomanías","985 335 777","985 337 608","utt.cabuenes@sespa.princast.es","43.532799 -5.653965","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/10336-cms-ij-centro-de-salud-mental-infanto-juvenil","10336","es","fecha-actualizacion2015-07-13 10:12:41 +0200","CMS IJ - Centro de salud mental Infanto-Juvenil","985 356 305","985 354 918","saludmental.puertalavillaij@sespa.es","Ambulatorio Puerta La Villa - C/Donato Argüelles, 20 - 2ª planta","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/10335-csm-iv-centro-de-salud-mental-pumarin","10335","es","fecha-actualizacion2015-07-13 10:09:57 +0200","CSM IV - Centro de salud mental Pumarín","985 143 290","985 399 501","saludmental.pumarin@sespa.es","Ambulatorio Dr Avelino Glez/ Pumarín - C/Orán, 18 - 2ª planta","43.528693 -5.677864","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/10334-csm-iii-centro-de-salud-mental-el-coto","10334","es","fecha-actualizacion2015-07-13 09:52:47 +0200","CSM III - Centro de salud mental El Coto","985 366 122","985 332 822","saludmental.elcoto@sespa.es","Centro de Salud El Coto - C/Avelino González Mallada, s/n. - 1ª planta","43.532606 -5.648687","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/10333-csm-ii-centro-de-salud-mental-la-calzada","10333","es","fecha-actualizacion2015-07-14 11:12:41 +0200","CSM II - Centro de salud mental La Calzada","985 301 116","985 310 318","saludmental.lacalzada@sespa.es","43.53687 -5.700386","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/10332-csm-i-centro-de-salud-mental-puerta-la-villa","10332","es","fecha-actualizacion2015-07-13 10:17:18 +0200","CSM I- Centro de salud mental Puerta la Villa","985 342 005, 985 174 745","985 354 918","saludmental.puertalavilla@sespa.es","3ª planta","43.539079 -5.664455","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/1374-unidad-de-tratamiento-de-toxicomanias-de-gijon","1374","es","fecha-actualizacion2014-01-22 12:02:55 +0100","Unidad de Tratamiento de Toxicomanías de Gijón","985 335 777","985 337 608","Servicios:Tratamiento con metadona: desintoxicación con metadona, tratamiento a medio plazo, programa de internamiento con metadona.Intervación relacionadas con Salud Pública: analíticas, vacunaciones, etc...Tratamiento de des","C/Ramón y Cajal, 39 Bajo (El Coto)","43.532632 -5.653906","Centros de Salud Mental"
"http://www.gijon.es/directorios/show/1373-uhp-unidad-de-psiquiatria-de-jove","1373","es","fecha-actualizacion2015-07-13 10:21:35 +0200","UHP - Unidad de Psiquiatría de Jove","985 325 000 Extensión: 84250","985 179 701","psiquiatria@hospitaldejove.com","El Hospital de Jove es un centro perteneciente a una Fundación benéfico-privada sin ánimo de lucro que viene prestando asistencia sanitaria en la ciudad de Gijón, primero como Hospital de Caridad, y desde los años ochenta del siglo XX, en que el centro se transforma radicalmente, como un Hospital Comarcal más de la Red Hospitalaria Pública.","Avda. Eduardo Castro, s/n.","43.549746 -5.70029","Centros de Salud Mental, Sanidad"
"http://www.gijon.es/directorios/show/501-comunidad-terapeutica-somio-de-salud-mental","501","es","fecha-actualizacion2015-07-13 10:16:49 +0200","Comunidad Terapeútica Somió de Salud Mental","985 367 883","985 196 203","saludmental.ctsomio@sespa.princast.es","Camino de las Begoñas, 87 (Somió)","43.535405 -5.624115","Centros de Salud Mental, 2010, Gijón, Sanidad"
"http://www.gijon.es/directorios/show/343-consultorio-medico-vega-la-camocha","343","es","fecha-actualizacion2014-01-22 12:02:28 +0100","Consultorio Médico Vega - La Camocha","985 137 372","985 137 080","Lunes a Viernes: 8:00-15:00h.No tiene urgencias.","Camino del Cura, 11 (La Camocha)","43.492067 -5.650481","Centros de Salud Primaria, Centros de Salud Mental, 2010, Gijón, Salud"
"http://www.gijon.es/directorios/show/342-consultorio-medico-de-tremanes","342","es","fecha-actualizacion2014-01-22 12:02:28 +0100","Consultorio Médico de Tremañes","985 315 953","985 315 953","Lunes a Viernes: 8:00-15:00h.","No tiene urgencias.","Consultores Médico de Tremañes - Avda. de Los Campones, 86","43.530614 -5.696948","Centros de Salud Primaria, Centros de Salud Mental, 2010, Gijón, Salud"
"http://www.gijon.es/directorios/show/339-cti-montevil-centro-de-tratamiento-integral-montevil","339","es","fecha-actualizacion2015-07-13 10:19:43 +0200","CTI Montevil - Centro de Tratamiento Integral Montevil","985 142 483","985 142 898","saludmental.montevil@sespa.princast.es","C/Álava, 67, ESQ. Les Cigarreres. - C/Álava, s/n.","43.521308 -5.680868","Centros de Salud Mental, 2010, Gijón, Sanidad"
