url,identificador,locale,send,foto,nombre,telefono,fax,correo-electronico,web,horario,descripcion,direccion,localizacion,categorias
"http://www.gijon.es/directorios/show/9738-fausto-regalos-artesanos","9738","es","fecha-actualizacion2015-02-16 13:26:40 +0100","http://www.gijon.es/data/images/f0/f5/57686/200x267_v1_fausto.gif","Fausto Regalos Artesanos","+34 985 340 372","emiliogpm@hotmail.com","<a title="Ir a " rel="external">Fausto Artesanias</a>","Cuentan con cerámica popular, típica asturiana y de diversos lugares de España; principalmente, están especializados en mitología asturiana. Disponen de multitud de artículos de regalo de todo tipo como jarrones, figuras, bandejas, muñecos, cajas, lámparas, menaje de hogar, relojes y un sinfín de bisutería entre un mundo de cientos de regalos.<br/><br/><h4 style="font-weight: bold;">Descuento del 10% con la tarjeta turística Gijón Card</h4>","C/ Libertad, 14","43.540896 -5.664369","Artesanía, Gijón card. Tarjeta turística, Gijón Card, Turismo"
"http://www.gijon.es/directorios/show/9367-lasalita","9367","es","fecha-actualizacion2015-02-16 14:59:13 +0100","http://www.gijon.es/data/images/f0/f4/42344/180x169_v1_lasalita%27.JPG","LaSalita","663 525 422","info@lasalita.org","http://www.lasalita.org/","LaSalita nace en 2011 como una propuesta de acercamiento más asequible y directo entre la ciudad de Gijón y sus creadores huyendo del tópico del artista solitario ensimismado en su estudio. <br/><br/>Se define como un espacio independiente para la experimentación artística y está dirigida por un grupo de jóvenes artistas y diseñadores.<br/><br/>El espacio, situado en el centro de la ciudad, en la Calle Manuel Llaneza nº 44 ofrece una sala de 25 m2 para dar rienda suelta a diversos proyectos artísticos; así como un taller de 45 m2 lugar de experimentación, desarrollo y aprendizaje que a su vez sirve como estudio de algunos de los integrantes del colectivo.","C/ Manuel Llaneza, 44","43.535332 -5.664571","Sala de Exposiciones, Artesanía, Cursos y Talleres, Turismo, Gijón, Cultura y Ocio, Turismo"
"http://www.gijon.es/directorios/show/8360-acebache-llantones-cb","8360","es","fecha-actualizacion2015-02-18 12:48:56 +0100","http://www.gijon.es/data/images/f0/f2/27471/169x241_v1_acebache.jpg","Acebache Llantones CB","985 167 590 / 653 615 121","acebache_llantones@msn.com","http://www.acebache.com/","<div style="text-align: justify;">Tallado artesanal de azabache con monturas de plata y oro. Piezas tradicionales asturianas (cigües, hórreos, trísqueles, collares ...). Diseños originales de joyería con incrustaciones de malaquita y marfil.<br/></div><p style="text-align: justify;">Se dedican a la venta directa de sus productos, realizando tambien trabajos por encargo para convenciones, bodas, regalos de empresa, etc.</p><div style="text-align: justify;">Su trabajo consiste en la creación y elaboración de diseños propios asi como piezas tradicionales y buscan dar otra visión a la joyería en azabache con sus diseños.</div>","Camín de la redonda, 776<span style="font-weight: bold;">.</span> 33390. Leorio","43.491075 -5.692927","Artesanía, Turismo-Comercio, Turismo"
"http://www.gijon.es/directorios/show/7820-modelos-astur-s-l","7820","es","fecha-actualizacion2015-02-18 15:01:01 +0100","http://www.gijon.es/data/images/f0/f2/27019/169x253_v1_ModelosFelgueres.jpg","Modelos Astur S.L.","985 322 245","985 322 245","http://www.modelos-astursl.com/","De 8:00h. a 14:00h. y de 16:00h. a 20:00h.","<div style="text-align: justify;">Artesanía en bronce. Modelos de fundición para todo tipo de material. Placas, rótulos, trofeos, esculturas, bustos, medallones, anagramas y otras realizaciones. Se hacen reproducciones y trabajos en serie. Trabajos con materiales de bronce, madera, resina, aluminio, hierro.</div>","C/ Isaac Peral, 43 (Pol. Mora Garay)","43.530104 -5.687107","Artesanía, Turismo"
"http://www.gijon.es/directorios/show/7816-marco-antonio-cantero","7816","es","fecha-actualizacion2015-02-16 15:06:30 +0100","http://www.gijon.es/data/images/f0/f2/27017/169x186_v1_MarcoAntonio-Cantero.jpg","Marco Antonio - Cantero","608 528 664","<div style="text-align: justify;">Artesano cantero. Realización de todo tipo de trabajos en piedra natural, labrado de piedra, rehabilitaciones, restauraciones y obras similares de cantería. Muros, cierres de fincas, revestimientos de casas, pegollos, escudos de asturias</div>","Almacenes, 8 - 3º Dcha","43.541872 -5.666684","Artesanía, Turismo"
"http://www.gijon.es/directorios/show/7808-cartivana","7808","es","fecha-actualizacion2015-02-16 12:56:50 +0100","http://www.gijon.es/data/images/f0/f2/27010/169x253_v1_Cartivana.jpg","Cartivana","985 16 51 76","cartivana@inicia.es","<div style="text-align: justify;">Taller de encuadernación manual. Se trabaja con todo tipo de libros, cajas de protección, maletines, álbumes de fotos y carpetería. En telas, piel, papeles de calidad, papeles hechos a mano, telas plásticas.<br/><br/></div>","C/ Marcelino González, 12-14","43.534795 -5.670375","Artesanía, Turismo"
"http://www.gijon.es/directorios/show/7804-beatriz-corredoira","7804","es","fecha-actualizacion2015-02-16 12:49:51 +0100","http://www.gijon.es/data/images/f0/f2/27009/169x133_v1_BeatrizCorredoria.jpg","Beatriz Corredoira","620 407 925","<div style="text-align: justify;">Trabajos y realizaciones de grabado y estampación. Estampa hecha con las técnicas de calcografía (grabado en metal), serigrafía (pantalla de nylon), litografía (grabado en piedra y plancha litográfica) y xilografía (grabado en madera), venta de obra gráfica, impresión, marcalibros y carpetas.<br/><br/></div>","Almacenes, 8 - Dcha, 33206 Gijón.","43.54195 -5.666706","Artesanía, Turismo"
"http://www.gijon.es/directorios/show/7800-de-antiguo","7800","es","fecha-actualizacion2015-02-16 13:07:12 +0100","http://www.gijon.es/data/images/f0/f2/27011/169x227_v1_DeAntiguo.jpg","De Antiguo","985 343 085","Reproducción de pintura antiguasobre madera; cepillado, cortado y tallada de la madera envejecida. preparación de los estucos y de la pintura; dorados con pan de oro.<br/><br/>Envejecidos naturales y otros tipos. Iconos medievales, dípticos, trípticos y murales en madera de nogal, castaño, abeto, pino, cerezo, etc.","C/ Antonio Cabanilles, 16 - Bajo Dcha","43.533609 -5.658718","Artesanía, Turismo"
"http://www.gijon.es/directorios/show/7796-la-cana-no-perdona","7796","es","fecha-actualizacion2015-02-16 14:56:59 +0100","http://www.gijon.es/data/images/f0/f2/27144/169x217_v1_cana.jpg","La Caña no Perdona","985 138 673 / 620 056 838","loloafoto@yahoo.es","<div style="text-align: justify;">Creaciones de bambú y madera con accesorios de latón y alpaca. Tales como: juegos de escritorio, escribanías, plumas, bolígrafos, cofres, lámparas, didjeridus, palos de lluvia, arcos y muebles para discos compactos y DVD.</div>","Camín del Lugarín, 20 - 33391 Santa Eulalia de Baldornón","43.471675 -5.622675","Turismo, Artesanía"
"http://www.gijon.es/directorios/show/7792-repnaval","7792","es","fecha-actualizacion2015-02-18 15:19:15 +0100","http://www.gijon.es/data/images/f0/f2/27022/169x133_v1_Repnaval.jpg","Repnaval","985 32 58 10 / 985 34 03 43","985 300 283","repnaval@repnaval.es","http://www.repnaval.es/","De 9.30h. a 13:00h. y de 16:30h. a 20:00h.","Artesanos especialistas en aparejos de pesca. Construcción artesanal de señuelos para curicam. Anzuelos de todo tipo hechos con vinilo, plomo, rafia, acero y otros materiales.<br/><br/>Caceas para la pesca del bonito, anzuelos empatados. Especialidad en palangres y caceas para pesca profesional.<br/><br/><h4 style="font-weight: bold;">Descuento del 10% en pesca deportiva y moda náutica con la tarjeta turística Gijón Card</h4>","C/ Lucero, 20 y C/ Instituto, 2","43.540857 -5.693147","Artesanía, Gijón card. Tarjeta turística, Gijón Card, Turismo"
"http://www.gijon.es/directorios/show/7788-vezos-y-costumes-textil","7788","es","fecha-actualizacion2014-01-22 12:05:36 +0100","http://www.gijon.es/data/images/f0/f2/27025/171x256_v1_VezosyCostumes-Textil.jpg","Vezos y Costumes - Textil","985 357 580 / 607 488 573","985 357 580","vezos@telecable.es","http://www.vezosycostumes.com/","De 10:00h a 13:30h. y de 16:00h. a 19:30h.","<div style="text-align: justify;">Indumentaria tradicional asturiana. Confección de trajes tradicionales asturianos. Reproducciones de auténticos modelos antiguos hechos con telas de paño, estameñas de lana, lino, damascos, terciopelos y otros textiles originales de los trajes del pais.</div>","Álvaro de Albornoz, 13 - Bajo Dcha, 33207 Gijón","43.537144 -5.66692","Artesanía, Turismo"
