titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"Ayudas a estudiantes en situaciones económicas de urgente necesidad, curso 2013-14 Universidad de Oviedo","Becas y ayudas al estudio","Universidad de Oviedo","Hasta el jueves, 29 de mayo","Ayudas destinadas a financiar el importe de los precios públicos en primera matrícula para estudiantes matriculados en estudios oficiales de grado, primer y segundo ciclo y másteres universitarios impartidos en centros de la Universidad de Oviedo durante el curso 2013-14, excluido doctorado.<br/><strong>Criterios de valoracion</strong>:<br/>—Fallecimiento del sustentador principal de la familia.<br/>— Sustentador principal de la familia en situación de incapacidad total o absoluta.<br/>— Desempleo o expediente de regulación de empleo del sustentador principal de la familia.<br/>— Enfermedad grave o accidente grave de algún miembro de la unidad familiar.<br/>— Víctimas de la violencia de género o del terrorismo.<br/>— Cualquier otra circunstancia que a juicio de la comisión de valoración constituya una situación de urgente necesidad.","Convocatoria:<a href="https://sede.asturias.es/bopa/2014/05/14/2014-08355.pdf" title="Ir a https://sede.asturias.es/bopa/2014/05/14/2014-08355.pdf"> BOPA 14-05-2014</a>. <a href="https://sede.asturias.es/bopa/2014/05/14/2014-08356.pdf" title="Ir a https://sede.asturias.es/bopa/2014/05/14/2014-08356.pdf">Bases generales</a>","<em>Registro Auxiliar del Campus de Gijón (Servicio del Campus de Gijón. Edificio Sur, planta baja. 33203 Gijón).</em>","",""
"15 ayudas de formación para estudiantes del Máster Oficial Universitario en Derecho Constitucional","Becas y ayudas al estudio","Ministerio de la Presidencia","23/06/2014","Son 15 ayudas para realizar el Máster Oficial en Derecho Constitucional durante el curso 2014/2015. Los solicitantes deben estar en posesión del título de licenciado o grado, salvo que estén pendientes de las notas correspondientes","<a href="http://www.boe.es/boe/dias/2014/05/29/pdfs/BOE-A-2014-5627.pdf" title="Ir a http://www.boe.es/boe/dias/2014/05/29/pdfs/BOE-A-2014-5627.pdf" rel="external">BOE de 29/05/2014</a>","Registro General del CEPC. Plaza de la Marina Española, 9, 28071, Madrid.   914 22 89 65/914 22 89 04","<a href="mailto:cepc@cepc.es" title="Enviar correo electrónico a cepc@cepc.es">cepc@cepc.es</a>","<a href="http://www.cepc.gob.es" title="Ir a www.cepc.gob.es" rel="external">www.cepc.gob.es</a>"
"Becas para asistencia a los cursos de verano en las sedes de la Universidad Internacional Menéndez Pelayo 2014","Becas y ayudas al estudio","Universidad Internacional Menéndez Pelayo","Varios","Máximo de 750 becas de matrícula y de 750 becas completas  <p><strong>En el caso de los que se imparten en Santander</strong> (único centro con beca completa: matrícula y alojamiento)</p> <p>• Hasta el<strong> 23 de junio</strong> para los que comiencen a partir del día 4 de agosto.</p> <p>•Hasta el <strong>2 de junio</strong> para los que comiencen entre el 7 de julio y el 1 de agosto.</p> <p>• Hasta el <strong>19 de mayo</strong> para los cursos que comiencen antes del 7 de julio.<br/>• Hasta un mes antes del comienzo del curso que se solicita</p> <p>Actividades formativas en Valencia, Sevilla, Pirineos, Cuenca y Santander. Podrán solicitar beca completa quienes estén matriculados en el curso académico 2013/2014 en Grado, Máster o Doctor en una Universidad española, o en cualquier otro estudio que equivalga a ellos. El criterio para la ordenación de los solicitantes y adjudicación de las becas completas y de matrícula vendrá determinado por la nota media del expediente académico universitario del solicitante. Las solicitudes se cursarán telemáticamente a través de la página web de la Universidad <a title="Ir a http://www.uimp.es/" href="http://www.uimp.es/" rel="external">(<u>www.uimp.es</u>),</a> mediante el formulario disponible en dicho sitio web. </p>","","","","Bases en <a title="Ir a http://www.boe.es/boe/dias/2014/05/08/pdfs/BOE-A-2014-4843.pdf" href="http://www.boe.es/boe/dias/2014/05/08/pdfs/BOE-A-2014-4843.pdf" rel="external">BOE 08/05/2014</a>"
"29 Becas de formación de postgrado relacionadas con las actividades de la Agencia Estatal de Meteorología para 2015/2016","Becas y ayudas al estudio","Ministerio de Agricultura, Alimentación y Medio Ambiente","27/06/2014","Becas dirigidas a personas que esten en posesión del título de licenciado, ingeniero, arquitecto o grado. La duración es de 2 años, prorrogable hasta 24 meses. Dotación: 1.150 € al mes.","<a href="http://www.boe.es/boe/dias/2014/06/12/pdfs/BOE-A-2014-6230.pdf" title="Ir a www.boe.es/boe/dias/2014/06/12/pdfs/BOE-A-2014-6230.pdf" rel="external">BOE 12/06/2014</a>","Registro Gral. Agencia Estatal de Meteorología (AEMET)<br/>C/ Leonardo Prieto Casto, 8, Ciudad Universitaria. 28040 Madrid","","<a href="http://www.aemet.es" title="Ir a www.aemet.es" rel="external">www.aemet.es</a>"
"Ayudas a estudiantes para realizar campamentos geológicos","Becas y ayudas al estudio","Universidad de Oviedo","27/06/2014","Ayudas destinadas a estudiantes matriculados en la asignatura correspondiente a los campamentos geológicos en la Licenciatura o Grado en Geología de la Universidad de Oviedo, o del Máster Universitario en Recursos Geológicos e Ingeniería Geológica del Centro Internacional de Postgrado.","<a href="https://sede.asturias.es/portal/site/Asturias/menuitem.1003733838db7342ebc4e191100000f7/?vgnextoid=d7d79d16b61ee010VgnVCM1000000100007fRCRD&amp;fecha=04/06/2014&amp;refArticulo=2014-09560&amp;i18n.http.lang=es" title="Ir a https://sede.asturias.es/portal/site/Asturias/menuitem.1003733838db7342ebc4e191100000f7/?vgnextoid=d7d79d16b61ee010VgnVCM1000000100007fRCRD&amp;fecha=04/06/2014&amp;refArticulo=2014-09560&amp;i18n.http.lang=es" rel="external">BOPA 12/06/2014</a>","Oficina de Registro de la Universidad de Oviedo. Plaza Riego, 4. Oviedo.<br/>Oficina de Registro Auxiliar, Campus de Viesques. Gijón","",""
"29 Becas para la Agencia Estatal de Meteorología","Becas y ayudas al estudio","Agencia Estatal de Meteorología","27/06/2014","Becas de formación de posgraduados relacionadas con las actividades de la Agencia para 2015-2016. <p>Requisitos:<strong></strong>licenciatura, ingeniería, arquitectura o Grado, titulo obtenido en el curso académico 2005-2006 o posterior.</p> <p>Duración: de dos años, desde el 1 de enero de 2015 hasta el 31 de diciembre de 2016, pudiendo renovarse por una sola vez por un periodo de hasta 24 meses más. Dotación: 1.150 euros mensuales.</p>","<a title="Ir a http://www.boe.es/boe/dias/2014/06/12/pdfs/BOE-A-2014-6230.pdf" href="http://www.boe.es/boe/dias/2014/06/12/pdfs/BOE-A-2014-6230.pdf" rel="external"><u>BOE de 12 de junio de 2014</u><br/></a>","Registro General de la Agencia Estatal de Meteorología, calle Leonardo Prieto Castro, número 8, Ciudad Universitaria, 28040 Madrid","",""
"Ayudas para la realización del Máster universitario en Género y Diversidad en el curso académico 2013/14","Becas y ayudas al estudio","Universidad de Oviedo","30/06/2014","Se requiere estar matriculado/a en el curso 2013/14 en el Máster Universitario en Género y Diversidad.El importe total de las ayudas será de 12.842 €.Las solicitudes se dirigirán a la Directora del Centro Internacional de Postgrado","<a title="Ir a https://sede.asturias.es/bopa/2014/06/24/2014-11097.pdf" href="https://sede.asturias.es/bopa/2014/06/24/2014-11097.pdf" rel="external">BOPA 24/06/2014<br/></a>","<p>Registro General de Oviedo.</p> <p>Plaza de Riego.33003.Oviedo</p>","",""
"15 Ayudas d formación para estudiantes del Máster oficial universitario en Derecho Constitucional","Becas y ayudas al estudio","Ministerio de la Presidencia","30/06/2014","Se requiere titulación universitaria superior.Incluye ayuda para la amtrícula,desplazamiento,manutención y seguro.Corrección del plazo en el BOE del 21/06/2014","<a title="Ir a http://www.boe.es/boe/dias/2014/05/29/pdfs/BOE-A-2014-5627.pdf" href="http://www.boe.es/boe/dias/2014/05/29/pdfs/BOE-A-2014-5627.pdf" rel="external">BOE 29/05/2014<br/></a>","Registro General CEPC<br/>Plaza de la Marina Española,Nº 9,28071.Madrid","<a title="Enviar correo electrónico a cepc@cepc.es" href="mailto:cepc@cepc.es">cepc@cepc.es<br/></a>","<a title="Ir a http://www.cepc.gob.es/" href="http://www.cepc.gob.es/" rel="external">www.cepc.gob.es<br/></a>"
"200 Becas "Miguel de Cervantes" de residencia y colaboración para estudios de Master en la Universidad de Alcalá.","Becas y ayudas al estudio","Universidad de Alcalá de Henares","30/06/2014","100 Becas se reservarán para estudiantes extranjeros que tengan su residencia fuera de España, y 100 para estudiantes españoles o residentes en España, que no tengan su residencia habitual en la localidad que pertenezca al ámbito de actuación directa de la Universidad de Alcalá: la Comunidad de Madrid y la provincia de Guadalajara. Las becas cubrirán los gastos de alojamiento mientras duren los estudios del Master.","","Universidad de Alcalá de Henares<br/>Plaza San Diego s/n. 28801 Alcalá de Henares<br/>Tel.: 918 854 000","cervantes.esp2014@uah.es","<a href="http://www.uah.es/becas_ayudas/" title="Ir a www.uah.es/becas_ayudas/" rel="external">www.uah.es</a>"
"4 becas del programa de movilidad Leonardo Da Vinvi, de prácticas profesionales, "Galicia in mobility" 2013-2015","Becas y ayudas al estudio","Asociación Cultural Integra","04/07/2014","Están abiertas las convocatorias de dos plazas para Portugal y dos para Italia, que incluyen manutención y alojamiento. Para acceder a ellas hay que tener latitulación en alguna de las especialidades que exigen y residir en Galicia, Asturias, Castilla-La Mancha, Murcia, Andalucía o Extremadura. Para más detalles se pueden consultar las <a href="http://www.integracoruna.com/#!quienes-somos1/c1c81" title="Ir a http://www.integracoruna.com/#!quienes-somos1/c1c81" rel="external">bases.</a>","","Asociación Cultural Integra. C/ Adelaida Muro, 1B-Bajo A  15001 A Coruña.   981 26 03 65 / 981 00 51 94","<a href="mailto:asociación@integracoruna.com" title="Enviar correo electrónico a asociación@integracoruna.com">asociación@integracoruna.com</a>","<a href="http://www.integracoruna.com" title="Ir a www.integracoruna.com" rel="external">www.integracoruna.com</a>"
