uri,geo_long,geo_lat,schema_name,schema_telephone,rdfs_label,schema_description,om_situadoEnVia,schema_fax,schema_address_streetAddress,schema_address_addressLocality,schema_address_addressCountry,schema_address_postalCode,Horario_de_manana_Opens,Horario_de_manana_Closes,Horario_de_tarde_invierno_Opens,Horario_de_tarde_invierno_Closes,Horario_de_tarde_verano_Opens,Horario_de_tarde_verano_Closes,Horario_Sabado_Opens,Horario_Sabado_Closes,Horario_Extendido_Opens,Horario_Extendido_Closes
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/117-obdulia-andrade-iglesias,-6.36674241245,39.482366687,Obdulia Andrade Iglesias,927-246044,Farmacia Obdulia Andrade Iglesias en la avda Heroes De Baler,Farmacia Obdulia Andrade Iglesias en la avda Heroes De Baler,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-239,927-246044,"Avda Heroes De Baler, 9",Cáceres,ES,10004,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/166-maria-isabel-torres-perez,-6.37429677863,39.4699384639,Maria Isabel Torres Perez,927-226591,Farmacia Maria Isabel Torres Perez en la avda Virgen De La Montaña,Farmacia Maria Isabel Torres Perez en la avda Virgen De La Montaña,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-541,927-240178,"Avda Virgen De La Montaña, 23",Cáceres,ES,10004,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/181-francisco-javier-mateos-vicente-y-elvira-mateos-gonzalez,-6.37974692855,39.472693921,Francisco Javier Mateos Vicente Y Elvira Mateos Gonzalez,927-224295,Farmacia Francisco Javier Mateos Vicente Y Elvira Mateos Gonzalez en la calle Doctor Fleming,Farmacia Francisco Javier Mateos Vicente Y Elvira Mateos Gonzalez en la calle Doctor Fleming,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-165,927-224295,"Calle Doctor Fleming, 3",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/200-maria-antonia-sanchez-gundin-y-maria-cristina-gonzalez-sanchez,-6.39033505614,39.4522053902,Maria Antonia Sanchez Gundin Y Maria Cristina Gonzalez Sanchez,927-234936,Farmacia Maria Antonia Sanchez Gundin Y Maria Cristina Gonzalez Sanchez en la calle Rio Danubio,Farmacia Maria Antonia Sanchez Gundin Y Maria Cristina Gonzalez Sanchez en la calle Rio Danubio,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-1391,927-234936,"Calle Rio Danubio, 14",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/29-julia-campos-acedo,-6.37166432446,39.4600455167,Julia Campos Acedo,927-220667,Farmacia Julia Campos Acedo en la avda De Cervantes,Farmacia Julia Campos Acedo en la avda De Cervantes,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3071,927-220667,"Avda De Cervantes, 8",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/294-mercedes-romano-garcia,-6.36968286174,39.4610615047,Mercedes Romano Garcia,927-212123,Farmacia Mercedes Romano Garcia en la calle La Roche Sur Yon,Farmacia Mercedes Romano Garcia en la calle La Roche Sur Yon,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-1962,927-212123,"Calle La Roche Sur Yon, 7",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/305-inmaculada-cepeda-casares,-6.38335813635,39.4684364403,Inmaculada Cepeda Casares,927-210315,Farmacia Inmaculada Cepeda Casares en la calle Argentina,Farmacia Inmaculada Cepeda Casares en la calle Argentina,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-57,927-210315,"Calle Argentina, 22",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/306-paloma-sanchez-iglesias,-6.39289254115,39.4713036718,Paloma Sanchez Iglesias,927-230607,Farmacia Paloma Sanchez Iglesias en la calle Monfragüe,Farmacia Paloma Sanchez Iglesias en la calle Monfragüe,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3123,927-230607,"Calle Monfragüe, 5",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/32-juan-jose-delgado-cumella,-6.37466649221,39.4733284487,Juan Jose Delgado Cumella,927-249532,Farmacia Juan Jose Delgado Cumella en la calle San Pedro,Farmacia Juan Jose Delgado Cumella en la calle San Pedro,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-1556,927-249532,"Calle San Pedro, 12",Cáceres,ES,10003,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/331-maria-elena-garcia-de-casasola-garcia,-6.37985158033,39.458513771,Maria Elena Garcia De Casasola Garcia,927-238465,Farmacia Maria Elena Garcia De Casasola Garcia en la calle Avila,Farmacia Maria Elena Garcia De Casasola Garcia en la calle Avila,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3629,927-238465,"Calle Avila, 4",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/335-luis-conde-garcia,-6.39110901667,39.4730768996,Luis Conde Garcia,927-239243,Farmacia Luis Conde Garcia en la calle Islas Azores,Farmacia Luis Conde Garcia en la calle Islas Azores,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3589,927-232827,"Calle Islas Azores, 15",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/34-maria-san-pedro-ledesma,-6.3753797339,39.4730349313,Maria San Pedro Ledesma,927-226829,Farmacia Maria San Pedro Ledesma en la calle San Anton,Farmacia Maria San Pedro Ledesma en la calle San Anton,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-1161,927-226829,"Calle San Anton, 7",Cáceres,ES,10004,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/38-josefina-becerra-muñoz,-6.38643733964,39.4693444736,Josefina Becerra Muñoz,927-236279,Farmacia Josefina Becerra Muñoz en la calle Amberes,Farmacia Josefina Becerra Muñoz en la calle Amberes,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3445,927-236279,"Calle Amberes, 6",Cáceres,ES,10003,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/39-jose-javier-mogollon-carrasco,-6.38016314589,39.4674057,Jose Javier Mogollon Carrasco,927-220387,Farmacia Jose Javier Mogollon Carrasco en la avda De Alemania,Farmacia Jose Javier Mogollon Carrasco en la avda De Alemania,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-1219,927-220387,"Avda De Alemania, 8",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/42-jose-lopez-garcia,-6.37139232454,39.4754745624,Jose Lopez Garcia,927-245097,Farmacia Jose Lopez Garcia en la plaza Mayor,Farmacia Jose Lopez Garcia en la plaza Mayor,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/plaza-215,927-245097,"Plaza Mayor, 28",Cáceres,ES,10003,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/45-angeles-acedo-fernandez,-6.39024071575,39.4696010997,Angeles Acedo Fernandez,927-245526,Farmacia Angeles Acedo Fernandez en la calle Oporto,Farmacia Angeles Acedo Fernandez en la calle Oporto,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3442,927-245526,"Calle Oporto, 2",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/60-maria-jose-diaz-martin,-6.37817133176,39.4676628608,Maria Jose Diaz Martin,927-222771,Farmacia Maria Jose Diaz Martin en la avda Antonio Hurtado,Farmacia Maria Jose Diaz Martin en la avda Antonio Hurtado,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-1390,927-222771,"Avda Antonio Hurtado, 7",Cáceres,ES,10002,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/147-jose-luis-rufo-ruiz,-6.3814095088,39.4688743705,Jose Luis Rufo Ruiz,927-222339,Farmacia Jose Luis Rufo Ruiz en la calle Gil Cordero,Farmacia Jose Luis Rufo Ruiz en la calle Gil Cordero,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-222,,"Calle Gil Cordero, 10",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/183-julian-saavedra-pavon,-6.37933481866,39.4707371295,Julian Saavedra Pavon,927-222621,Farmacia Julian Saavedra Pavon en la avda San Pedro De Alcantara,Farmacia Julian Saavedra Pavon en la avda San Pedro De Alcantara,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-2499,,"Avda San Pedro De Alcantara, 5",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
