uri,om_tieneEnlaceSIG,geo_long,geo_lat,rdfs_label,schema_address_addressCountry,schema_address_addressLocality
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/2-asilo-de-ancianos-de-las-hermanitas-de-los-pobres,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1756,-6.37747663122,39.4703073727,Asilo de Ancianos de las Hermanitas de los Pobres,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/6-geryvida,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2447,-6.38285064077,39.4538051291,Geryvida,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/1-residencia-de-mayores-nuestra-senora-de-la-consolacion,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1757,-6.37913471116,39.4715768734,Residencia de Mayores Nuestra Señora de la Consolacion,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/8-residencia-de-mayores-santa-teresa,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10733,-6.37919688675,39.4552387409,Residencia de Mayores Santa Teresa,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/4-residencia-de-mayores-ciudad-jardin,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2028,-6.38030064206,39.4798324673,Residencia de Mayores Ciudad Jardin,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/0-centro-de-mayores-care-caceres,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1764,-6.36567106626,39.482503536,Centro de Mayores Care Caceres,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/5-residencia-de-mayores-nuestra-senora-del-rosario,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2024,-6.37847799671,39.481298253,Residencia de Mayores Nuestra Señora del Rosario,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/11-la-hacienda,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10772,-6.35396184646,39.4181927097,Residencia De Mayores La Hacienda,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/7-residencia-de-mayores-cervantes,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1759,-6.37207203281,39.4623230478,Residencia de Mayores Cervantes,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/ResidenciaDeMayores/3-residencia-asistida-de-mayores-el-cuartillo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1761,-6.34281469641,39.4762339084,Residencia Asistida de Mayores El Cuartillo,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/CentroDeDia/10-rehactiva,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10771,-6.38674807886,39.4719176118,Centro De Día Rehactiva,ES,Cáceres
http://opendata.caceres.es/recurso/salud/residencias/CentroDeDia/9-estancias-para-enfermos-de-alzheimer,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1760,-6.37200357994,39.462230065,Centro De Día Estancias Para Enfermos De Alzheimer,ES,Cáceres
