id;title;ejercicioClave;bases;esPlurianual;fechaInicioVigencia;fechaFinVigencia;fechaInicioPresentacion;fechaFinPresentiacion;presupuesto;porcentajeAnticipado;gestor;funciones;objetos;lineaEstrategica;lineaAmbito;tipo;documentacion;resolucion;sameAs
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/55";"SUBVENCION ASOCIACIONES DE PADRES Y MADRES DE ALUMNOS DE TORRERO";"2014";"";"false";2014-09-22T22:00:00Z;2014-12-30T23:00:00Z;"";"";"4017";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/29";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/42";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/8";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/9";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/1";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/8,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/11,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/10,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/12,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/9,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/7,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/6";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/55"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/56";"SUBVENCION ASOCIACIONES DE PADRES Y MADRES DE ALUMNOS DE MIRALBUENO";"2014";"";"false";2014-09-22T22:00:00Z;2014-12-30T23:00:00Z;"";"";"2343";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/30";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/42";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/8";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/9";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/1";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/533,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/534,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/532,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/531";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/56"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/65";"SUBVENCIONES PARA EL APOYO Y EL MANTENIMIENTO DE GRANDES FEDERACIONES VECINALES";"2014";"";"false";2013-12-31T23:00:00Z;2014-12-30T23:00:00Z;"";"";"143714";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/11";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/32";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/5";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/8";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/8";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/1";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/393,https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/392";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/65"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/131";"CONVENIO CON ASOCIACIÓN DE MEDIADORES/AS INTERCULTURAL AMEDIAR PARA EL PROYECTO INTEMEDIACIÓN COMUNITARIA EN EL CASCO HISTÓRICO";"2014";"";"false";2013-12-31T23:00:00Z;2014-12-30T23:00:00Z;"";"";"150000";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/34";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/4";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/87";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/2646";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/131"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/132";"CONVENIO CON AMPA DEL COLEGIO PÚBLICO RAMIRO SOLANS PARA BECAS DE LIBROS";"2014";"";"false";2013-12-31T23:00:00Z;2014-12-30T23:00:00Z;"";"";"14600";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/33";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/4";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/81";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/2639";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/132"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/135";"CONVENIO CON SOCIEDAD GENERAL DE AUTORES PARA LA REALIZACIÓN DE ACTIVIDADES EN LOS CENTROS DE CONVIVENCIA PARA MAYORES";"2014";"";"false";2013-12-31T23:00:00Z;2014-12-30T23:00:00Z;"";"";"6768";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/33";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/4";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/141";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/2643";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/135"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/371";"CONVENIO CON FUNDACIÓN APIP-ACAM PARA PROGRAMA DE INSERCIÓN SOCIOLABORAL Y ACONDICIONAMIENTO DE VIVIENDAS DE PERSONAS CON ESCASOS RECURSOS";"2015";"";"false";2014-12-31T23:00:00Z;2015-12-30T23:00:00Z;"";"";"17000";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/33";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/12";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/5754";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/371"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/373";"CONVENIO CON FUNDACIÓN ADUNARE PARA LA REALIZACIÓN DE PRÁCTICAS FORMATIVAS DE LOS ALUMNOS DEL CENTRO SOCIOLABORAL OLIVER";"2015";"";"false";2014-12-31T23:00:00Z;2015-12-30T23:00:00Z;"";"";"83759";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/33";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/12";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/367";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/5756";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/373"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/376";"CONVENIO CON TIEBEL PARA EL PROGRAMA DE RECOGIDA Y ENTREGA SOCIAL DE ROPA";"2015";"";"false";2014-12-31T23:00:00Z;2015-12-30T23:00:00Z;"";"";"75000";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/33";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/12";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/369";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/5758";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/376"
"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/convocatoria/383";"CONVENIO CON SOCIEDAD GENERAL DE AUTORES PARA LA REALIZACIÓN DE ACTIVIDADES EN LOS CENTROS DE CONVIVENCIA PARA MAYORES";"2015";"";"false";2014-12-31T23:00:00Z;2015-12-30T23:00:00Z;"";"";"6768";"80";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/gestor/33";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/funcion/46";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/objeto/3";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-estrategica/16";"https://www.zaragoza.es/sede/kos/sector-publico/subvencion/linea-ambito/372";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/subvencion/convocatoria/tipo/3";"";"https://www.zaragoza.es/sede/servicio/ayuda-subvencion/ayuda-subvencion/resolucion/5762";"http://www.zaragoza.es/api/recurso/sector-publico/ayuda-subvencion/convocatoria/383"
