id;title;autor;fecha;proceso;bop;fechaOferta;noticia;lastUpdated;pubDate
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14780";"Aprobación Cuenta de liquidación reparcelación calle Dos de enero, angular a Cesaréo Alierta";"Servicio Jurídico de Ordenación y Gestión Urbanística";"";"";"";"";"<p>El Gobierno de Zaragoza, en sesión celebrada el día 11 de enero de 2012, adoptó entre otros el siguiente acuerdo:</p><h3>PRIMERO</h3><p>Aprobar, con carácter inicial, la cuenta de liquidación definitiva del proyecto de reparcelación de la unidad de ejecución delimitada en la calle Dos de enero, angular a Cesaréo Alierta, a instancia de <strong>URBESOL, S.A.,</strong> de acuerdo con lo previsto en el artículo 128.3 del Reglamento de Gestión Urbanística, con el objeto de corregir el error detectado en el documento ""Fincas resultantes"" del proyecto de reparcelación  que se aprobó definitivamente en fecha 19 de diciembre del 2008, en el que figura incorrectamente un saldo de 20.000 euros, aclarando que el saldo que grava la única finca resultante de esta reparcelación es de 147.687 euros, tal como figura correctamente en el documento <em>Cuenta de liquidación provisional</em> del propio proyecto de reparcelación.</p><h3>SEGUNDO</h3><p>Someter la cuenta de liquidación definitiva a información pública durante el plazo de veinte días hábiles, mediante edicto a publicar en el Boletín Oficial de la Provincia, y uno de los periódicos de la localidad, de conformidad con los artículos 144 y 154 de la Ley 3/2009 de Urbanismo de Aragón y artículo 108 del Reglamento de Gestión Urbanística.</p><h3>TERCERO</h3><p>Notificar el presente acuerdo a todos los interesados, con traslado del informe emitido por el Servicio Jurídico de Ordenación y Gestión Urbanística en fecha 10 de enero del 2012, como dispone el artículo 108 del Reglamento de Gestión Urbanística, y según la relación que consta en el citado informe, en la forma prevista en los artículos 58 y 59 de la ley 30/1992, de Régimen Jurídico de las Administraciones Públicas y del Procedimiento Administrativo Común.</p><h3>CUARTO</h3><p>Transcurridos los plazos a que se refiere el apartado segundo de este acuerdo, a la vista de lo que resulte del trámite de información pública, se acordará lo que legalmente proceda respecto a la aprobación definitiva de la propuesta de cuenta de liquidación definitiva.</p><p>Mediante el presente anuncio se somete el expediente número 22180/2012 a información pública durante el plazo de 20 días en el Servicio Jurídico de Ordenación y Gestión Urbanística de la Gerencia de Urbanismo, sito en Vía Hispanidad 20-Centro Administrativo Seminario, en horas de oficina, a partir del día siguiente al de la publicación en el Boletín Oficial correspondiente.</p><p>I.C. de Zaragoza a 25 de enero de 2012. <br />EL SECRETARIO GENERAL, P.D.,<br />LA JEFA DEL SERVICIO JURÍDICO DE ORDENACIÓN<br />Y GESTIÓN URBANÍSTICA,<br />Fdo.: Carmen Boned Juliani</p>";"";2012-02-28T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14800";"<span class=""Verde""> Sesión Ordinaria del Pleno de la Junta Municipal de San José. 7 de Marzo 2012</span>";"Junta Municipal Sán José";"";"";"";"";"<p>De conformidad con lo establecido en el Artº. 16 F del Reglamento de Organos Territoriales y de Participación Ciudadana, , y de orden del Sr. Presidente de esta Junta vengo a convocar a Vd. a la sesión del ordinaria  del  Pleno  de la Junta Municipal de San José que se celebrará  el próximo día <strong>7 de  marzo las 19,30 horas</strong>, en la Sala de Conferencias del Centro Cívico Teodoro Sánchez Punter, Plaza Mayor, 2, con  arreglo al siguiente</p><h3>ORDEN  DEL  DIA</h3><ol>    <li>Aprobación del acta anterior, si procede.</li>    <li>Informe del Presidente.</li>    <li>Informe de Comisiones de Trabajo</li>    <li>Presentación Semana Cultural de San José</li>    <li>Reconocer a la Comisión de Festejos de San José 2012 como agente responsable en el organización de las fiestas del Barrio.</li>    <li>Ruegos y preguntas.</li></ol>";"";2012-03-06T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14820";"<span class=""Verde"">Orden del día para la sesión del Pleno de la Junta Municipal Universidad del 13 de marzo de 2012</span>";"Junta Municipal Universidad";"";"";"";"";"<p>Se celebrará el día 13 de marzo a las 19:00 horas</p><ol>    <li>Aprobar, si procede, el acta de la sesión  del Pleno celebrada el día 14 de Febrero de 2012.    <h3>PRESIDENCIA</h3>    </li>    <li>Dar cuenta de las decisiones dictadas desde el último Pleno.</li>    <li>Informe y propuestas  para su aprobación, en su caso, de la Concejala Presidenta.    <h3>COMISIONES DE TRABAJO</h3>    </li>    <li>Informe y propuestas, en su caso, de los Coordinadores de las Comisiones.</li>    <li>RUEGOS Y PREGUNTAS DE LOS MIEMBROS DEL PLENO</li>    <p>De acuerdo con el art. 26.5 del vigente Reglamento de Órganos Territoriales y de Participación Ciudadana, una vez  finalizada la sesión,   el Presidente abrirá un turno de RUEGOS Y PREGUNTAS AL PÚBLICO asistente.</p></ol>";2012-03-08T23:00:00Z;2012-03-08T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14840";"Proyecto de Estación Depuradora de Aguas Residuales del Barrio de Peñaflor";"Gerencia de Urbanismo";"";"";"";"";"<p>El Excmo. Ayuntamiento Pleno,en sesión celebrada el día 1 de marzo de 2.012 ha acordado lo siguiente:</p><h3>PRIMERO</h3><p>Dejar sin efecto el expediente expropiatorio incoado para la ocupación de diversas fincas afectadas por el proyecto de <em>Estación Depuradora de Aguas Residuales del Barrio de Peñaflor</em>, ante la falta de previsión de aprobación del proyecto y consignación económica necesaria para su ejecución en el presente ejercicio presupuestario, a la vista de la diligencia extendida el 20 de febrero de 2012 por el Jefe del Servicio de Administración de Suelo y Vivienda, y ante la falta de causa ¿expropiandi¿para llevar a cabo la expropiación de conformidad con lo dispuesto en los arts. 9 y 10 de la Ley de Expropiación Forzosa.</p><h3>SEGUNDO</h3><p>Proceder al archivo del presente expediente así como del resto de los expedientes individualizados derivados del proyecto que pudieran existir, sin perjuicio de que puedan iniciarse los trámites nuevamente en el momento en el que se haya título suficiente para ello tras la aprobación del proyecto.</p><h3>TERCERO</h3><p>Autorizar al Sr. Consejero de Urbanismo, Infraestructuras, Equipamientos y Vivienda, o miembro de la Corporación que legalmente le sustituya, para la fijación de plazos y firma de cuanta documentación precise la debida efectividad del presente acuerdo. Lo que se hace público para general conocimiento.</p><p>C. de Zaragoza, 2 de marzo de 2.012 <br />EL SECRETARIO GENERAL,P.D.<br />EL JEFE DEL SERVICIO,<br />Fdo: Pedro Marín  Ballabriga.</p>";"";2012-03-08T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14560";"Reparcelación área de intervención H-86-3 del PGOU ";"Servicio Jurídico de Ordenación y Gestión Urbanística";"";"";"";"";"<p>El Gobierno de Zaragoza, en sesión celebrada el <strong>día 23 de diciembre de 2011</strong>, adoptó entre otros el siguiente acuerdo:</p><h3>PRIMERO</h3><p>Aprobar con carácter inicial el proyecto de reparcelación del <strong>área de intervención H-86-3 del PGOU </strong>a instancia de la Junta de Compensación constituida en este ámbito y según proyecto de reparcelación aportado en fecha 28 de octubre del 2011, condicionando su aprobación definitiva al cumplimiento de las prescripciones señaladas en los informes emitidos por el Servicio Técnico de Planeamiento y Rehabilitación en fechas 20 de junio, 5 de agosto y 10 de noviembre del 2011 y por el Servicio Jurídico de Ordenación y Gestión Urbanística en fecha 22 de diciembre del 2011.</p><h3>SEGUNDO</h3><p>El acuerdo adoptado se anunciará, durante el plazo de treinta días hábiles, mediante edicto a publicar en el Boletín Oficial de la Provincia, tablón de anuncios de la corporación y uno de los periódicos de la localidad, de conformidad con los artículos 129.1 y 61 de la Ley 5/1999, de 25 de marzo, Urbanística de Aragón y artículo 108 del Reglamento de Gestión Urbanística.</p><h3>TERCERO</h3><p>Notificar el presente acuerdo a los propietarios e interesados comprendidos en la relación que consta en el proyecto, con citación personal tal como dispone el artículo 108 del Reglamento de Gestión Urbanística y en la forma prevista en los artículos 58 y 59 de la ley 30/1992, de Régimen Jurídico de las Administraciones Públicas y del Procedimiento Administrativo Común.</p><h3>CUARTO</h3><p>Transcurrido el plazo a que se refiere el apartado segundo de este acuerdo, a la vista de lo que resulte del trámite de información pública, se acordará lo que legalmente proceda respecto a la aprobación definitiva del proyecto de reparcelación.</p><p>Mediante el presente anuncio se somete el expediente número 1317454/2010 a información pública durante el plazo de 30 días en el Servicio Jurídico de Ordenación y Gestión Urbanística de la Gerencia de Urbanismo, sito en Vía Hispanidad 20-Centro Administrativo Seminario, en horas de oficina, a partir del día siguiente al de la publicación en el Boletín Oficial correspondiente.</p><p>I.C. de Zaragoza a 17 de enero de 2012.<br />EL SECRETARIO GENERAL, P.D.,<br />LA JEFA DEL SERVICIO JURÍDICO DE ORDENACIÓN<br />Y GESTIÓN URBANÍSTICA,<br />Fdo.: Carmen Boned Juliani</p>";"";2012-01-31T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14880";"Modificación Aislada nº 61 del PGOU ";"Servicio Jurídico de Ordenación y Gestión Urbanística";"";"";"";"";"<p>El Consejo de Gerencia Municipal de Urbanismo, en sesión celebrada el día 8 de marzo de 2012, adoptó entre otros el siguiente acuerdo</p><h3>PRIMERO</h3><p>Someter a información pública por plazo de un mes la propuesta de convenio urbanístico aportada en fecha 15 de febrero del 2012 por <em>D. Rafael Alcázar Crevillén</em> en representación de <strong>INMOBILIARIA NEURBE, S.L.</strong>, en cumplimiento de la prescripción impuesta en el acuerdo de aprobación inicial de la <strong>Modificación Aislada nº 61 del PGOU </strong>adoptado en fecha 23 de diciembre del 2011, de acuerdo con lo dispuesto en el artículo 106 de la ley 3/2009 de Urbanismo de Aragón, mediante edicto a publicar en el Boletín Oficial de la Provincia que deberá incluir el texto íntegro de la propuesta según dispone el artículo 106.5.a) de la ley citada.</p><h3>SEGUNDO</h3><p>Solicitar, de forma simultánea a la realización de la información pública, informe al Consejo de Urbanismo de Aragón en relación con la propuesta de convenio de acuerdo con lo previsto en el artículo 107.3 de la ley 3/2009. El informe, preceptivo y no vinculante, versará sobre las cuestiones de alcance supralocal o de legalidad previstas en el artículo 49 de dicha ley y deberá emitirse en el plazo de un mes, prosiguiéndose la tramitación si transcurre este plazo sin que se haya emitido de acuerdo con lo dispuesto en el artículo de acuerdo con lo dispuesto en el artículo 83 de la ley 30/1992 de régimen jurídico de las administraciones públicas y del procedimiento administrativo común.</p><h3>TERCERO</h3><p>Solicitar del Servicio de Ingeniería de Desarrollo Urbano que emita informe en relación con las obras de urbanización necesarias en el vial objeto de este convenio.</p><h3>CUARTO</h3><p>Condicionar la aprobación del presente convenio a la incorporación en el texto definitivo de las prescripciones que se derivan  del informe emitido por el  Servicio Jurídico de Ordenación y Gestión Urbanística en fecha 6 de marzo del 2012.</p><h3>QUINTO</h3><p>Notificar la presente resolución a la entidad mercantil promotora del expediente, de acuerdo con lo dispuesto en el artículo 58 de la citada ley 30/1992, con indicación de que, dado que se trata de un acto de trámite en el que no concurren las circunstancias previstas en el artículo 107.1 de esta ley, no procede la interposición de recurso en vía administrativa o contencioso-administrativa sin perjuicio de la posibilidad de los interesados de alegar lo que estimen conveniente para su consideración en la resolución que ponga fin al procedimiento.</p><h3>SEXTO</h3><p>Transcurrido el período de información pública, a la vista de las alegaciones que puedan producirse durante el período de exposición pública e informadas éstas, recibido el informe de la administración autonómica o transcurrido el plazo para su emisión, y una vez que se compruebe que se ha dado cumplimiento a las prescripciones impuestas en este acuerdo, se adoptará la resolución que proceda por el Ayuntamiento Pleno.</p><p>Mediante el presente anuncio se somete el expediente número 199348/2012 a información pública durante el plazo de un mes en el Servicio Jurídico de Ordenación y Gestión Urbanística de la Gerencia de Urbanismo, sito en Vía Hispanidad 20-Centro Administrativo Seminario, en horas de oficina, a partir del día siguiente al de la publicación en el Boletín Oficial correspondiente. I.C. de Zaragoza a 09 de marzo de 2012.</p><p>EL SECRETARIO GENERAL, P.D.,<br />LA JEFA DEL SERVICIO JURÍDICO DE ORDENACIÓN<br />Y GESTIÓN URBANÍSTICA,<br />Fdo.: Carmen Boned Juliani</p>";"";2012-03-11T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14940";"Comunicación y Prensa. Contrato Menor";"";"";"";"";"";"<h3>Comunicación y Prensa. Contrato Menor</h3><h3>Objeto del Contrato</h3><p>Trabajos de revelado, manipulación digital de imágenes y suministro de material fungible de fotografía</p><h3>Tipo de licitación</h3><p>Importe máximo de 10.000 Euros (IVA incluído)</p><h3>Requisitos</h3><p>Las condiciones de contratación pueden recogerse en la Dirección de Comunicación y Prensa del Ayuntamiento de Zaragoza (Pza. Del Pilar, 18-2ª planta, a partir de la fecha de publicación del presente anuncio).</p><h3>Plazo de presentación de ofertas</h3><p>Durante los 10 días posteriores a la publicación</p><h3>Lugar de presentación de ofertas</h3><p>Dirección de Comunicación y Prensa del Ayuntamiento de Zaragoza.</p><p>Mercedes Gracia Aldaz<br />Directora de Comunicación y Prensa<br />I.C. de Zaragoza, a 12 de marzo de 2012</p>";2012-03-14T23:00:00Z;2012-03-14T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14960";"Licencia Urbanística sujeta a la Ley  11/2005 reguladora de los espectáculos públicos";"Gerencia de Urbanismo";"";"";"";"";"<p><strong>Buddy Pamplona Sl</strong>, ha solicitado LICENCIA URBANISTICA Y DE ACTIVIDAD SUJETA A LA LEY 11/2005 REGULADORA DE LOS ESPECTACULOS PUBLICOS para bar - restaurante, con emplazamiento en Campoamor, Clara 14   (Expte 109300/2012)</p><p><strong>Martinez Moral, Guillermo</strong>, ha solicitado LICENCIA URBANISTICA SUJETA A LA LEY 11/2005 REGULADORA DE LOS ESPECTACULOS PUBLICOS para BAR, con emplazamiento en Almunia D Doña Godina 21   (Expte 197467/2012)</p><p><strong>Mivespa 2010, Sl</strong>, ha solicitado LICENCIA URBANISTICA Y DE ACTIVIDAD SUJETA A LA LEY 11/2005 REGULADORA DE LOS ESPECTACULOS PUBLICOS para bar-bocatería, con emplazamiento en Desayuno Con Diamantes 33   (Expte 248609/2012)</p><p>De conformidad con lo dispuesto en el artículo 16 de la Ley 11/2005, de 28 de diciembre, reguladora de los espectáculos públicos, actividades recreativas y establecimientos públicos de Aragón , se abre simultáneamente información vecinal y pública por término de UN MES, durante el cual todos los que se consideren afectados por dicha intervención puedan formular por escrito las alegaciones que estime convenientes, mediante instancia que será presentada en el Registro General de Gerencia de Urbanismo (Servicio de Licencias de Actividad).</p><p>I.C. de Zaragoza, a 15 de marzo de 2012.<br />EL CONSEJERO DELEGADO DE URBANISMO, INFRAESTRUCTURAS, EQUIPAMIENTOS Y VIVIENDA<br />Fdo. Carlos Perez Anadon</p>";"";2012-03-20T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14961";"Relación de propietarios, bienes y derechos afectados por expropiación. Área de Intervención F 56/10 del PGOUZ";"Gerencia de Urbanismo";"";"";"";"";"<p>El Consejo de Gerencia, en sesión celebrada el día 8 de marzo de 2.012, ha acordado lo siguiente:</p><h3>PRIMERO</h3><p>Aprobar inicialmente la relación de propietarios, bienes y derechos afectados por expropiación, en aplicación del art. 162.2 de la Ley 3/2009 de Urbanismo de Aragón, para incorporarse a la Junta de Compensación del Área de Intervención F 56/10 del Plan General de Ordenación Urbana de Zaragoza, que ostenta la condición jurídica de beneficiaria y, de conformidad con lo determinado en el art. 18 de la Ley de Expropiación Forzosa y art. 17 de su Reglamento de desarrollo, se señala un plazo de quince días, que empezará a contarse desde aquel en que aparezca la última publicación del anuncio, para que todas las Corporaciones, Entidades y particulares que pudieran resultar interesados formulen ante la Alcaldía por escrito y de modo razonado cuantas reclamaciones estimen pertinentes sobre la necesidad de ocupación de los terrenos afectados e indicados en la relación que se indica a continuación.</p><p>Igualmente cualquier persona, aún no siendo de las relacionadas, podrá formular alegaciones si bien a los solos efectos de subsanar errores de la misma.</p><p>Finca 1:</p><ul>    <li>Referencia Catastral:	000201100XM71C0001FQ</li>    <li>Propietario:	D. Domingo Martín Cimorra y Dª Francisca Gutierrez Trasobares</li>    <li>Superficie: 581,37 m².</li></ul><p>Finca 2:</p><ul>    <li>Referencia Catastral:	000201200XM71C0001MQ</li>    <li>Propietario:	D. Francisca Gutierrez Trasobares, D. Domingo Martín Cimorra, D. Antonio Marin Gutierrez y Dª Mª del Carmen Burgos Remacha.</li>    <li>Superficie: 1.305 m².</li></ul><p>Finca 3:</p><ul>    <li>Referencia Catastral:	00020310XM71C0001WQ<br />    000202900XM71C0001AQ<br />    000203000XM71C0001HQ</li>    <li>Propietario:	D. Carlos Sevil Melús; Dª Celia Sevil Melús, Dª Mª Pilar Sevil Melús, D. José Luis Sevil Melus D. Miguel Sevil Melús.</li>    <li>Superficie: 2.013m².</li></ul><p>Finca 4:</p><ul>    <li>Referencia Catastral:	000202400XM71C0001SQ</li>    <li>Propietario:	D. Felix Marugán Antorán, Dª Esther Sauras Escuer.</li>    <li>Superficie: 600 m².</li></ul><p>La relación concreta e individualizada en la que aparecen con mayor amplitud los detalles de los bienes sujetos a expropiación, será expuesta al público durante el plazo de quince días, en el Servicio de Administración de Suelo y Vivienda de la Gerencia Municipal de Urbanismo (edificio <em>El Seminario</em>- Vía Hispanidad nº 20. Planta Calle. C.P. 50.009).</p><h3>SEGUNDO</h3><p>El contenido del apartado anterior se publicará en el Boletín Oficial de la Provincia, un periódico local de publicación diaria y en el Tablón de Anuncios de la Casa Consistorial.</p><h3>TERCERO</h3><p>Una vez transcurrido el plazo de reclamaciones sin que se hayan producido o resueltas las que se formulen, se aprobará definitivamente la relación de propietarios, bienes y derechos afectados por expropiación, al amparo del art. 21 de la Ley de Expropiación Forzosa.</p><h3>CUARTO</h3><p>Solicitar a los titulares de los bienes ajenos a expropiación para que en el indicado plazo de alegaciones pongan en conocimiento de la Corporación expropiante la posible existencia de titulares de derechos de ocupación o arrendamientos en las fincas afectadas, indicando en dicho supuesto nombre y domicilio de dichos afectados, con aportación de los contratos de arrendamiento o título que legitimen dichos derechos de ocupación, y con expresión de las rentas que se satisfacen por dicho concepto, todo ello con el fin de iniciar el procedimiento para el desahucio en vía administrativa reseñado en los arts. 64 y ss. del Reglamento de Bienes de las Entidades Locales de Aragón.</p><h3>QUINTO</h3><p>Autorizar al Sr. Consejero de Urbanismo, Infraestructuras, Equipamientos y Vivienda, o miembro de la Corporación que legalmente le sustituya, para la fijación de plazos y firma de cuanta documentación precise la debida efectividad del presente acuerdo.</p><p>I. C. de Zaragoza 9 de marzo de 2.012<br />EL SECRETARIO GENERAL, P.D.<br />EL JEFE DEL SERVICIO,<br />Fdo. Pedro Marín Ballabriga</p>";"";2012-03-20T23:00:00Z
"https://www.zaragoza.es/sede/servicio/anuncio-municipal/14980";"<span class=""Verde"">Orden del dia del Pleno de la Junta Municipal el Rabal del dia 28 de marzo de 2012 </span>";"Junta Municipal El Rabal";"";"";"";"";"<ol>    <li>APROBACIÓN DEL ACTA DE LA SESIÓN ANTERIOR, SI PROCEDE.<br />    Se da cuenta de las siguientes    <h3>RESOLUCIONES:</h3>    </li>    <li>OFICIAL:    <ul>        <li>CONCESIÓN DE RESERVAS DE ESPACIO PARA MINUSVÁLIDOS:        <ul>            <li>Expte 0098460/2012 DANIEL BERGES HERRERO-Prórroga- C/ Miguel Asso, 2</li>            <li>""1176272/2011 SAÚL SALESA DE LA ROSA-Concesión-C/ San Juan de la Peña, 12</li>            <li>0153610/2012 FELIX LASHERAS CLAVERAS-Prórroga-C/ Avda. San Juan de la Peña, 2</li>        </ul>        </li>        <li>CONCESIÓN DE RESERVA DE ESPACIO POR OBRAS:        <ul>            <li>Expte. 0634286/2011 CIA ARAGONESA DE OO. Y CC. URBANAS, S.L. -Prórroga-C/ Cosuenda</li>        </ul>        </li>    </ul>    </li>    <li>RECONOCIMIENTO DE LA COMISIÓN DE FIESTAS BARRIO DEL ARRABAL.</li>    <li>INFORME DE PRESIDENCIA.</li>    <li>INFORME DE COMISIONES DE TRABAJO.</li>    <li>RUEGOS Y PREGUNTAS.</li></ol>";2012-03-25T22:00:00Z;2012-03-25T22:00:00Z
