id;title;link;description;category;lastUpdated;icon;style;updateable;comments;geometry
"2248";"Muerde la pasta";"http://www.muerdelapasta.com";"C.C. Puerto Venecia. Jardines Reales, 7<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Iosune.jpg"" align=""right""/>Iosune</strong><br/>Si te gusta la comida italiana.<br/>Además, ¡es buffet libre!</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"676646.1 4608709.83"
"2249";"Burguer Paco";"http://www.burgerpaco.com/Burger_Paco_-_Hamburgueseria_Bocateria_Zaragoza/Burger_Paco.html";"Espoz Y Mina, 2<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Sofia.jpg"" align=""right""/>Sofía</strong><br/> Si buscas cocina tradicional a buen precio, es tu lugar.<br/>Especialmente deliciosas las hamburguesas.</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"676683.55 4613871.15"
"2250";"Baobab";"http://www.restaurantebaobab.com/";"Arzobispo Apaolaza, 10<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Lara.jpg"" align=""right""/>Lara</strong><br/>Vegetariano muy bueno y original.<br/>2 tipos de menú entre 10 y 20 euros</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"675264.73 4612165.11"
"2252";"Bronson";"https://es-es.facebook.com/Thebronsonbar";"Cinco de Marzo, 14<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Sofia.jpg"" align=""right""/>Sofía</strong><br/>Bar temático de las películas de Charles Bronson.<br/>Las hamburguesas son muy buenas y<br/>puedes tomarlas con un bigote postizo a lo Bronson</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"676368.86 4613509.16"
"2280";"La Birosta";"http://www.birosta.com/";"Universidad, 3<ul style=""background-color:#ccc;color:#000;padding:.2em""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Raquel.jpg"" align=""right""/>Raquel</strong><br/>Para vegetarianos y amantes de la comida vegetariana.<br/>Restaurante o bar de tapas muy recomendable</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"677191.57 4613600.64"
"2255";"Bar London";"http://www.barlondon.es/";"Pedro Cerbuna, 5<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Sophie.jpg"" align=""right""/>Sophie</strong><br/>Buenos bocadillos y baratos.<br/>Muy recomendable para estudiantes</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"675277.06 4612273.46"
"2259";"La Republicana";"http://larepublicana.es/";"Casto Méndez Núñez, 38<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Lucie.jpg"" align=""right""/>Lucie</strong><br/>Muy buena comida</li><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Guillermo.jpg"" align=""right""/>Guillermo</strong><br/>Uno de los mejores restaurantes de comida casera de Zaragoza.<br/>Sitio acogedor, repleto de objetos curiosos.<br/>Las papas con mojo son buenísimas</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"676739.59 4613664.23"
"2253";"El Plato Reberde";"https://es-es.facebook.com/elplatoreberde";"San Lorenzo, 5<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Iosune.jpg"" align=""right""/>Iosune</strong><br/>Restaurante innovador en el que puedes comer al estilo vegetariano y vegano</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"676966.57 4613635.97"
"2254";"Che!!!";"http://www.cherestaurant.es";"CC. Puerto Venecia. Jardines reales, 7<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Cristina.jpg"" align=""right""/>Cristina</strong><br/>Bufé libre de pasta y pizza con entrantes italianos.<br/>Se sirve como una degustación a la mesa y puedes repetir cuanto quieras</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"676099.49 4608673.44"
"2251";"San Petersburgo";"";"San Antonio Mª Claret, 47<ul style=""background-color:#ccc;color:#000;padding:.2em""><li style=""clear:both;min-width:200px;min-height:63px""><strong style=""color:#c33;font-size:1.1em""><img src=""//www.zaragoza.es/cont/paginas/sectores/jovenes/img/mapa2016/Raquel.jpg"" align=""right""/>Raquel</strong><br/>Hamburguesas baratísimas y muy buenas</li></ul>";"";"";"http://www.zaragoza.es/contenidos/iconos/generico.png";"";"false";"";"675339.04 4612580.82"
