



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
4619827;"Centro Abierto II para personas sin hogar 'Geranios'";"";"Servicio ininterrumpido 24 horas - 365 días al año.";"Alojamiento, desayuno, comida, cena y atención social.";"Metro: La Ventilla (línea 9) y Plaza Castilla (líneas 1, 9 y 10) Bus: 177";"Información Complementaria:    Plazas:  30   Tipología:  Mixta";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cbb7f0ff65204110VgnVCM1000000b205a0aRCRD";"GERANIOS";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28029";"ALMENARA";"TETUAN";"441316";"4480574";"40.47190449342552";"-3.693562914914793";"910 533 012     
";"";"madrid.centroabierto2@accem.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
4730799;"Centro Abierto Municipal para Personas Sin Hogar 'Catalina Labouré'";"";"Servicio ininterrumpido 24 horas - 365 días al año";"Alojamiento, desayuno, comida, merienda, cena. Atención social y sanitaria.";"Metro: Noviciado  Bus: 2, 10 y 147";"Información Complementaria:    Tipología:  Mixto   Plazas:  30";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4b0551ed741a7110VgnVCM1000000b205a0aRCRD";"POZAS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440172";"4475331";"40.42458252295717";"-3.70657424322161";"915 227 641";"915 227 641";"capozas@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
166878;"Centro Abierto para Personas Sin Hogar La Rosa";"";"Servicio ininterrumpido 24 horas - 365 días al año.";"Lavandería - Baños / Duchas - Zonas de estar y de reposo- Consigna - Programas de exigencia -Programas de apoyo psico-social -Trabajador Social, Auxiliares - Servicio de Vigilancia - Enfermería";"Metro: Príncipe Pío  Bus: 25, 39, 46, 69, 75 y 138";"Información Complementaria :   Tipología:  Mixto   Plazas:  30 + 5 de emergencias  Centro de baja exigencia (Entradas y salidas sin horario) por derivación previa de profesionales de la red";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1830085f5181c010VgnVCM1000000b205a0aRCRD";"REY";"PASEO";"V";"36";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438727";"4475505";"40.426044632775124";"-3.723624033247992";"915 591 534";"915 421 206";"ccalatrava@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
5428135;"Centro de Acogida 'Ciudad Lineal'";"";"De 17,30 a 10 horas.";"EQUIPAMIENTO:  Centro dotado de 15 plazas de alojamiento, 12 para hombres, 3 para mujeres y 1 para emergencias  SERVICIOS:  Alojamiento - Desayuno - Cena - Trabajo Social";"Metro: Iglesia";"Información Complementaria   Destinatarios:  Hombres y mujeres inmigrantes, mayores de edad y sin responsabilidades familiares.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=af2fb3690e404210VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"18";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441083";"4476468";"40.43489028042732";"-3.695941329828033";"914 464 739";"";"vicente.depaul@telefhcsantaluisa.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
4564055;"Centro de Acogida Municipal Para Personas Sin Hogar 'Juan Luis Vives'";"";"Servicio ininterrumpido - 365 días al año";"Alojamiento, desayuno, comida, merienda, cena. Podología, peluquería. Atención social, sanitaria y psicológica. Talleres polivalentes. Preparación para el empleo.";"Metro : Puerta de Arganda (Línea 9) Renfe: Vicálvaro Bus: 100, 106 y T 23";"Plazas :  132   Tipología :  Mixto  Acceso por derivación de otros servicios";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e13853a201322110VgnVCM1000000b205a0aRCRD";"ALCALDE JUAN DE MATA SEVILLANO";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28052";"CASCO HISTORICO DE VICALVARO";"VICALVARO";"450455";"4472421";"40.39904451044602";"-3.5851334414349343";"917 602 499";"917 753 838";"cajuanluisvives@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
11850;"Centro de Acogida Municipal Para Personas Sin Hogar San Isidro";"";"Ininterrumpido 365 días.";"Alojamiento, desayuno, comida, merienda, cena. Podología, peluquería, atención social, sanitaria y psicológica. Talleres y actividades ocupacionales y educativas.";"Metro: Príncipe Pío  Renfe: Principe Pío  Bus: 25 , 39 , 41, 46 , 69 , 75 , 138, N18, N20";"Información Complementaria:    Tipología :  Mixta   Plazas :  268  Acceso: directo y por derivación de otros servicios.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bec66051361c010VgnVCM1000000b205a0aRCRD";"REY";"PASEO";"V";"34";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438814";"4475406";"40.425159213661665";"-3.7225889519675133";"917 581 550";"917 581 565";"casanisidro@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
11856;"Centro de Acogida Municipal para Personas Sin Hogar - Puerta Abierta";"";"Servicio ininterrumpido, 24 horas los 365 días del año";"Alojamiento - Comida - Desayuno - Cena - Merienda -Terapia Ocupoional -  Atención Sanitaria y social - Podología - Peluquería - Talleres y actividades ocupacionales. Sala de consumo controlado de alcohol para la reducción del daño";"Bus: 35, 155, 483, 486, 487";"Información Complementaria: Plazas : 130  Tipología : Mixto.   Acceso:  Por derivación de otros servicios";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d4cc66051361c010VgnVCM1000000b205a0aRCRD";"PINAR DE SAN JOSE";"CALLE";"V";"104";"";"";"";"";"MADRID";"MADRID";"28044";"CUATRO VIENTOS";"LATINA";"434219";"4468614";"40.36362321657026";"-3.776049860378445";"91 511 21 00";"";"puertaabierta@grupo5.net";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
6323009;"Centro de Acogida de Emergencia para personas sin hogar Vallecas";"Centro de acogida ante el frío de diciembre a marzo";"De 21 a 8 horas. De diciembre a marzo";"Alojamiento, desayuno y cena. Atención social y sanitaria.";"Servicio especial de la EMT desde la Glorieta de Atocha. Bus T3, de lunes a viernes, desde la estación de Cercanías El Pozo o estación de Metro Sierra de Guadalupe.";"130 plazas para hombres. Acceso directo y/o por derivación de otros servicios.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35060e1cbf585310VgnVCM1000000b205a0aRCRD";"POZO DEL TIO RAIMUNDO";"CAMINO";"V";"7";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"444929";"4469592";"40.37321128214791";"-3.6500028877976223";"662 176 202";"";"munifrio@accem.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
6322988;"Centro de Día Acogida de Emergencia para personas sin hogar Pinar de San José";"Centro de acogida ante el frío del 25 de noviembre al 30 de marzo.";"De 20:00 a 8:00 horas";"Comida y merienda. Atención social y actividades ocupacionales.";"Autobús: 483, 486 y 487";"30 plazas para hombres y mujeres. Acceso por derivación de los recursos de la Campaña contra el Frío.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7b520e1cbf585310VgnVCM1000000b205a0aRCRD";"PINAR DE SAN JOSE";"CALLE";"V";"106";"";"";"";"";"MADRID";"MADRID";"28044";"CUATRO VIENTOS";"LATINA";"434184";"4468613";"40.363611441480245";"-3.776461943528168";"662 176 182";"915 117 108";"munifrio@accem.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
5309217;"Centro de acogida a familias inmigrantes - Valdelatas";"";"Abierto 24 horas  Horario de atención: De lunes a viernes de 9 a 22 horas";"Equipamiento para 22 plazas familiares independientes.  Servicios   Alojamiento  Escolarización de menores  Talleres formativos  Trabajo social  Búsqueda de empleo  Espacio infantil para niños de 0 a 3 años  Información y orientación hacia la vivienda  Seguimiento en comunidad.";"Bus: 712, 713, 714, 716, 724 (desde Plaza de Castilla)";"Este programa en su origen se denominó Proyecto APOI y únicamente prestaba servicio a las familias inmigrantes procedentes de minorías étnicas de Europa del Este , en la actualidad  está abierto a  familias extranjeras de cualquier nacionalidad  en situación de urgente necesidad y carente de medios económicos.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf6b1d53a63d0210VgnVCM1000000b205a0aRCRD";"M-607";"CARRETERA";"T";"1410";"";"";"";"";"MADRID";"MADRID";"28049";"EL GOLOSO";"FUENCARRAL-EL PARDO";"441748";"4486584";"40.52606619329818";"-3.689032503640983";"917 340 169/ 671 684 087";"";"apoi.valdelatas@accem.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/AlberguesSocialesCentrosAcogida"; 
