



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5666239;"Centro de Adolescentes y Jóvenes ASPA Nº 1";"";"Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 21 horas y los sábados para la realización de actividades planificadas.";"A)  Proyecto de Apoyo Socioeducativo : Adolescentes de 12 a 18 años en situación de desprotección social, así como sus familias que presenten dificultades en el ejercicio de sus funciones parentales.   Intervenciones Psico-socio-educativas con los adolescentes y sus familias.  Intervención en medio abierto para detección de los adolescentes y jóvenes en riesgo.  Intervenciones grupales (talleres, salidas, deporte, ocio y tiempo libre)   B)  Proyecto de Apoyo Prevención Temprana de situaciones de violencia : Adolescentes de 12 a 18 años que de forma individual o a través de su integración en grupos organizados protagonicen actos de violencia hacia sus iguales, sus adultos de referencia u otros miembros de la sociedad   Intervención en situaciones de violencia causadas por  los adolescentes y jóvenes en medio abierto.  Intervenciones específicas en centros educativos para la resolución de conflictos, violencia entre iguales, etc.   C)  Proyecto de Apoyo Prelaboral : Adolescentes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar que se encuentren en situación de riesgo o de exclusión social.   Taller de inserción sociolaboral: (formación en entrevistas de trabajo, búsqueda autónoma de empleo, otros espacios de búsqueda activa de empleo a través de prensa, internet, teléfono, etc).  Asesoramiento sociolaboral individualizado, orientación formativa, acompañamiento a entrevistas.  Asesoramiento a empresas: información sobre modalidades y procedimientos de contratación, preselección de candidatos.  Intermediación laboral: seguimiento durante todo el proceso de selección, incorporación, contratación y mantenimiento del empleo.";"Metro: Estrecho (Línea 1) Bus: 124, 128, 3, 66";"Acceso:  Acudir al  Centro de Servicios Sociales  que corresponda por domicilio en horario de atención al público o acudir directamente al Centro de Adolescentes asignado al Distrito.   Ámbito de actuación:  Tetuán, Chamberí, Fuencarral-El Pardo, Moncloa-Aravaca, Chamartín.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a60df44795448210VgnVCM2000000c205a0aRCRD";"CASTILLA";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"440359";"4478497";"40.45312576018934";"-3.7046559971852204";"911 880 334";"";"adolescentesjovenes1@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"; 
5685956;"Centro de Adolescentes y Jóvenes ASPA Nº 2";"";"Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 21 horas y los sábados para la realización de actividades planificadas.";"A)  Proyecto de Apoyo Socioeducativo : Adolescentes de 12 a 18 años en situación de desprotección social, así como sus familias que presenten dificultades en el ejercicio de sus funciones parentales.   Intervenciones Psico-socio-educativas con los adolescentes y sus familias.  Intervención en medio abierto para detección de  los adolescentes y jóvenes en riesgo.  Intervenciones grupales (talleres, salidas, deporte, ocio y tiempo libre)   B)  Proyecto de Apoyo Prevención Temprana de situaciones de violencia : Adolescentes de 12 a 18 años que de forma individual o a través de su integración en grupos organizados protagonicen actos de violencia hacia sus iguales, sus adultos de referencia u otros miembros de la sociedad   Intervención en situaciones de violencia causadas por los adolescentes y jóvenes en medio abierto.  Intervenciones específicas en centros educativos para la resolución de conflictos, violencia entre iguales, etc.   C)  Proyecto de Apoyo Prelaboral : Adolescentes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar que se encuentren en situación de riesgo o de exclusión social.   Taller de inserción sociolaboral: (formación en entrevistas de trabajo, búsqueda autónoma de empleo, otros espacios de búsqueda activa de empleo a través de prensa, internet, teléfono, etc).  Asesoramiento sociolaboral individualizado, orientación formativa, acompañamiento a entrevistas.  Asesoramiento a empresas: información sobre modalidades y procedimientos de contratación, preselección de candidatos.  Intermediación laboral: seguimiento durante todo el proceso de selección, incorporación, contratación y mantenimiento del empleo.";"Metro: Alsacia (Línea 2)  Bus: 140, 203, 106, E2, E3, N7, N27";"Acceso:  Acudir al  Centro de Servicios Sociales  que corresponda por domicilio en horario de atención al público o acudir directamente al Centro de Adolescentes asignado al Distrito.   Ámbito de actuación:  Moratalaz, Ciudad Lineal, Hortaleza, San Blas-Canillejas, Barajas.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12bce7db0d598210VgnVCM1000000b205a0aRCRD";"POSTDAM";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28032";"PUEBLO NUEVO";"CIUDAD LINEAL";"447098";"4474156";"40.414476616935495";"-3.6248229189058034";"911 880 335";"";"adolescentesjovenes2@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"; 
5685966;"Centro de Adolescentes y Jóvenes ASPA Nº 3";"";"Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 21 horas y los sábados para la realización de actividades planificadas.";"A)  Proyecto de Apoyo Socioeducativo : Adolescentes de 12 a 18 años en situación de desprotección social, así como sus familias que presenten dificultades en el ejercicio de sus funciones parentales.   Intervenciones Psico-socio-educativas con los adolescentes y sus familias.  Intervención en medio abierto para detección de los adolescentes y jóvenes en riesgo.  Intervenciones grupales (talleres, salidas, deporte, ocio y tiempo libre)   B)  Proyecto de Apoyo Prevención Temprana de situaciones de violencia : Adolescentes de 12 a 18 años que de forma individual o a través de su integración en grupos organizados protagonicen actos de violencia hacia sus iguales, sus adultos de referencia u otros miembros de la sociedad   Intervención en situaciones de violencia causadas por los adolescentes y jóvenes en medio abierto.  Intervenciones específicas en centros educativos para la resolución de conflictos, violencia entre iguales, etc.   C)  Proyecto de Apoyo Prelaboral : Adolescentes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar que se encuentren en situación de riesgo o de exclusión social.   Taller de inserción sociolaboral: (formación en entrevistas de trabajo, búsqueda autónoma de empleo, otros espacios de búsqueda activa de empleo a través de prensa, internet, teléfono, etc).  Asesoramiento sociolaboral individualizado, orientación formativa, acompañamiento a entrevistas.  Asesoramiento a empresas: información sobre modalidades y procedimientos de contratación, preselección de candidatos.  Intermediación laboral: seguimiento durante todo el proceso de selección, incorporación, contratación y mantenimiento del empleo.";"Metro: Arganzuela-Planetario (Línea 6); Legazpi (Línea 6 y Línea 3)  Bus: 6, 8, 18, 19, 22, 45, 47, 59, 62, 76, 78, 85, 86, 123, 148, 156, 247, N12, N13, N14, T32";"Acceso:  Acudir al  Centro de Servicios Sociales  que corresponda por domicilio en horario de atención al público o acudir directamente al Centro de Adolescentes asignado al Distrito.   Ámbito de actuación:  Centro, Villaverde, Usera, Arganzuela, Retiro, Salamanca.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=858fe7db0d598210VgnVCM1000000b205a0aRCRD";"HIERRO";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28045";"DELICIAS";"ARGANZUELA";"441425";"4471829";"40.39313313616549";"-3.691469731277082";"911 880 336";"";"adolescentesjovenes3@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"; 
5686562;"Centro de Adolescentes y Jóvenes ASPA Nº 4";"";"Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 21 horas y los sábados para la realización de actividades planificadas.";"A)  Proyecto de Apoyo Socioeducativo : Adolescentes de 12 a 18 años en situación de desprotección social, así como sus familias que presenten dificultades en el ejercicio de sus funciones parentales.   Intervenciones Psico-socio-educativas con los adolescentes y sus familias.  Intervención en medio abierto para detección de los adolescentes y jóvenes en riesgo.  Intervenciones grupales (talleres, salidas, deporte, ocio y tiempo libre)   B)  Proyecto de Apoyo Prevención Temprana de situaciones de violencia : Adolescentes de 12 a 18 años que de forma individual o a través de su integración en grupos organizados protagonicen actos de violencia hacia sus iguales, sus adultos de referencia u otros miembros de la sociedad   Intervención en situaciones de violencia causadas por los adolescentes y jóvenes en medio abierto.  Intervenciones específicas en centros educativos para la resolución de conflictos, violencia entre iguales, etc.   C)  Proyecto de Apoyo Prelaboral : Adolescentes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar que se encuentren en situación de riesgo o de exclusión social.   Taller de inserción sociolaboral: (formación en entrevistas de trabajo, búsqueda autónoma de empleo, otros espacios de búsqueda activa de empleo a través de prensa, internet, teléfono, etc).  Asesoramiento sociolaboral individualizado, orientación formativa, acompañamiento a entrevistas.  Asesoramiento a empresas: información sobre modalidades y procedimientos de contratación, preselección de candidatos.  Intermediación laboral: seguimiento durante todo el proceso de selección, incorporación, contratación y mantenimiento del empleo.";"Bus: 35, 155 Metro: La Peseta (Línea 11)";"Acceso:  Acudir al  Centro de Servicios Sociales  que corresponda por domicilio en horario de atención al público o acudir directamente al Centro de Adolescentes asignado al Distrito.   Ámbito de actuación:  Latina y Carabanchel.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bedb9aa16698210VgnVCM1000000b205a0aRCRD";"PATRIMONIO DE LA HUMANIDAD";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28054";"BUENAVISTA";"CARABANCHEL";"435279";"4468436";"40.36210281029443";"-3.7635483773274845";"911 880 337";"";"adolescentesjovenes4@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"; 
8278630;"Centro de Adolescentes y Jóvenes ASPA Nº 5 - CAÑADA REAL";"";"Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 21 horas y los sábados para la realización de actividades planificadas.";"A)  Proyecto de Apoyo Socioeducativo : Adolescentes de 12 a 18 años en situación de desprotección social, así como sus familias que presenten dificultades en el ejercicio de sus funciones parentales.   Intervenciones Psico-socio-educativas con los adolescentes y sus familias.  Intervención en medio abierto para detección de los adolescentes y jóvenes en riesgo.  Intervenciones grupales (talleres, salidas, deporte, ocio y tiempo libre)   B)  Proyecto de Apoyo Prevención Temprana de situaciones de violencia : Adolescentes de 12 a 18 años que de forma individual o a través de su integración en grupos organizados protagonicen actos de violencia hacia sus iguales, sus adultos de referencia u otros miembros de la sociedad   Intervención en situaciones de violencia causadas por los adolescentes y jóvenes en medio abierto.  Intervenciones específicas en centros educativos para la resolución de conflictos, violencia entre iguales, etc.   C)  Proyecto de Apoyo Prelaboral : Adolescentes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar que se encuentren en situación de riesgo o de exclusión social.   Taller de inserción sociolaboral: (formación en entrevistas de trabajo, búsqueda autónoma de empleo, otros espacios de búsqueda activa de empleo a través de prensa, internet, teléfono, etc).  Asesoramiento sociolaboral individualizado, orientación formativa, acompañamiento a entrevistas.  Asesoramiento a empresas: información sobre modalidades y procedimientos de contratación, preselección de candidatos.  Intermediación laboral: seguimiento durante todo el proceso de selección, incorporación, contratación y mantenimiento del empleo.";"";"Acceso:  Acudir al  Centro de Servicios Sociales  que corresponda por domicilio en horario de atención al público o acudir directamente al Centro de Adolescentes asignado al Distrito.   Ámbito de actuación:  Cañada Real";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fa3c53c6862d0510VgnVCM1000000b205a0aRCRD";"VERTEDERO MUNICIPAL VALDEMINGOMEZ";"CARRETERA";"V";"157";"";"";"";"";"MADRID";"MADRID";"28051";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"451054";"4466036";"40.3415591020283";"-3.5775721264139655";"";"";"adolescentesjovenes5@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"; 
8278615;"Centro de Adolescentes y Jóvenes ASPA Nº 5 - VICÁLVARO";"";"Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 21 horas y los sábados para la realización de actividades planificadas.";"A)  Proyecto de Apoyo Socioeducativo : Adolescentes de 12 a 18 años en situación de desprotección social, así como sus familias que presenten dificultades en el ejercicio de sus funciones parentales.   Intervenciones Psico-socio-educativas con los adolescentes y sus familias.  Intervención en medio abierto para detección de los adolescentes y jóvenes en riesgo.  Intervenciones grupales (talleres, salidas, deporte, ocio y tiempo libre)   B)  Proyecto de Apoyo Prevención Temprana de situaciones de violencia : Adolescentes de 12 a 18 años que de forma individual o a través de su integración en grupos organizados protagonicen actos de violencia hacia sus iguales, sus adultos de referencia u otros miembros de la sociedad   Intervención en situaciones de violencia causadas por los adolescentes y jóvenes en medio abierto.  Intervenciones específicas en centros educativos para la resolución de conflictos, violencia entre iguales, etc.   C)  Proyecto de Apoyo Prelaboral : Adolescentes de 16 a 21 años que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción social y escolar que se encuentren en situación de riesgo o de exclusión social.   Taller de inserción sociolaboral: (formación en entrevistas de trabajo, búsqueda autónoma de empleo, otros espacios de búsqueda activa de empleo a través de prensa, internet, teléfono, etc).  Asesoramiento sociolaboral individualizado, orientación formativa, acompañamiento a entrevistas.  Asesoramiento a empresas: información sobre modalidades y procedimientos de contratación, preselección de candidatos.  Intermediación laboral: seguimiento durante todo el proceso de selección, incorporación, contratación y mantenimiento del empleo.";"Metro: San Cipriano (Línea 9)  Bus: 4, 106, E3, N7";"Acceso:  Acudir al  Centro de Servicios Sociales  que corresponda por domicilio en horario de atención al público o acudir directamente al Centro de Adolescentes asignado al Distrito.   Ámbito de actuación:  Vicálvaro, Villa de Vallecas, Puente de Vallecas";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a0c4ee03f52d0510VgnVCM1000000b205a0aRCRD";"FUENTE DE SAN PEDRO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"448881";"4472894";"40.40321927875762";"-3.603718607231581";"911 880 338";"";"adolescentesjovenes5@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"; 
161534;"Centro de Apoyo a las Familias CAF 1";"";"De lunes a viernes, en horario continuado de 8:30 a 20 horas.";"Información a familias y profesionales:  presencial, telefónica o telemática.   Orientación social : atención social a las familias. Información y derivación a programas o recursos, si procede.   Asesoramiento juridico : información y orientación desde el punto de vista legal, en asuntos relacionados con la familia (filiación, disolución de régimen económico matrimonial, divorcio, ruptura de pareja, herencias, etc).   Atención psicológica ante las dificultades en el ámbito de las relaciones familiares : orientación e intervención, en función de la situación familiar.   Atención y prevención de las relaciones de violencia en el ámbito familiar : intervención dirigida a todos los miembros de la familia, tanto a quienes sufren como a quienes ejercen la violencia, para reducirla y prevenir futuras situaciones de violencia.    Mediación familiar  : apoyo profesional para ayudar a afrontar y gestionar situaciones de conflicto, promoviendo acuerdos consensuados (ruptura de pareja, cuidado de mayores o dependientes, discrepancias intergeneracionales, etc.).    Espacio de relación para familias c   on niños y niñas de 0 a 3 años : grupos de padres y madres e hijos/as en los que, a través del juego y la información, se favorece la vinculación afectiva, el intercambio de experiencias y la creación de redes entre familias.    Formación a familias :  actividades grupales de reflexión y formación, dirigidas a familias y profesionales, para la promoción de habilidades en la convivencia familiar. Programa formativo mensual en  http://www.madrid.es/     Participación comunitaria  (colaborar con la red social): el  CAF  promueve la coordinación con la red social y la participación de las familias en actividades comunitarias.    Bancos del Tiempo  : redes de ayuda mutua entre la ciudadanía, de intercambio de servicios, cuya unidad de valor es la hora.";"Metro: Iglesia (Línea 1) Bus: 3, 5, 16, 40, 61, 147";"Información  telefónica, presencial, virtual (Internet - correo Electrónico)   Ámbito de actuación : distritos de Centro, Salamanca, Chamberí, y Moncloa-Aravaca";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7f61ba61e681c010VgnVCM1000000b205a0aRCRD";"RAFAEL CALVO";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441022";"4476324";"40.43358873095472";"-3.696647094545171";"915 061 860/861";"";"caf-1@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosOrientacionAtencionFamilia"; 
161541;"Centro de Apoyo a las Familias CAF 2";"";"De lunes a viernes, en horario continuado de 8:30 a 20 horas.";"Información a familias y profesionales:  presencial, telefónica o telemática.   Orientación Social : atención social a las familias. Información y derivación a programas o recursos, si procede.   Asesoramiento juridico : información y orientación desde el punto de vista legal, en asuntos relacionados con la familia (filiación, disolución de régimen económico matrimonial, divorcio, ruptura de pareja, herencias, etc).   Atención psicológica ante las dificultades en el ámbito de las relaciones familiares : orientación e intervención, en función de la situación familiar.   Atención y prevención de las relaciones de violencia en el ámbito familiar : intervención dirigida a todos los miembros de la familia, tanto a quienes sufren como a quienes ejercen la violencia, para reducirla y prevenir futuras situaciones de violencia.    Mediación familiar  : apoyo profesional para ayudar a afrontar y gestionar situaciones de conflicto, promoviendo acuerdos consensuados (ruptura de pareja, cuidado de mayores o dependientes, discrepancias intergeneracionales, etc.).    Espacio de relación para familias    con niños y niñas de 0 a 3 años  : grupos de padres y madres e hijos/as en los que, a través del juego y la información, se favorece la vinculación afectiva, el intercambio de experiencias y la creación de redes entre familias.     Formación a familias :  actividades grupales de reflexión y formación, dirigidas a familias y profesionales, para la promoción de habilidades en la convivencia familiar. Programa formativo mensual en  http://www.madrid.es/     Participación comunitaria  (colaborar con la red social): el  CAF  promueve la coordinación con la red social y la participación de las familias en actividades comunitarias.    Bancos del Tiempo  : redes de ayuda mutua entre la ciudadanía, de intercambio de servicios, cuya unidad de valor es la hora.";"Metro: Campo de las Naciones (Línea 8), Canillas (Línea 4) Bus: 104, 112, 122, 153";"Información  telefónica, presencial, virtual (Internet - correo electrónico)   Ámbito de actuación:  distritos de Ciudad Lineal, Hortaleza, Barajas.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c591ba61e681c010VgnVCM1000000b205a0aRCRD";"FRANCISCO MOREJON";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28043";"PIOVERA";"HORTALEZA";"447256";"4479133";"40.45931333028378";"-3.6233864042484667";"913 677 655";"";"caf-2@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosOrientacionAtencionFamilia"; 
161546;"Centro de Apoyo a las Familias CAF 3";"";"De lunes a viernes, en horario continuado de 8:30 a 20 horas.";"Información a familias y profesionales:  presencial, telefónica o telemática.   Orientación social : atención social a las familias. Información y derivación a programas o recursos, si procede.   Asesoramiento juridico : información y orientación desde el punto de vista legal, en asuntos relacionados con la familia (filiación, disolución de régimen económico matrimonial, divorcio, ruptura de pareja, herencias, etc).   Atención psicológica ante las dificultades en el ámbito de las relaciones familiares : orientación e intervención, en función de la situación familiar.   Atención y prevención de las relaciones de violencia en el ámbito familiar : intervención dirigida a todos los miembros de la familia, tanto a quienes sufren como a quienes ejercen la violencia, para reducirla y prevenir futuras situaciones de violencia.    Mediación familiar  : apoyo profesional para ayudar a afrontar y gestionar situaciones de conflicto, promoviendo acuerdos consensuados (ruptura de pareja, cuidado de mayores o dependientes, discrepancias intergeneracionales, etc.).    Espacio de relación para familias c   on niños y niñas de 0 a 3 años  : grupos de padres y madres e hijos/as en los que, a través del juego y la información, se favorece la vinculación afectiva, el intercambio de experiencias y la creación de redes entre familias.     Formación a familias :  actividades grupales de reflexión y formación, dirigidas a familias y profesionales, para la promoción de habilidades en la convivencia familiar. Programa formativo mensual en  http://www.madrid.es/     Participación comunitaria  (colaborar con la red social): el  CAF  promueve la coordinación con la red social y la participación de las familias en actividades comunitarias.    Bancos del Tiempo  : redes de ayuda mutua entre la ciudadanía, de intercambio de servicios, cuya unidad de valor es la hora.";"Metro: Plaza Elíptica (Líneas  6, 11)    Bus: 6, 60, 81,78";"Información  telefónica, presencial, virtual (Internet - correo electrónico)   Ámbito de Actuación  Usera, Villaverde y Carabanchel.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cb1ba61e681c010VgnVCM1000000b205a0aRCRD";"RAFAELA YBARRA";"AVENIDA";"V";"41";"";"";"";"";"MADRID";"MADRID";"28026";"PRADOLONGO";"USERA";"439780";"4470653";"40.38241253009179";"-3.7107515747822353";"914 632 342 ";"";"caf-3@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosOrientacionAtencionFamilia"; 
168493;"Centro de Apoyo a las Familias CAF 4";"";"De lunes a viernes, en horario continuado de 8:30 a 20 horas.";"Información a familias y profesionales:  presencial, telefónica o telemática.   Orientación social : atención social a las familias. Información y derivación a programas o recursos, si procede.   Asesoramiento juridico : información y orientación desde el punto de vista legal, en asuntos relacionados con la familia (filiación, disolución de régimen económico matrimonial, divorcio, ruptura de pareja, herencias, etc).   Atención psicológica ante las dificultades en el ámbito de las relaciones familiares : orientación e intervención, en función de la situación familiar.   Atención y prevención de las relaciones de violencia en el ámbito familiar : intervención dirigida a todos los miembros de la familia, tanto a quienes sufren como a quienes ejercen la violencia, para reducirla y prevenir futuras situaciones de violencia.    Mediación familiar  : apoyo profesional para ayudar a afrontar y gestionar situaciones de conflicto, promoviendo acuerdos consensuados (ruptura de pareja, cuidado de mayores o dependientes, discrepancias intergeneracionales, etc.).   Espacio de relación para familias  con niños y niñas de 0 a 3 años :  grupos de padres y madres e hijos/as en los que, a través del juego y la información, se favorece la vinculación afectiva, el intercambio de experiencias y la creación de redes entre familias.    Formación a familias :  actividades grupales de reflexión y formación, dirigidas a familias y profesionales, para la promoción de habilidades en la convivencia familiar. Programa formativo mensual en  http://www.madrid.es/     Participación comunitaria  (colaborar con la red social): el  CAF  promueve la coordinación con la red social y la participación de las familias en actividades comunitarias.    Bancos del Tiempo  : redes de ayuda mutua entre la ciudadanía, de intercambio de servicios, cuya unidad de valor es la hora.";"Cercanías - Renfe: Asamblea de Madrid-Entrevías (Línea C-7) Bus: 24, 102, 111";"Información  telefónica, presencial, virtual (Internet - correo electrónico)   Ámbito de actuación:  distritos de Puente de Vallecas, Villa de Vallecas y Retiro.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98a4085f5181c010VgnVCM1000000b205a0aRCRD";"CONDE RODRIGUEZ SAN PEDRO";"CALLE";"V";"59";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"443216";"4470748";"40.38351004859704";"-3.6702830279075456";"914 780 630";"";"caf-4@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosOrientacionAtencionFamilia"; 
