FID,residuo,recogida,volumen,cantidad,fecha,tooltip,geometry
da_envases.fid--295bdb9_15f5b982349_-646e,ENVASES,CARGA LATERAL,3200,1,2017-03-16T12:40:30.443,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (370817.5937997695 4062302.0864471365)
da_envases.fid--295bdb9_15f5b982349_-646d,ENVASES,CARGA LATERAL,3200,1,2015-11-30T20:11:24.893,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (372369.2219314365 4064060.5833302625)
da_envases.fid--295bdb9_15f5b982349_-646c,ENVASES,CARGA LATERAL,3200,1,2015-10-07T08:05:43.073,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (369494.6910052148 4058471.643425538)
da_envases.fid--295bdb9_15f5b982349_-646b,ENVASES,CARGA LATERAL,3200,1,2016-01-19T09:48:18.46,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (370395.63963917503 4063678.996340763)
da_envases.fid--295bdb9_15f5b982349_-646a,ENVASES,CAMPANA,3000,1,2016-01-28T09:57:36.047,Contenedor de ENVASES de tipo CAMPANA,POINT (379193.84384852427 4065849.4272256875)
da_envases.fid--295bdb9_15f5b982349_-6469,ENVASES,CARGA LATERAL,3200,1,2017-03-21T10:00:32.43,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (369968.78937924583 4061562.2085414464)
da_envases.fid--295bdb9_15f5b982349_-6468,ENVASES,CAMPANA,3000,1,2017-03-21T10:39:05.83,Contenedor de ENVASES de tipo CAMPANA,POINT (371951.52816693444 4063578.3022391773)
da_envases.fid--295bdb9_15f5b982349_-6467,ENVASES,CARGA LATERAL,3200,1,2017-05-26T08:28:49.09,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (362020.8951518214 4065302.261904206)
da_envases.fid--295bdb9_15f5b982349_-6466,ENVASES,CAMPANA,3000,1,2016-11-07T08:21:07.47,Contenedor de ENVASES de tipo CAMPANA,POINT (373422.36547194753 4065243.028474114)
da_envases.fid--295bdb9_15f5b982349_-6465,ENVASES,CAMPANA,3000,1,2016-11-07T08:22:05.073,Contenedor de ENVASES de tipo CAMPANA,POINT (373420.86227775516 4065244.6609368413)
da_envases.fid--295bdb9_15f5b982349_-6464,ENVASES,CAMPANA,3000,1,2016-10-27T10:05:26.943,Contenedor de ENVASES de tipo CAMPANA,POINT (373108.16756013304 4065234.085674526)
da_envases.fid--295bdb9_15f5b982349_-6463,ENVASES,SOTERRADO SUPERIOR,5000,1,2016-11-04T10:37:17.467,Contenedor de ENVASES de tipo SOTERRADO SUPERIOR,POINT (373207.6940840459 4065190.237112744)
da_envases.fid--295bdb9_15f5b982349_-6462,ENVASES,CARGA LATERAL,3200,1,2016-01-14T10:06:06.41,Contenedor de ENVASES de tipo CARGA LATERAL,POINT (374997.2351574542 4066236.8381691063)
da_envases.fid--295bdb9_15f5b982349_-6461,ENVASES,CAMPANA,3000,1,2016-01-28T10:06:58.64,Contenedor de ENVASES de tipo CAMPANA,POINT (378873.3687579968 4066299.3658533585)
da_envases.fid--295bdb9_15f5b982349_-6460,ENVASES,CAMPANA,3000,1,2016-01-28T10:13:00.907,Contenedor de ENVASES de tipo CAMPANA,POINT (378486.303743373 4066373.995834144)
da_envases.fid--295bdb9_15f5b982349_-645f,ENVASES,CAMPANA,3000,1,2016-01-28T10:15:42.997,Contenedor de ENVASES de tipo CAMPANA,POINT (378547.68398803566 4066713.1760968682)
da_envases.fid--295bdb9_15f5b982349_-645e,ENVASES,CAMPANA,3000,1,2016-01-28T10:25:47.77,Contenedor de ENVASES de tipo CAMPANA,POINT (378374.72250276967 4065768.7849611216)
da_envases.fid--295bdb9_15f5b982349_-645d,ENVASES,CAMPANA,3000,1,2016-01-28T10:35:48.647,Contenedor de ENVASES de tipo CAMPANA,POINT (378113.88051969535 4065418.632121124)
da_envases.fid--295bdb9_15f5b982349_-645c,ENVASES,CAMPANA,3000,1,2016-01-28T10:48:20.723,Contenedor de ENVASES de tipo CAMPANA,POINT (377834.2446907867 4065288.9781321785)
da_envases.fid--295bdb9_15f5b982349_-645b,ENVASES,CAMPANA,3000,1,2016-01-28T10:48:20.723,Contenedor de ENVASES de tipo CAMPANA,POINT (377834.2446907867 4065288.9781321785)
da_envases.fid--295bdb9_15f5b982349_-645a,ENVASES,CAMPANA,3000,1,2017-01-09T11:39:12.7,Contenedor de ENVASES de tipo CAMPANA,POINT (377721.3248677126 4065302.2800171217)
