;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
Población de Derecho del municipio de Valladolid;;;;;;;;
;;;;;;;;
;;;;;;;;
Fecha       ;;;Población;;;;;
31/12/1860;;;57.356;;;;;
31/12/1876;;;54.792;;;;;
31/12/1900   Censo;;;70.951;;;;;
31/12/1910   Censo;;;72.114;;;;;
31/12/1920   Censo/Padrón;;;75.687;;;;;
31/12/1924   Padrón;;;81.944;;;;;
31/12/1925;;;83.947;;;;;
31/12/1926;;;88.381;;;;;
31/12/1927;;;90.605;;;;;
31/12/1928;;;93.029;;;;;
31/12/1929;;;95.344;;;;;
31/12/1930   Censo/Padrón;;;90.004;;;;;
31/12/1932;;;94.269;;;;;
31/12/1935;;;98.531;;;;;
31/12/1939;;;103.187;;;;;
31/12/1940   Censo/Padrón;;;108.902;;;;;
31/12/1941;;;109.354;;;;;
31/12/1942;;;110.652;;;;;
31/12/1943;;;112.910;;;;;
31/12/1944;;;115.323;;;;;
31/12/1945   Padrón;;;112.509;;;;;
31/12/1946;;;115.033;;;;;
31/12/1947;;;117.157;;;;;
31/12/1948;;;121.265;;;;;
31/12/1949;;;123.942;;;;;
31/12/1950   Censo/Padrón;;;119.499;;;;;
31/12/1951;;;121.709;;;;;
31/12/1952;;;124.129;;;;;
31/12/1953;;;126.152;;;;;
31/12/1954;;;128.871;;;;;
31/12/1955   Padrón;;;127.568;;;;;
31/12/1956;;;130.047;;;;;
31/12/1957;;;134.478;;;;;
31/12/1958;;;139.513;;;;;
31/12/1959;;;143.511;;;;;
31/12/1960   Censo/Padrón;;;150.959;;;;;
31/12/1961;;;154.153;;;;;
31/12/1962;;;157.397;;;;;
31/12/1963;;;160.414;;;;;
31/12/1964;;;170.115;;;;;
31/12/1965   Padrón;;;175.254;;;;;
31/12/1966;;;186.654;;;;;
31/12/1967;;;195.378;;;;;
31/12/1968;;;201.933;;;;;
31/12/1969;;;208.731;;;;;
31/12/1970   Censo/Padrón;;;233.974;;;;;
31/12/1971;;;240.024;;;;;
31/12/1972;;;247.160;;;;;
31/12/1973;;;255.800;;;;;
31/12/1974;;;268.428;;;;;
31/12/1975   Padrón;;;285.960;;;;;
31/12/1976;;;297.255;;;;;
31/12/1977;;;308.523;;;;;
31/12/1978;;;315.486;;;;;
31/12/1979;;;323.579;;;;;
31/12/1980;;;330.176;;;;;
01/03/1981   Censo/Padrón;;;320.281;;;;;
31/03/1982;;;325.163;;;;;
31/03/1983;;;329.028;;;;;
31/03/1984;;;331.404;;;;;
31/03/1985;;;332.620;;;;;
01/04/1986   Padrón;;;327.452;;;;;
01/01/1987;;;329.206;;;;;
01/01/1988;;;331.461;;;;;
01/01/1989;;;333.230;;;;;
01/01/1990;;;333.680;;;;;
01/03/1991   Censo/Padrón;;;330.700;;;;;
01/01/1992;;;330.428;;;;;
01/01/1993;;;334.886;;;;;
01/01/1994;;;336.917;;;;;
01/01/1995;;;334.820;;;;;
01/05/1996   Padrón;;;319.805;;;;;
01/01/1998;;;319.946;;;;;
01/01/1999;;;319.998;;;;;
01/01/2000;;;319.129;;;;;
01/01/2001;;;318.293;;;;;
01/01/2002;;;318.576;;;;;
01/01/2003;;;321.143;;;;;
01/01/2004;;;321.713;;;;;
01/01/2005;;;321.001;;;;;
01/01/2006;;;319.943;;;;;
01/01/2007;;;316.564;;;;;
01/01/2008;;;318.461;;;;;
01/01/2009;;;317.864;;;;;
01/01/2010;;;315.522;;;;;
01/01/2011;;;313.437;;;;;
01/01/2012;;;311.501;;;;;
01/01/2013;;;309.714;;;;;
01/01/2014;;;306.830;;;;;
01/01/2015;;;303.905;;;;;
01/01/2016;;;301.876;;;;;
01/01/2017 (*);;;302.884;;;;;
01/07/2017 (*);;;300.824;;;;;
;;;;;;;;
Fuente: Censos de Población, Padrones de Habitantes y Rectificaciones Padronales.Instituto Nacional de Estadística (I.N.E.). Ayuntamiento de Valladolid. ;;;;;;;;
(*) Fuente: Ayuntamiento de Valladolid, lectura de la base de datos del Padrón de Habitantes a la fecha indicada. ;;;;;;;;
;;;;;;;;
La población de hecho del municipio está formada por los residentes presentes y los transeúntes del mismo. La suma de residentes presentes y ausentes constituye la población de derecho. ;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
