"Ayuntamiento
de Valladolid";;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
El clima del Municipio de Valladolid. Periodo 1997-2012.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 1: Temperaturas medias mensuales en §C por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 2: Temperaturas m ximas absolutas en §C por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 3: Temperaturas m¡nimas absolutas en §C por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 4: Humedad media mensual en porcentaje por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 5: Precipitaci¢n total en mil¡metros por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 6: D¡as con temperatura igual o inferior a 0§C por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 7: D¡as con temperatura igual o superior a 25§C por a¤os y meses.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabla 8: N£mero de horas de sol por a¤os y meses. ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Situaci¢n del Observatorio Meteorol¢gico:;;;;;;;;;;;;;;;;;
Altitud:           735 m.;;;;;;;;;;;;;;;;;
Latitud:     41§ 38ï 27'' Norte.;;;;;;;;;;;;;;;;;
Longitud:    4§ 45ï 16'' Oeste.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Temperaturas medias mensuales en §C por a¤os y meses. Observatorio de Valladolid.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
A¤o;;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;;ÿÿÿÿÿTotal;;
1997;;4,8;8,6;12,0;13,6;14,9;16,9;20,5;22,6;20,2;15,6;8,8;5,6;;13,7;;
1998;;6,2;8,1;11,1;9,5;14,3;19,4;22,4;23,2;18,6;12,3;7,6;3,0;;13,0;;
1999;;3,8;5,3;8,6;11,3;16,2;19,4;23,4;22,1;18,3;13,3;5,6;4,6;;12,7;;
2000;;1,9;8,3;9,3;9,3;15,6;20,0;20,9;21,3;18,6;12,5;7,2;7,4;;12,7;;
2001;;6,1;6,3;11,1;10,9;15,1;21,0;21,4;22,8;17,4;14,6;5,9;1,3;;12,8;;
2002;;4,2;5,5;7,8;9,7;11,7;18,3;19,5;18,7;15,5;11,9;7,4;5,3;;11,3;;
2003;;4,3;4,4;10,4;11,4;15,1;22,8;22,4;25,0;19,4;11,8;8,6;5,0;;13,4;;
2004;;5,5;5,5;7,3;9,8;13,9;21,7;22,3;21,7;19,3;13,8;5,8;4,3;;12,6;;
2005;;2,2;3,0;8,6;11,9;16,5;22,6;22,9;22,5;18,2;14,0;7,0;4,1;;12,8;;
2006;;2,9;4,0;9,4;12,1;17,0;21,4;24,7;20,8;19,8;15,0;10,6;4,0;;13,5;;
2007;;4,5;7,6;7,8;12,0;14,7;17,9;21,5;20,6;18,0;12,6;6,2;3,5;;12,2;;
2008;;5,7;7,8;8,0;11,2;14,0;18,7;21,2;21,5;16,7;11,7;6,1;3,8;;12,2;;
2009;;3,6;5,8;9,4;10,3;16,6;20,7;22,6;23,6;19,0;15,1;9,7;4,8;;13,4;;
2010;;4,4;4,8;7,6;12,5;13,8;18,8;24,0;22,9;18,7;12,4;6,7;4,2;;12,6;;
2011;;5,1;6,5;8,8;14,9;17,3;19,6;21,0;22,8;20,5;14,9;9,2;4,8;;13,8;;
2012;;2,9;3,6;9,5;8,9;16,5;20,5;21,6;22,9;18,4;12,9;7,7;5,6;;12,6;;
;;;;;;;;;;;;;;;;;
Valores medios del periodo 1997/2012;;4,3;5,9;9,2;11,2;15,2;20,0;22,0;22,2;18,5;13,4;7,5;4,5;;12,8;;
;;;;;;;;;;;;;;;;;
Fuente: Agencia Estatal de Meteorolog¡a (AEMet) a trav‚s del Instituto Nacional de Estad¡stica (INE), y elaboraci¢n propia.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Temperaturas m ximas absolutas en §C por a¤os y meses. Observatorio de Valladolid.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
A¤o;;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;;ÿÿÿÿÿTotal;;
1997;;15,0;22,9;23,5;25,8;28,8;30,0;34,4;36,3;32,6;28,4;17,6;13,4;;36,3;;
1998;;14,6;20,2;23,1;26,5;27,0;35,8;37,8;38,3;32,6;24,1;20,0;13,7;;38,3;;
1999;;12,8;18,0;21,8;25,6;30,6;35,0;(1);36,0;31,8;23,8;20,4;13,8;;36,0;;
2000;;13,8;20,2;22,7;19,6;30,2;36,6;37,4;36,6;34,9;25,6;17,2;16,2;;37,4;;
2001;;17,0;15,6;23,0;22,4;34,4;37,6;36,4;35,8;31,4;26,8;18,2;12,0;;37,6;;
2002;;14,0;17,5;23,6;27,0;30,8;37,4;37,0;36,4;29,5;22,9;19,4;16,4;;37,4;;
2003;;16,2;14,6;23,0;21,6;31,4;36,6;38,0;39,5;30,6;23,4;18,3;13,4;;39,5;;
2004;;15,4;18,0;20,2;25,6;28,2;36,4;36,7;36,7;31,2;30,0;14,7;14,6;;36,7;;
2005;;11,6;14,6;23,2;29,6;34,2;36,5;37,4;37,6;33,4;26,6;17,0;13,4;;37,6;;
2006;;10,6;14,4;22,0;24,5;32,7;35,7;38,0;34,4;36,0;25,8;19,0;14,5;;38,0;;
2007;;14,3;18,2;19,2;26,5;28,4;31,5;37,7;38,2;30,2;22,2;17,8;13,6;;38,2;;
2008;;13,0;16,4;20,6;26,4;26,8;33,8;37,4;36,4;29,0;23,7;15,4;12,4;;37,4;;
2009;;14,0;18,4;22,6;24,8;31,2;35,8;36,4;37,0;33,4;27,6;20,2;15,0;;37,0;;
2010;;14,5;17,8;20,0;27,8;30,2;33,0;37,6;36,3;33,5;25,8;18,8;16,4;;37,6;;
2011;;14,4;18,4;19,8;28,6;30,7;38,2;34,0;37,2;34,2;29,4;21,6;15,4;;38,2;;
2012;;11,6;19,8;23,4;22,1;33,6;38,8;37,0;39,4;32,8;28,0;18,5;14,9;;39,4;;
;;;;;;;;;;;;;;;;;
Valores medios del periodo 1997/2012;;17,0;22,9;23,6;29,6;34,4;38,8;38,0;39,5;36,0;30,0;21,6;16,4;;39,5;;
;;;;;;;;;;;;;;;;;
(1): No existe el dato.;;;;;;;;;;;;;;;;;
Fuente: Agencia Estatal de Meteorolog¡a (AEMet) a trav‚s del Instituto Nacional de Estad¡stica (INE), y elaboraci¢n propia.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Temperaturas m¡nimas absolutas en §C por a¤os y meses. Observatorio de Valladolid.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
A¤o;;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;;ÿÿÿÿÿTotal;;
1997;;-5,6;-1,8;0,6;0,2;1,0;7,0;7,6;9,0;8,9;0,1;0,6;-3,8;;-5,6;;
1998;;-2,4;-2,6;-0,4;-1,0;1,2;4,0;9,4;8,2;8,2;1,8;-4,6;-5,4;;-5,4;;
1999;;-5,2;-4,2;-2,2;-0,2;5,0;5,3;(1);12,0;8,8;4,4;-2,0;-3,0;;-5,2;;
2000;;-6,2;-1,6;-2,2;-1,2;5,6;4,4;7,2;8,5;5,5;2,4;-1,4;-1,6;;-6,2;;
2001;;-2,0;-4,2;1,3;-1,0;0,6;5,5;8,0;11,4;6,0;4,2;-3,0;-11,0;;-11,0;;
2002;;-4,0;-3,4;-1,4;-1,4;0,5;6,0;8,5;8,6;4,0;3,4;-0,8;-1,4;;-4,0;;
2003;;-6,1;-7,0;-0,8;0,0;3,2;11,2;9,8;12,7;7,6;0,2;-0,6;-2,0;;-7,0;;
2004;;-3,2;-5,2;-5,6;-1,6;0,5;8,6;8,2;9,2;7,3;2,0;-2,1;-3,0;;-5,6;;
