;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Catastro Rústico y Urbano. Municipio de Valladolid 1994-2015.;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Tabla 1: Catastro Urbano.;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Tabla 2: Catastro Rústico.;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Catastro Urbano. Distintos indicadores. Municipio de Valladolid 1994-2015 (1 de enero).;;;;;;;;;;;
;;;;;;;;;;;
;;;;Nº de parcelas edificadas;;;;;;;
Año;;Nº de parcelas con la condición de solar;Superficie de las parcelas con la condición de solar m2;En régimen de copropiedad;Con solar y construcción del mismo propietario;Otras parcelas;Total;Superficie de las parcelas edificadas m2;Nº de unidades urbanas;;
1994;;2.058;10.306.400;4.994;10.495;0;15.489;24.241.479;167.011;;
1995;;2.053;10.299.590;5.010;10.503;0;15.513;24.321.590;172.481;;
1996;;1.971;10.035.343;5.112;10.549;3;15.664;24.668.750;176.400;;
1997;;2.088;10.895.927;5.238;10.544;4;15.786;24.668.750;180.826;;
1998;;2.051;10.572.309;5.324;10.519;4;15.847;25.527.598;184.828;;
1999;;2.016;10.359.728;5.396;10.460;4;15.860;25.550.141;188.620;;
2000;;2.069;9.843.086;5.504;10.364;4;15.872;26.049.161;192.694;;
2001;;2.014;9.611.932;5.647;10.299;3;15.949;26.216.319;199.264;;
2002;;2.090;10.036.646;5.716;10.249;1;15.966;25.813.704;204.361;;
2003;;2.074;9.806.384;5.835;10.157;2;15.994;26.144.742;208.013;;
2004;;2.371;10.126.982;5.919;10.120;1;16.040;26.221.839;214.333;;
2005;;2.355;9.771.216;6.055;10.050;1;16.106;26.475.957;218.513;;
2006;;2.375;9.527.400;6.112;10.047;1;16.160;26.422.800;222.986;;
2007;;2.688;10.560.000;6.220;9.865;4;16.089;26.464.500;228.643;;
2008;;2.716;10.647.500;6.274;9.874;4;16.152;26.371.900;235.772;;
2009;;2.652;10.834.100;6.395;9.985;3;16.383;26.903.100;240.722;;
2010;;3.551;26.157.100;6.462;10.217;3;16.682;32.582.600;244.950;;
2011;;3.416;25.720.700;6.518;10.338;3;16.859;33.165.300;249.597;;
2012;;3.534;25.610.900;6.551;10.373;9;16.933;33.372.200;252.764;;
2013;;3.452;25.576.700;6.579;10.325;17;16.921;33.331.800;254.419;;
2014;;3.499;25.445.500;6.594;10.306;22;16.922;33.459.100;255.090;;
2015;;3.543;25.446.200;6.601;10.293;22;16.916;33.477.500;255.553;;
;;;;;;;;;;;
;;;;;;;;;;;
Fuente: Ministerio de Hacienda y Administraciones Públicas, Secretaría de Estado de Hacienda, Dirección General del Catastro.;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Catastro Rústico. Distintos indicadores. Municipio de Valladolid 1994-2015 (1 de enero).;;;;;;;;;;;
;;;;;;;;;;;
Año;;Nº de titulares catastrales (*);Nº de parcelas reales;Superficie rústica hectáreas;;;;;;;
1994;;1.539;2.922;;;;;;;;
1995;;1.448;2.789;;;;;;;;
1996;;1.705;3.164;;;;;;;;
1997;;1.707;3.172;;;;;;;;
1998;;1.717;3.176;;;;;;;;
1999;;1.726;3.183;;;;;;;;
2000;;1.739;3.195;;;;;;;;
2001;;1.745;3.199;;;;;;;;
2002;;1.754;3.210;;;;;;;;
2003;;1.766;3.241;;;;;;;;
2004;;1.698;3.204;;;;;;;;
2005;;1.790;3.047;;;;;;;;
2006;;1.711;3.041;19.340,02;;;;;;;
2007;;1.709;3.017;19.234,47;;;;;;;
2008;;1.751;3.022;18.532,75;;;;;;;
2009;;1.800;2.871;17.822,25;;;;;;;
2010;;1.808;2.782;17.705,19;;;;;;;
2011;;;1.788;15.308,52;;;;;;;
2012;;;1.792;15.305,03;;;;;;;
2013;;;1.793;15.287,90;;;;;;;
2014;;;1.797;16.234,09;;;;;;;
2015;;;1.854;16.223,23;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Fuente: Ministerio de Hacienda y Administraciones Públicas, Secretaría de Estado de Hacienda, Dirección General del Catastro.;;;;;;;;;;;
;;;;;;;;;;;
(*) Fuente: Junta de Castilla y León. Dirección General de Estadística. SIE.;;;;;;;;;;;
;;;;;;;;;;;
