;"Ayuntamiento
de Valladolid"





;Información estadística relativa al sertor agrícola y ganadero. Municipio de Valladolid.



;Tabla 1: Diversos indicadores relativos al Censo Agrario de 1989.

;Tabla 2: Diversos indicadores relativos al Censo Agrario de 1999.

;Tabla 3: Diversos indicadores relativos al Censo Agrario de 2009.




;"Ayuntamiento
de Valladolid";;


Diversos indicadores relativos al Censo Agrario de 1989. Municipio de Valladolid.;;;

;Indicadores;;Valor
;Explotaciones agrarias;;297

;Expl. con toda la superficie en propiedad;;173
;Expl. cuyo porcentaje de superfice en propiedad es de menos del 25%;;50
;Expl. cuyo porcentaje de superfice en propiedad es de más del 24,99% y menos del 50%;;11
;Expl. cuyo porcentaje de superfice en propiedad es de más del 49,99% y menos del 75%;;16
;Expl. cuyo porcentaje de superfice en propiedad es de más del 74,99% y menos del 100%;;9
;Explotaciones sin superficie;;38

;Explotaciones solamente con tierras labradas;;196
;Explotaciones con tierras labradas y otras tierras;;38
;Explotaciones con tierras labradas y para pastos;;3
;Explotaciones con tierras labradas, para pastos y otras;;2
;Explotaciones con tierras para pastos y otras;;0
;Explotaciones solamente con tierras para pastos;;2
;Explotaciones solamente con otras tierras;;18
;Explotaciones sin tierras;;38

;Explotaciones con una superficie de 0,1 a 4,99 ha.;;94
;Explotaciones con una superficie de 5 a 9,99 ha.;;35
;Explotaciones con una superficie de 10 a 19,99 ha.;;38
;Explotaciones con una superficie de 20 a 49,99 ha.;;40
;Explotaciones con una superficie de 50 a 99,99 ha.;;22
;Explotaciones con una superficie de 100 y más ha.;;30

;Explotaciones cuya gestión la realiza el titular;;246
;Explotaciones cuya gestión la realiza otra persona;;2
;Explotaciones cuya gestión la realiza un miembro de la familia;;14


;Superficie agrícola utilizada (SAU) de las explotaciones agrarias (hectáreas);;10.002

;SAU total de explotaciones cuyo régimen de tenencia es de propiedad;;7.443
;SAU total de explotaciones cuyo régimen de tenencia es de aparcería;;120
;SAU total de explotaciones cuyo régimen de tenencia es de arrendamiento;;2.433
;SAU total de explotaciones cuyo régimen de tenencia es de otros tipos;;7


;Sup. tot. de las explotaciones agrarias (hectáreas);;12.826

;Sup. tot. de explotaciones cuyo aprovechamiento es de especies arbóreas forestales;;2.559
;Sup. tot. de explotaciones cuyo aprovechamiento es de otras tierras;;264
;Sup. tot. de explotaciones cuyo aprovechamiento es de tierras labradas;;9.927
;Sup. tot. de explotaciones cuyo aprovechamiento es de tierras para pastos permanentes;;75

;Sup. tot. de explotaciones cuyo régimen de tenencia es de propiedad;;10.127
;Sup. tot. de explotaciones cuyo régimen de tenencia es de aparcería;;120
;Sup. tot. de explotaciones cuyo régimen de tenencia es de arrendamiento;;2.465
;Sup. tot. de explotaciones cuyo régimen de tenencia es de otros tipos;;113

;Sup. tot. en t. labradas (hectáreas);;9.927

;Sup. tot. de t. labradas de regadío (hectáreas);;2.670
;Sup. tot. en t. labradas de secano (hectáreas);;7.257

;Sup. tot. en t. labradas cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;9.896
;Sup. tot. en t. labradas de regadío cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;2.653
;Sup. tot. en t. labradas de secano cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;7.243

;Sup. tot. en t. labradas cuyo aprov. es frutales;;18
;Sup. tot. en t. labradas de regadio cuyo aprov. es frutales;;18
;Sup. tot. en t. labradas de secano cuyo aprov. es frutales;;0

;Sup. tot. en t. labradas cuyo aprov. es olivar;;0
;Sup. tot. en t. labradas de regadío cuyo aprov. es olivar;;0
;Sup. tot. en t. labradas de secano cuyo aprov. es olivar;;0

;Sup. tot. en t. labradas cuyo aprov. es viñedo;;14
;Sup. tot. en t. labradas de regadío cuyo aprov. es viñedo;;0
;Sup. tot. en t. labradas de secano cuyo aprov. es viñedo;;14

;Sup. tot. en t. labradas cuyo aprov. es otros;;0
;Sup. tot. en t. labradas de regadío cuyo aprov. es otros;;0
;Sup. tot. en t. labradas de secano cuyo aprov. es otros;;0


;Parcelas agrarias;;971


;Unidades ganaderas;;7.017

;Cabezas de aves (miles);;247
;Cabezas de bovino;;2.790
;Cabezas de vacas lecheras;;1.263
;Cabezas de resto bovinos;;1.527
;Cabezas de caprino;;366
;Cabezas de conejas madres;;32
;Cabezas de equino;;47
;Cabezas de ovino;;12.463
;Cabezas de porcino;;677


;Maquinaria agrícola;;455

;Cosechadoras;;58
;Tractores (ruedas o cadenas);;293
;Motocultores, motosegadoras, motoazadas, motofresadoras;;28
;Otras máquinas;;76

;Máquinas agrarias en propiedad exclusiva;;183
;Máquinas agrarias no en propiedad exclusiva;;189

;Margen bruto total de las explotaciones agrarias (Euros);;5.614.090


;Titulares de explotacion agraria cuya ocupación es sólo en la explotación;;216
;Titulares de explotacion agraria cuya ocupación principal es la propia exp.;;38
;Titulares de explotacion agraria cuya ocupación secundaria es la propia exp.;;8
;Titulares de explotacion agraria cuya ocupación es otra actividad lucrativa;;46

;Titulares de hasta 34 años que trabajan en explotaciones agrarias;;30
;Titulares de 35 a 54 años que trabajan en explotaciones agrarias;;89
;Titulares de 55 a 64 años que trabajan en explotaciones agrarias;;88
;Titulares de 65 años y más que trabajan en explotaciones agrarias;;55

;Conyuges de titular de explotacion agraria cuya ocupación es sólo en la exp.;;43
;Conyuges de titular de explotacion agraria cuya ocupación principal es la propia exp.;;2
;Conyuges de titular de explotacion agraria cuya ocupación secundaria es la propia exp.;;1
;Conyuges de titular de explotacion agraria cuya ocupación es otra actividad lucrativa;;3

;Conyuges de hasta 34 años que trabajan en explotaciones agrarias;;4
;Conyuges de 35 a 54 años que trabajan en explotaciones agrarias;;22
;Conyuges de 55 a 64 años que trabajan en explotaciones agrarias;;15
;Conyuges de 65 años y más que trabajan en explotaciones agrarias;;5

;Familiares que trabajan en explotaciones agrarias;;398
;Familiares varones que trabajan en explotaciones agrarias;;298
;Familiares mujeres que trabajan en explotaciones agrarias;;100

;Familiares hasta 34 años que trabajan en explotaciones agrarias;;79
;Familiares de 35 a 54 años que trabajan en explotaciones agrarias;;145
;Familiares de 55 a 64 añosque trabajan en explotaciones agrarias;;112
;Familiares de 65 años y más que trabajan en explotaciones agrarias;;62

;Familiares titulares que trabajan en explotaciones agrarias;;262
;Familiares conyuges del titular que trabajan en explotaciones agrarias;;46
;Familiares no titulares y no conyuges que trabajan en explotaciones agrarias;;90

;Otros fam. de titular de exp. agraria cuya ocupación es sólo en la explotación;;77
;Otros fam. de titular de exp. agraria cuya ocupación principal es la propia exp.;;10
;Otros fam. de titular de exp. agraria cuya ocupación secundaria es la propia exp.;;3
;Otros fam. de titular de exp. agraria cuya ocupación es otra actividad lucrativa;;13

;Otros familiares de hasta 34 años que trabajan en explotaciones agrarias;;45
;Otros familiares de 35 a 54 años que trabajan en explotaciones agrarias;;34
;Otros familiares de 55 a 64 años que trabajan en explotaciones agrarias;;9
;Otros familiares de 65 años y más que trabajan en explotaciones agrarias;;2

;Asalariados fijos que trabajan en explotaciones agrarias;;180
;Asalariados fijos varones que trabajan en explotaciones agrarias;;176
;Asalariados fijos mujeres que trabajan en explotaciones agrarias;;4

;Fuente: Instituto Nacional de Estadística (I.N.E.). Censo Agrario de 1989.;;



;"Ayuntamiento
de Valladolid";;


Diversos indicadores relativos al Censo Agrario de 1999. Municipio de Valladolid.;;;

;Indicadores;;Valor
;Explotaciones agrarias;;178

;Expl. con toda la superficie en propiedad;;118
;Expl. cuyo porcentaje de superfice en propiedad es de menos del 25%;;33
;Expl. cuyo porcentaje de superfice en propiedad es de más del 24,99% y menos del 50%;;8
;Expl. cuyo porcentaje de superfice en propiedad es de más del 49,99% y menos del 75%;;7
;Expl. cuyo porcentaje de superfice en propiedad es de más del 74,99% y menos del 100%;;5
;Explotaciones sin superficie;;7

;Explotaciones solamente con tierras labradas;;93
;Explotaciones con tierras labradas y otras tierras;;40
;Explotaciones con tierras labradas y para pastos;;3
;Explotaciones con tierras labradas, para pastos y otras;;4
;Explotaciones con tierras para pastos y otras;;1
;Explotaciones solamente con otras tierras;;27
;Explotaciones solamente con tierras para pastos;;3
;Explotaciones sin tierras;;7

;Explotaciones con una superficie de 0,1 a 4,99 ha.;;59
;Explotaciones con una superficie de 5 a 9,99 ha.;;18
;Explotaciones con una superficie de 10 a 19,99 ha.;;20
;Explotaciones con una superficie de 20 a 49,99 ha.;;32
;Explotaciones con una superficie de 50 a 99,99 ha.;;17
;Explotaciones con una superficie de 100 y más ha.;;25

;Explotaciones cuya gestion la realiza el titular;;152
;Explotaciones cuya gestion la realiza otra persona;;1
;Explotaciones cuya gestion la realiza un miembro de la familia;;11


;Superficie agrícola utilizada (sau) de las explotaciones agrarias (hectáreas);;8.595

;SAU total de explotaciones cuyo regimen de tenencia es de aparcería;;167
;SAU total de explotaciones cuyo regimen de tenencia es de arrendamiento;;2.692
;SAU total de explotaciones cuyo regimen de tenencia es de otros tipos;;176
;SAU total de explotaciones cuyo regimen de tenencia es de propiedad;;5.559


;Sup. tot. de las explotaciones agrarias (hectáreas);;11.411

;Sup. tot. de explotaciones cuyo aprovechamiento es de especies arbóreas forestales;;2.587
;Sup. tot. de explotaciones cuyo aprovechamiento es de otras tierras;;2.816
;Sup. tot. de explotaciones cuyo aprovechamiento es de tierras labradas;;8.394
;Sup. tot. de explotaciones cuyo aprovechamiento es de tierras para pastos permanentes;;201

;Sup. tot. de explotaciones cuyo regimen de tenencia es de propiedad;;6.160
;Sup. tot. de explotaciones cuyo regimen de tenencia es de aparcería;;167
;Sup. tot. de explotaciones cuyo regimen de tenencia es de arrendamiento;;2.740
;Sup. tot. de explotaciones cuyo regimen de tenencia es de otros tipos;;2.342

;Sup. tot. en t. labradas (hectáreas);;8.394

;Sup. tot. de t. labradas de regadío (hectáreas);;2.343
;Sup. tot. en t. labradas de secano (hectáreas);;6.051

;Sup. tot. en t. labradas cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;8.367
;Sup. tot. en t. labradas de regadio cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;2.341
;Sup. tot. en t. labradas de secano cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;6.026

;Sup. tot. en t. labradas cuyo aprov. es frutales;;4
;Sup. tot. en t. labradas de secano cuyo aprov. es frutales;;4

;Sup. tot. en t. labradas cuyo aprov. es viñedo;;22
;Sup. tot. en t. labradas de secano cuyo aprov. es viñedo;;22

;Sup. tot. en t. labradas cuyo aprov. es otros;;2
;Sup. tot. en t. labradas de regadio cuyo aprov. es otros;;2


;Parcelas agrarias;;1.036


;Unidades ganaderas;;8.999

;Cabezas de aves;;500.180
;Cabezas de bovino;;1.869
;Cabezas de vacas lecheras;;386
;Cabezas de resto bovinos;;1.483
;Cabezas de caprino;;95
;Cabezas de equino;;78
;Cabezas de ovino;;5.140
;Cabezas de porcino;;480


;Maquinaria agrícola;;295

;Cosechadoras;;11
;Tractores (ruedas o cadenas);;148
;Motocultores, motosegadoras, motoazadas, motofresadoras;;19
;Otras máquinas;;117


;Margen bruto total de las explotaciones agrarias (euros);;8.319.831


;Titulares de explotacion agraria cuya ocupacion es sólo en la explotación;;118
;Titulares de explotacion agraria cuya ocupacion principal es la propia exp.;;27
;Titulares de explotacion agraria cuya ocupacion secundaria es la propia exp.;;5
;Titulares de explotacion agraria cuya ocupacion es otra actividad lucrativa;;32

;Titulares de hasta 34 años que trabajan en explotaciones agrarias;;9
;Titulares de 35 a 54 años que trabajan en explotaciones agrarias;;57
;Titulares de 55 a 64 años que trabajan en explotaciones agrarias;;46
;Titulares de 65 años y más que trabajan en explotaciones agrarias;;35

;Conyuges de titular de explotacion agraria cuya ocupacion es sólo en la exp.;;17
;Conyuges de titular de explotacion agraria cuya ocupacion principal es la propia exp.;;3
;Conyuges de titular de explotacion agraria cuya ocupacion secundaria es la propia exp.;;1
;Conyuges de titular de explotacion agraria cuya ocupacion es otra actividad lucrativa;;4

;Conyuges de 35 a 54 años que trabajan en explotaciones agrarias;;14
;Conyuges de 55 a 64 años que trabajan en explotaciones agrarias;;7

;Familiares que trabajan en explotaciones agrarias;;204
;Familiares varones que trabajan en explotaciones agrarias;;139
;Familiares mujeres que trabajan en explotaciones agrarias;;65

;Familiares hasta 34 años que trabajan en explotaciones agrarias;;27
;Familiares de 35 a 54 años que trabajan en explotaciones agrarias;;81
;Familiares de 55 a 64 añosque trabajan en explotaciones agrarias;;56
;Familiares de 65 años y más que trabajan en explotaciones agrarias;;36

;Familiares titulares que trabajan en explotaciones agrarias;;150
;Familiares conyuges del titular que trabajan en explotaciones agrarias;;21
;Familiares no titulares y no conyuges que trabajan en explotaciones agrarias;;33

;Otros fam. de titular de exp. agraria cuya ocupacion es sólo en la explotación;;18
;Otros fam. de titular de exp. agraria cuya ocupacion principal es la propia exp.;;12
;Otros fam. de titular de exp. agraria cuya ocupacion secundaria es la propia exp.;;3
;Otros fam. de titular de exp. agraria cuya ocupacion es otra actividad lucrativa;;15


;Otros familiares de hasta 34 años que trabajan en explotaciones agrarias;;18
;Otros familiares de 35 a 54 años que trabajan en explotaciones agrarias;;10
;Otros familiares de 55 a 64 años que trabajan en explotaciones agrarias;;3
;Otros familiares de 65 años y más que trabajan en explotaciones agrarias;;1


;Fuente: Instituto Nacional de Estadística (I.N.E.). Censo Agrario de 1999.;;


;"Ayuntamiento
de Valladolid";;


Diversos indicadores relativos al Censo Agrario de 2009. Municipio de Valladolid.;;;

;Indicadores;;Valor
;Explotaciones agrarias;;142

;Expl. con toda la superficie en propiedad;;83
;Expl. cuyo porcentaje de superfice en propiedad es de menos del 25%;;36
;Expl. cuyo porcentaje de superfice en propiedad es de más del 24,99% y menos del 50%;;7
;Expl. cuyo porcentaje de superfice en propiedad es de más del 49,99% y menos del 75%;;5
;Expl. cuyo porcentaje de superfice en propiedad es de más del 74,99% y menos del 100%;;9
;Explotaciones sin superficie;;2

;Explotaciones solamente con tierras labradas;;70
;Explotaciones con tierras labradas y otras tierras;;35
;Explotaciones con tierras labradas y para pastos;;6
;Explotaciones con tierras labradas, para pastos y otras;;15
;Explotaciones con tierras para pastos y otras;;9
;Explotaciones solamente con otras tierras;;4
;Explotaciones solamente con tierras para pastos;;1
;Explotaciones sin tierras;;2

;Explotaciones con una superficie de 0,1 a 4,99 ha.;;3
;Explotaciones con una superficie de 5 a 9,99 ha.;;49
;Explotaciones con una superficie de 10 a 19,99 ha.;;19
;Explotaciones con una superficie de 20 a 49,99 ha.;;32
;Explotaciones con una superficie de 50 a 99,99 ha.;;11
;Explotaciones con una superficie de 100 y más ha.;;26

;Explotaciones cuya gestion la realiza el titular;;96
;Explotaciones cuya gestion la realiza otra persona;;30
;Explotaciones cuya gestion la realiza un miembro de la familia;;16

;Sup. tot. de las explotaciones agrarias (hectáreas);;13.443

;Sup. tot. en t. labradas (hectáreas);;8.852

;Sup. tot. de t. labradas de regadío (hectáreas);;1.253
;Sup. tot. en t. labradas de secano (hectáreas);;7.599

;Sup. tot. en t. labradas cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;8.426
;Sup. tot. en t. labradas de regadio cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;1.225
;Sup. tot. en t. labradas de secano cuyo aprov. es herbáceos (incl. barbechos y huertos familiares);;7.200

;Sup. tot. en t. labradas cuyo aprov. es frutales;;12
;Sup. tot. en t. labradas de regadío cuyo aprov. es frutales;;7
;Sup. tot. en t. labradas de secano cuyo aprov. es frutales;;5

;Sup. tot. en t. labradas cuyo aprov. es viñedo;;31
;Sup. tot. en t. labradas de regadío cuyo aprov. es viñedo;;12
;Sup. tot. en t. labradas de secano cuyo aprov. es viñedo;;19

;Sup. tot. en t. labradas cuyo aprov. es otros;;383
;Sup. tot. en t. labradas de regadio cuyo aprov. es otros;;9
;Sup. tot. en t. labradas de secano cuyo aprov. es otros;;375

;Parcelas agrarias;;371

;Unidades ganaderas;;4.359

;Cabezas de aves (miles);;19
;Cabezas de bovino;;957
;Cabezas de vacas lecheras;;15
;Cabezas de resto bovinos;;942
;Cabezas de caprino;;0
;Cabezas de equino;;158
;Cabezas de ovino;;1.511
;Cabezas de porcino;;30.518


;Fuente: Instituto Nacional de Estadística (I.N.E.). Censo Agrario de 2009.
